,eval/mean_reward,eval/success_rate,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/std,train/value_loss,eval/mean_ep_length
0,-69.50920104980469,0.0,225.0,0.004005528055131435,0.01599999889731407,0.20000000298023224,-2.8282864093780518,-0.0023865699768066406,9.999999747378752e-05,1.5352810621261597,-0.0015843096189200878,0.9946049451828003,4.697035789489746,50.0
1,-89.48448181152344,0.0,205.0,0.0068037426099181175,0.039774999022483826,0.20000000298023224,-2.81492280960083,0.002933800220489502,9.999999747378752e-05,1.6764700412750244,-0.004017252940684557,0.9850540161132812,3.212416410446167,50.0
2,-79.48910522460938,0.0,201.0,0.006291537079960108,0.060224998742341995,0.20000000298023224,-2.788792371749878,0.009681940078735352,9.999999747378752e-05,1.5979589223861694,-0.005312512628734112,0.9721134901046753,3.1462714672088623,50.0
3,-49.456443786621094,0.0,197.0,0.00461100647225976,0.050850000232458115,0.20000000298023224,-2.76672101020813,0.0020428895950317383,9.999999747378752e-05,1.8968991041183472,-0.004567472264170647,0.9624674320220947,3.1998841762542725,50.0
4,-19.44915771484375,0.0,195.0,0.004297077190130949,0.049799997359514236,0.20000000298023224,-2.7542428970336914,0.011581063270568848,9.999999747378752e-05,0.8653901219367981,-0.004383360501378775,0.9586385488510132,2.880276679992676,50.0
5,-39.433746337890625,0.0,194.0,0.004993878770619631,0.044019997119903564,0.20000000298023224,-2.7469992637634277,0.017629146575927734,9.999999747378752e-05,1.94260835647583,-0.0032242832239717245,0.9576568603515625,2.4621388912200928,50.0
6,-8.990246772766113,0.10000000149011612,194.0,0.005944213829934597,0.04757499694824219,0.20000000298023224,-2.7566792964935303,0.0159379243850708,9.999999747378752e-05,0.9420949816703796,-0.003957117907702923,0.9621931314468384,2.027827024459839,50.0
7,-29.444046020507812,0.0,193.0,0.005002717487514019,0.03224499896168709,0.20000000298023224,-2.7570993900299072,-8.487701416015625e-05,9.999999747378752e-05,0.2096531093120575,-0.001982060493901372,0.9642298817634583,1.3589473962783813,50.0
8,-8.912714004516602,0.10000000149011612,193.0,0.005226107779890299,0.03681499883532524,0.20000000298023224,-2.765016794204712,0.02455735206604004,9.999999747378752e-05,0.20276382565498352,-0.0022137875203043222,0.9679492712020874,0.7372470498085022,50.0
9,1.0840437412261963,0.10000000149011612,192.0,0.004239838104695082,0.04481999948620796,0.20000000298023224,-2.768833637237549,0.01338350772857666,9.999999747378752e-05,0.297756552696228,-0.0025071855634450912,0.966256856918335,0.40354597568511963,50.0
10,1.0741076469421387,0.10000000149011612,192.0,0.005158312153071165,0.05552499741315842,0.20000000298023224,-2.7676138877868652,0.0371282696723938,9.999999747378752e-05,0.19511589407920837,-0.0033169446978718042,0.9675920009613037,0.2724592387676239,50.0
11,1.5717638731002808,0.20000000298023224,191.0,0.003680238500237465,0.04578999802470207,0.20000000298023224,-2.7655086517333984,0.012869656085968018,9.999999747378752e-05,0.014975223690271378,-0.003026779741048813,0.965205192565918,0.2253592610359192,50.0
12,0.5489060878753662,0.0,191.0,0.005513045005500317,0.04397499933838844,0.20000000298023224,-2.7591712474823,0.013436734676361084,9.999999747378752e-05,0.00245914445258677,-0.0026303152553737164,0.9621201753616333,0.35679125785827637,50.0
13,0.5443612933158875,0.0,191.0,0.004951704293489456,0.038385000079870224,0.20000000298023224,-2.737603187561035,0.09648686647415161,9.999999747378752e-05,0.020279541611671448,-0.002675702329725027,0.9491875171661377,0.010426565073430538,50.0
