,iteration/dist_entrance,iteration/dist_bottom,iteration/success_rate_full,iteration/success_rate,iteration/reward
0,0.13446147739887238,0.13888545334339142,0.0,0.0,-48.988033294677734
1,0.12567752599716187,0.070243239402771,0.0,0.0,-49.12194061279297
2,0.17178016901016235,0.1185077652335167,0.0,0.0,-48.68219757080078
3,0.12452622503042221,0.07012460380792618,0.0,0.0,-48.72470474243164
4,0.18872621655464172,0.16177169978618622,0.0,0.0,-50.685211181640625
5,0.1980074793100357,0.14234939217567444,0.0,0.0,-48.92998123168945
6,0.14904789626598358,0.09909744560718536,0.0,0.0,-48.92129898071289
7,0.15175287425518036,0.09741859883069992,0.0,0.0,-48.70893096923828
8,0.20996347069740295,0.15739849209785461,0.10000000149011612,0.0,-47.38119888305664
9,0.06811352074146271,0.06664160639047623,0.0,0.0,-45.926204681396484
10,0.19173942506313324,0.1499955654144287,0.0,0.0,-48.55644607543945
11,0.12572114169597626,0.10009626299142838,0.0,0.0,-44.9047966003418
12,0.2525601387023926,0.20002512633800507,0.0,0.0,-49.246734619140625
13,0.13237302005290985,0.09605764597654343,0.0,0.0,-46.83395767211914
14,0.2611195743083954,0.21667243540287018,0.0,0.0,-48.37623596191406
15,0.2093886137008667,0.18284361064434052,0.0,0.0,-49.494415283203125
16,0.2069089561700821,0.15249304473400116,0.0,0.0,-48.88492965698242
17,0.10009440034627914,0.07584210485219955,0.0,0.0,-49.58718490600586
18,0.1995222568511963,0.17723770439624786,0.0,0.0,-45.78941345214844
19,0.12361633777618408,0.06832209974527359,0.0,0.0,-47.51640701293945
20,0.24939149618148804,0.2081613689661026,0.0,0.0,-48.74180221557617
21,0.22486229240894318,0.1695372760295868,0.0,0.0,-49.55682373046875
22,0.1598147749900818,0.12164675444364548,0.10000000149011612,0.0,-48.888973236083984
23,0.16754119098186493,0.1192215159535408,0.0,0.0,-48.80650329589844
24,0.10330984741449356,0.0714094415307045,0.0,0.0,-45.11689376831055
25,0.23936760425567627,0.18449825048446655,0.0,0.0,-48.040103912353516
26,0.12561166286468506,0.08825433254241943,0.0,0.0,-46.22450256347656
27,0.14984484016895294,0.10497377067804337,0.0,0.0,-47.49574279785156
28,0.12588781118392944,0.11033128201961517,0.0,0.0,-45.95878982543945
29,0.1717899888753891,0.12962837517261505,0.0,0.0,-47.430538177490234
30,0.2396753579378128,0.19103091955184937,0.0,0.0,-47.36176681518555
31,0.18425995111465454,0.1293281614780426,0.0,0.0,-46.449947357177734
32,0.1558571308851242,0.13016845285892487,0.0,0.0,-46.72180938720703
33,0.16261717677116394,0.11575690656900406,0.0,0.0,-47.198455810546875
34,0.11532141268253326,0.0897773876786232,0.0,0.0,-45.88919448852539
35,0.23967385292053223,0.2006438821554184,0.0,0.0,-49.95121765136719
36,0.1602918803691864,0.1334857940673828,0.0,0.0,-47.180267333984375
37,0.1316717118024826,0.07626515626907349,0.0,0.0,-47.16686248779297
38,0.1803274303674698,0.12446660548448563,0.0,0.0,-50.78171920776367
39,0.2136659175157547,0.16088661551475525,0.0,0.0,-49.68035125732422
40,0.250951886177063,0.20498739182949066,0.0,0.0,-48.88847351074219
41,0.2300914227962494,0.18124797940254211,0.0,0.0,-48.2884407043457
42,0.16769102215766907,0.1124640628695488,0.0,0.0,-48.84965515136719
43,0.2514553666114807,0.20748847723007202,0.0,0.0,-49.488731384277344
44,0.1920517086982727,0.14622624218463898,0.0,0.0,-44.74183654785156
45,0.21109738945960999,0.16392871737480164,0.0,0.0,-47.812904357910156
46,0.21704000234603882,0.1734226495027542,0.0,0.0,-48.1290397644043
47,0.23185467720031738,0.17983929812908173,0.0,0.0,-47.893062591552734
48,0.1317373365163803,0.08945963531732559,0.0,0.0,-45.34954833984375
49,0.09266746789216995,0.068793885409832,0.0,0.0,-48.1176872253418
50,0.18956220149993896,0.1338476538658142,0.0,0.0,-47.727821350097656
51,0.22594429552555084,0.18538546562194824,0.0,0.0,-47.26852035522461
52,0.19668015837669373,0.14434608817100525,0.0,0.0,-48.172576904296875
53,0.1505986452102661,0.10217113792896271,0.0,0.0,-46.84560012817383
54,0.19223663210868835,0.14125289022922516,0.0,0.0,-47.41839599609375
55,0.20640288293361664,0.17612825334072113,0.0,0.0,-47.41068649291992
56,0.18999367952346802,0.14800240099430084,0.0,0.0,-45.60781478881836
57,0.20274755358695984,0.14761245250701904,0.0,0.0,-47.07686996459961
58,0.17780227959156036,0.12642596662044525,0.0,0.0,-48.08346176147461
59,0.22747448086738586,0.18394608795642853,0.0,0.0,-48.070125579833984
60,0.12506936490535736,0.07457181811332703,0.0,0.0,-47.14610290527344
61,0.192848339676857,0.14161242544651031,0.0,0.0,-46.379737854003906
62,0.2048664391040802,0.1559142917394638,0.0,0.0,-47.12555694580078
63,0.22443297505378723,0.18977847695350647,0.0,0.0,-47.64046096801758
64,0.16946707665920258,0.11379911750555038,0.0,0.0,-46.20871353149414
