,time/fps,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward,eval/success_rate,rollout/success rate
31,123.0,3.876516580581665,0.6554555296897888,9.999999747378752e-05,50.0,-14.139699935913086,0.0,0.0
32,122.0,4.053697109222412,0.7023273706436157,9.999999747378752e-05,50.0,-13.846575736999512,0.0,0.0
33,122.0,4.2445855140686035,0.8633741140365601,9.999999747378752e-05,50.0,-13.883938789367676,0.0,0.0
34,120.0,4.425909996032715,0.9480836987495422,9.999999747378752e-05,50.0,-13.887514114379883,0.0,0.0
35,120.0,4.567471504211426,1.1060748100280762,9.999999747378752e-05,50.0,-14.189770698547363,0.0,0.0
36,120.0,4.75515079498291,1.2407314777374268,9.999999747378752e-05,50.0,-14.202737808227539,0.0,0.0
37,120.0,4.887205123901367,1.1669107675552368,9.999999747378752e-05,50.0,-14.01335334777832,0.0,0.0
38,120.0,4.960590839385986,1.1663087606430054,9.999999747378752e-05,50.0,-14.201144218444824,0.0,0.0
39,118.0,5.050590515136719,1.2930158376693726,9.999999747378752e-05,50.0,-14.07232666015625,0.0,0.0
40,118.0,5.102409362792969,1.2981879711151123,9.999999747378752e-05,50.0,-14.160531997680664,0.0,0.0
41,118.0,5.137518882751465,1.3733422756195068,9.999999747378752e-05,50.0,-13.776918411254883,0.0,0.0
42,119.0,5.1606268882751465,1.3375017642974854,9.999999747378752e-05,50.0,-14.368037223815918,0.0,0.0
43,119.0,5.2350053787231445,1.29875648021698,9.999999747378752e-05,50.0,-14.645051956176758,0.0,0.0
44,118.0,5.270631790161133,1.3228094577789307,9.999999747378752e-05,50.0,-14.509053230285645,0.0,0.0
45,118.0,5.28412389755249,1.3656408786773682,9.999999747378752e-05,50.0,-13.317461967468262,0.0,0.0
46,118.0,5.296414375305176,1.2049013376235962,9.999999747378752e-05,50.0,-13.174179077148438,0.0,0.0
47,118.0,5.348145008087158,1.297446608543396,9.999999747378752e-05,50.0,-13.81323528289795,0.0,0.0
48,118.0,5.370788097381592,1.2676647901535034,9.999999747378752e-05,50.0,-13.248254776000977,0.0,0.0
49,117.0,5.400451183319092,1.2734878063201904,9.999999747378752e-05,50.0,-13.231313705444336,0.0,0.0
50,117.0,5.405381679534912,1.3194166421890259,9.999999747378752e-05,50.0,-12.989026069641113,0.0,0.0
51,117.0,5.411252021789551,1.2658600807189941,9.999999747378752e-05,50.0,-11.917169570922852,0.0,0.0
52,117.0,5.444412708282471,1.1850464344024658,9.999999747378752e-05,50.0,-10.972197532653809,0.0,0.0
53,117.0,5.457363128662109,1.2494250535964966,9.999999747378752e-05,50.0,-12.91193962097168,0.0,0.0
54,117.0,5.469573974609375,1.2666712999343872,9.999999747378752e-05,50.0,-10.087934494018555,0.0,0.0
55,117.0,5.478384494781494,1.1893843412399292,9.999999747378752e-05,50.0,-12.356744766235352,0.0,0.0
56,117.0,5.455106735229492,1.2955900430679321,9.999999747378752e-05,50.0,-12.586600303649902,0.0,0.0
57,117.0,5.489169597625732,1.2662992477416992,9.999999747378752e-05,50.0,-10.231535911560059,0.0,0.0
58,117.0,5.494059085845947,1.1848644018173218,9.999999747378752e-05,50.0,-10.780865669250488,0.0,0.0
59,117.0,5.504504680633545,1.155073881149292,9.999999747378752e-05,50.0,-12.11599063873291,0.0,0.0
60,117.0,5.535726547241211,1.1923032999038696,9.999999747378752e-05,50.0,-8.866654396057129,0.0,0.0
61,117.0,5.523458957672119,1.137622594833374,9.999999747378752e-05,50.0,-10.19055461883545,0.0,0.0
62,117.0,5.528321266174316,1.131229281425476,9.999999747378752e-05,50.0,-11.726258277893066,0.0,0.0
63,117.0,5.531471252441406,1.1963156461715698,9.999999747378752e-05,50.0,-11.554649353027344,0.0,0.0
64,117.0,5.539848327636719,1.097675085067749,9.999999747378752e-05,50.0,-11.040300369262695,0.0,0.0
65,117.0,5.561310291290283,1.1128021478652954,9.999999747378752e-05,50.0,-13.998567581176758,0.0,0.0
66,117.0,5.546195030212402,1.0951428413391113,9.999999747378752e-05,50.0,-13.931001663208008,0.0,0.0
67,117.0,5.5417304039001465,1.1473296880722046,9.999999747378752e-05,50.0,-16.666828155517578,0.0,0.0
68,117.0,5.541049480438232,1.1251779794692993,9.999999747378752e-05,50.0,-14.483255386352539,0.0,0.0
69,116.0,5.462825775146484,1.0838711261749268,9.999999747378752e-05,50.0,-14.497411727905273,0.0,0.0
70,116.0,5.424511432647705,1.0876548290252686,9.999999747378752e-05,50.0,-16.469091415405273,0.0,0.0
71,116.0,5.4026970863342285,1.0596363544464111,9.999999747378752e-05,50.0,-11.952112197875977,0.0,0.0
72,117.0,5.433343410491943,1.0496633052825928,9.999999747378752e-05,50.0,-11.937973022460938,0.0,0.0
73,117.0,5.408440589904785,1.0966309309005737,9.999999747378752e-05,50.0,-11.121042251586914,0.0,0.0
74,116.0,5.3983025550842285,1.0300809144973755,9.999999747378752e-05,50.0,-11.856979370117188,0.0,0.0
75,116.0,5.4034037590026855,1.0741498470306396,9.999999747378752e-05,50.0,-11.534486770629883,0.0,0.0
76,116.0,5.3744072914123535,1.0702062845230103,9.999999747378752e-05,50.0,-10.882539749145508,0.0,0.0
77,116.0,5.389742851257324,1.048330545425415,9.999999747378752e-05,50.0,-12.049898147583008,0.0,0.0
78,116.0,5.37838077545166,1.0596758127212524,9.999999747378752e-05,50.0,-12.790310859680176,0.0,0.0
79,116.0,5.399868488311768,1.1504892110824585,9.999999747378752e-05,50.0,-12.800692558288574,0.0,0.0
80,116.0,5.408964157104492,1.128517985343933,9.999999747378752e-05,50.0,-13.097735404968262,0.0,0.0
81,116.0,5.390411853790283,1.1311880350112915,9.999999747378752e-05,50.0,-14.410003662109375,0.0,0.0
82,116.0,5.38759183883667,1.130366325378418,9.999999747378752e-05,50.0,-12.331103324890137,0.0,0.0
83,116.0,5.3774943351745605,1.110695719718933,9.999999747378752e-05,50.0,-11.70142936706543,0.0,0.0
84,116.0,5.354004859924316,1.0667227506637573,9.999999747378752e-05,50.0,-12.009439468383789,0.0,0.0
85,116.0,5.387193202972412,1.0768167972564697,9.999999747378752e-05,50.0,-7.9733686447143555,0.0,0.0
86,116.0,5.379916191101074,1.0548293590545654,9.999999747378752e-05,50.0,-6.799242973327637,0.0,0.0
87,116.0,5.355620384216309,1.0294833183288574,9.999999747378752e-05,50.0,-10.343350410461426,0.0,0.0
88,116.0,5.372384548187256,1.0607264041900635,9.999999747378752e-05,50.0,-10.909478187561035,0.0,0.0
89,116.0,5.362833023071289,1.1397480964660645,9.999999747378752e-05,50.0,-8.580198287963867,0.0,0.0
90,116.0,5.389264106750488,1.1106303930282593,9.999999747378752e-05,50.0,-8.017759323120117,0.0,0.0
91,116.0,5.367486000061035,1.1017874479293823,9.999999747378752e-05,50.0,-8.035962104797363,0.0,0.0
92,116.0,5.384017467498779,1.0127516984939575,9.999999747378752e-05,50.0,-6.744460105895996,0.0,0.0
93,116.0,5.391218185424805,1.1345432996749878,9.999999747378752e-05,50.0,-8.080145835876465,0.0,0.0
94,115.0,5.39449405670166,1.1868916749954224,9.999999747378752e-05,50.0,-7.6302313804626465,0.0,0.0
95,115.0,5.399896144866943,1.177693247795105,9.999999747378752e-05,50.0,-7.94873571395874,0.0,0.0
96,115.0,5.375439643859863,1.0975388288497925,9.999999747378752e-05,50.0,-7.452703952789307,0.0,0.0
97,115.0,5.350002765655518,1.1055805683135986,9.999999747378752e-05,50.0,-6.601647853851318,0.0,0.0
98,115.0,5.3298749923706055,1.0864696502685547,9.999999747378752e-05,50.0,-7.679893493652344,0.0,0.0
99,115.0,5.31494140625,1.126670241355896,9.999999747378752e-05,50.0,-8.172760963439941,0.0,0.0
100,115.0,5.330081939697266,1.1043349504470825,9.999999747378752e-05,50.0,-7.666581630706787,0.0,0.0
101,115.0,5.3173017501831055,1.1164072751998901,9.999999747378752e-05,50.0,-5.911067008972168,0.0,0.0
102,115.0,5.296626567840576,0.9872644543647766,9.999999747378752e-05,50.0,-6.162222862243652,0.0,0.0
103,116.0,5.2890520095825195,1.0247946977615356,9.999999747378752e-05,50.0,-7.288976192474365,0.0,0.0
104,115.0,5.280767440795898,1.0860061645507812,9.999999747378752e-05,50.0,-7.368639945983887,0.0,0.0
105,115.0,5.267126560211182,1.0617190599441528,9.999999747378752e-05,50.0,-7.526976108551025,0.0,0.0
106,116.0,5.253675937652588,1.0540820360183716,9.999999747378752e-05,50.0,-6.734926700592041,0.0,0.0
107,116.0,5.2419538497924805,0.9874626994132996,9.999999747378752e-05,50.0,-7.873663425445557,0.0,0.0
108,116.0,5.211061954498291,1.0079272985458374,9.999999747378752e-05,50.0,-7.269948482513428,0.0,0.0
109,116.0,5.147909164428711,1.0167311429977417,9.999999747378752e-05,50.0,-6.870572090148926,0.0,0.0
110,116.0,5.135392665863037,1.0219957828521729,9.999999747378752e-05,50.0,-8.987306594848633,0.0,0.0
111,116.0,5.107698917388916,1.0584121942520142,9.999999747378752e-05,50.0,-8.798614501953125,0.0,0.0
112,116.0,5.08693790435791,0.9223307967185974,9.999999747378752e-05,50.0,-8.630036354064941,0.0,0.0
113,116.0,5.094716548919678,0.8778350353240967,9.999999747378752e-05,50.0,-10.251486778259277,0.0,0.0
114,116.0,5.022405624389648,0.9523404836654663,9.999999747378752e-05,50.0,-10.494787216186523,0.0,0.0
115,116.0,5.003036975860596,0.8557763695716858,9.999999747378752e-05,50.0,-11.61256217956543,0.0,0.0
116,116.0,4.945755481719971,0.9428842663764954,9.999999747378752e-05,50.0,-13.323529243469238,0.0,0.0
117,116.0,4.895933151245117,0.9130599498748779,9.999999747378752e-05,50.0,-13.003026962280273,0.0,0.0
118,116.0,4.842130661010742,0.9156783819198608,9.999999747378752e-05,50.0,-12.129796981811523,0.0,0.0
119,116.0,4.812284469604492,0.8034048080444336,9.999999747378752e-05,50.0,-12.654107093811035,0.0,0.0
120,116.0,4.765250205993652,0.828235387802124,9.999999747378752e-05,50.0,-12.299028396606445,0.0,0.0
121,116.0,4.72812557220459,0.7797183990478516,9.999999747378752e-05,50.0,-11.97907829284668,0.0,0.0
122,116.0,4.690080642700195,0.8223909139633179,9.999999747378752e-05,50.0,-10.371129989624023,0.0,0.0
123,116.0,4.635569095611572,0.7775139808654785,9.999999747378752e-05,50.0,-11.225717544555664,0.0,0.0
124,116.0,4.598925590515137,0.8594886064529419,9.999999747378752e-05,50.0,-10.530433654785156,0.0,0.0
125,116.0,4.568060874938965,0.8204264640808105,9.999999747378752e-05,50.0,-9.669119834899902,0.0,0.0
126,116.0,4.5501556396484375,0.7240750193595886,9.999999747378752e-05,50.0,-12.240368843078613,0.0,0.0
127,116.0,4.53368616104126,0.784653902053833,9.999999747378752e-05,50.0,-9.499412536621094,0.0,0.0
128,116.0,4.484652042388916,0.7102728486061096,9.999999747378752e-05,50.0,-13.739633560180664,0.0,0.0
129,116.0,4.466385841369629,0.7013900876045227,9.999999747378752e-05,50.0,-14.855860710144043,0.0,0.0
130,116.0,4.425642013549805,0.6399472951889038,9.999999747378752e-05,50.0,-13.13209056854248,0.0,0.0
131,116.0,4.405959606170654,0.7187319993972778,9.999999747378752e-05,50.0,-13.92146110534668,0.0,0.0
132,116.0,4.378046035766602,0.686073899269104,9.999999747378752e-05,50.0,-16.38228988647461,0.0,0.0
133,116.0,4.38194465637207,0.6795850396156311,9.999999747378752e-05,50.0,-18.031879425048828,0.0,0.0
134,115.0,4.344200134277344,0.6565889120101929,9.999999747378752e-05,50.0,-18.84310531616211,0.0,0.0
135,115.0,4.331435680389404,0.6306650638580322,9.999999747378752e-05,50.0,-20.51466178894043,0.0,0.0
136,115.0,4.322403907775879,0.6365200877189636,9.999999747378752e-05,50.0,-22.21103286743164,0.0,0.0
137,115.0,4.303281307220459,0.6065457463264465,9.999999747378752e-05,50.0,-23.198535919189453,0.0,0.0
138,115.0,4.295064449310303,0.626845121383667,9.999999747378752e-05,50.0,-25.841882705688477,0.0,0.0
139,115.0,4.25887393951416,0.5993655323982239,9.999999747378752e-05,50.0,-24.825008392333984,0.0,0.0
140,115.0,4.233879089355469,0.6366020441055298,9.999999747378752e-05,50.0,-26.492435455322266,0.0,0.0
141,115.0,4.228170394897461,0.5738876461982727,9.999999747378752e-05,50.0,-28.22028160095215,0.0,0.0
142,115.0,4.2074666023254395,0.5597529411315918,9.999999747378752e-05,50.0,-24.8724365234375,0.0,0.0
143,115.0,4.173705577850342,0.5520188808441162,9.999999747378752e-05,50.0,-28.043970108032227,0.0,0.0
144,115.0,4.140734672546387,0.5066514015197754,9.999999747378752e-05,50.0,-27.24127769470215,0.0,0.0
145,115.0,4.139198303222656,0.5078549385070801,9.999999747378752e-05,50.0,-26.335641860961914,0.0,0.0
146,115.0,4.1096086502075195,0.5486986637115479,9.999999747378752e-05,50.0,-28.21632957458496,0.0,0.0
147,115.0,4.077754974365234,0.5187337398529053,9.999999747378752e-05,50.0,-27.463979721069336,0.0,0.0
148,115.0,4.064389228820801,0.5254755020141602,9.999999747378752e-05,50.0,-25.990917205810547,0.0,0.0
149,114.0,4.033777713775635,0.5031843781471252,9.999999747378752e-05,50.0,-27.407155990600586,0.0,0.0
150,114.0,4.019112586975098,0.5041226744651794,9.999999747378752e-05,50.0,-26.35062599182129,0.0,0.0
151,114.0,3.991191864013672,0.5491469502449036,9.999999747378752e-05,50.0,-27.2806453704834,0.0,0.0
152,114.0,3.966980218887329,0.4791291356086731,9.999999747378752e-05,50.0,-24.74045181274414,0.0,0.0
153,115.0,3.9635443687438965,0.4761001765727997,9.999999747378752e-05,50.0,-24.4086971282959,0.0,0.0
154,114.0,3.91083025932312,0.5127390027046204,9.999999747378752e-05,50.0,-25.226024627685547,0.0,0.0
155,114.0,3.9045615196228027,0.48957574367523193,9.999999747378752e-05,50.0,-24.4859619140625,0.0,0.0
156,114.0,3.8653838634490967,0.4392453134059906,9.999999747378752e-05,50.0,-25.337947845458984,0.0,0.0
157,114.0,3.829633951187134,0.4689258337020874,9.999999747378752e-05,50.0,-26.50857162475586,0.0,0.0
158,114.0,3.7939062118530273,0.4704558253288269,9.999999747378752e-05,50.0,-25.17267417907715,0.0,0.0
159,114.0,3.7728703022003174,0.4763636887073517,9.999999747378752e-05,50.0,-23.681636810302734,0.0,0.0
160,114.0,3.7566328048706055,0.42749953269958496,9.999999747378752e-05,50.0,-28.00737953186035,0.0,0.0
161,114.0,3.7494935989379883,0.4450238049030304,9.999999747378752e-05,50.0,-26.84616470336914,0.0,0.0
162,114.0,3.699533700942993,0.4196532964706421,9.999999747378752e-05,50.0,-28.225509643554688,0.0,0.0
163,114.0,3.7025532722473145,0.44982606172561646,9.999999747378752e-05,50.0,-29.25765609741211,0.0,0.0
164,114.0,3.640950918197632,0.3939390778541565,9.999999747378752e-05,50.0,-30.186777114868164,0.0,0.0
165,114.0,3.6228768825531006,0.3902495205402374,9.999999747378752e-05,50.0,-28.39453125,0.0,0.0
166,114.0,3.5903377532958984,0.3913411498069763,9.999999747378752e-05,50.0,-29.186487197875977,0.0,0.0
167,114.0,3.5777838230133057,0.40611371397972107,9.999999747378752e-05,50.0,-26.5277042388916,0.0,0.0
168,114.0,3.5517477989196777,0.3886869251728058,9.999999747378752e-05,50.0,-27.3563289642334,0.0,0.0
169,114.0,3.5208170413970947,0.35526546835899353,9.999999747378752e-05,50.0,-28.74941062927246,0.0,0.0
170,114.0,3.4907259941101074,0.4113590717315674,9.999999747378752e-05,50.0,-26.42009925842285,0.0,0.0
171,114.0,3.466270685195923,0.3541789948940277,9.999999747378752e-05,50.0,-24.705673217773438,0.0,0.0
172,114.0,3.4454357624053955,0.3831287622451782,9.999999747378752e-05,50.0,-25.74563980102539,0.0,0.0
173,114.0,3.416630268096924,0.36856743693351746,9.999999747378752e-05,50.0,-22.120357513427734,0.0,0.0
174,114.0,3.38628888130188,0.39984285831451416,9.999999747378752e-05,50.0,-21.912837982177734,0.0,0.0
175,114.0,3.369035243988037,0.3483497202396393,9.999999747378752e-05,50.0,-20.83799934387207,0.0,0.0
176,114.0,3.3455212116241455,0.31048256158828735,9.999999747378752e-05,50.0,-22.132343292236328,0.0,0.0
177,114.0,3.3368070125579834,0.32459548115730286,9.999999747378752e-05,50.0,-16.81112289428711,0.0,0.0
178,114.0,3.279475450515747,0.33781737089157104,9.999999747378752e-05,50.0,-20.388505935668945,0.0,0.0
179,113.0,3.2594120502471924,0.33924973011016846,9.999999747378752e-05,50.0,-19.017791748046875,0.0,0.0
180,113.0,3.2533819675445557,0.31960275769233704,9.999999747378752e-05,50.0,-14.978124618530273,0.0,0.0
181,114.0,3.252415418624878,0.3346342444419861,9.999999747378752e-05,50.0,-14.825422286987305,0.0,0.0
182,114.0,3.2292733192443848,0.28684478998184204,9.999999747378752e-05,50.0,-15.460902214050293,0.0,0.0
183,114.0,3.204514980316162,0.3255123794078827,9.999999747378752e-05,50.0,-15.22663688659668,0.0,0.0
184,113.0,3.1982903480529785,0.3181147575378418,9.999999747378752e-05,50.0,-13.337175369262695,0.0,0.0
185,114.0,3.166262149810791,0.3042401969432831,9.999999747378752e-05,50.0,-13.267358779907227,0.0,0.0
186,114.0,3.1465132236480713,0.27651962637901306,9.999999747378752e-05,50.0,-13.004190444946289,0.0,0.0
187,114.0,3.128093957901001,0.28599733114242554,9.999999747378752e-05,50.0,-11.083963394165039,0.0,0.0
188,114.0,3.105623960494995,0.30232733488082886,9.999999747378752e-05,50.0,-11.540030479431152,0.0,0.0
189,113.0,3.109468936920166,0.24794751405715942,9.999999747378752e-05,50.0,-11.261919021606445,0.0,0.0
190,114.0,3.071786642074585,0.2829643785953522,9.999999747378752e-05,50.0,-11.33890438079834,0.0,0.0
191,114.0,3.0722198486328125,0.2715635299682617,9.999999747378752e-05,50.0,-11.393113136291504,0.0,0.0
192,114.0,3.054816246032715,0.2805749773979187,9.999999747378752e-05,50.0,-11.423455238342285,0.0,0.0
193,114.0,3.0125577449798584,0.28651461005210876,9.999999747378752e-05,50.0,-11.62660026550293,0.0,0.0
194,114.0,2.982184886932373,0.2888619303703308,9.999999747378752e-05,50.0,-11.233141899108887,0.0,0.0
195,114.0,3.0022473335266113,0.2850301265716553,9.999999747378752e-05,50.0,-15.25312614440918,0.0,0.0
196,114.0,2.9737749099731445,0.24797824025154114,9.999999747378752e-05,50.0,-13.525797843933105,0.0,0.0
197,114.0,2.972587823867798,0.24235862493515015,9.999999747378752e-05,50.0,-12.982333183288574,0.0,0.0
198,114.0,2.9583957195281982,0.2513437569141388,9.999999747378752e-05,50.0,-14.008801460266113,0.0,0.0
199,114.0,2.9291059970855713,0.23837798833847046,9.999999747378752e-05,50.0,-11.842573165893555,0.0,0.0
200,114.0,2.939044952392578,0.2580544352531433,9.999999747378752e-05,50.0,-16.59785270690918,0.0,0.0
201,114.0,2.9155149459838867,0.2566860020160675,9.999999747378752e-05,50.0,-20.679203033447266,0.0,0.0
202,114.0,2.9067258834838867,0.23300807178020477,9.999999747378752e-05,50.0,-22.16727066040039,0.0,0.0
203,114.0,2.894902229309082,0.24182471632957458,9.999999747378752e-05,50.0,-21.87669563293457,0.0,0.0
204,113.0,2.8774664402008057,0.24655678868293762,9.999999747378752e-05,50.0,-15.855794906616211,0.0,0.0
205,113.0,2.863236904144287,0.2291044294834137,9.999999747378752e-05,50.0,-15.126055717468262,0.0,0.0
206,113.0,2.8696775436401367,0.25106093287467957,9.999999747378752e-05,50.0,-14.14209270477295,0.0,0.0
207,113.0,2.8527333736419678,0.20553894340991974,9.999999747378752e-05,50.0,-22.95962905883789,0.0,0.0
208,114.0,2.8346784114837646,0.2672492563724518,9.999999747378752e-05,50.0,-21.09926986694336,0.0,0.0
209,113.0,2.8164451122283936,0.2302434742450714,9.999999747378752e-05,50.0,-19.212160110473633,0.0,0.0
210,113.0,2.8174989223480225,0.20888961851596832,9.999999747378752e-05,50.0,-21.343568801879883,0.0,0.0
211,114.0,2.81923246383667,0.19683390855789185,9.999999747378752e-05,50.0,-23.70962142944336,0.0,0.0
212,114.0,2.8027782440185547,0.20557090640068054,9.999999747378752e-05,50.0,-19.827342987060547,0.0,0.0
213,114.0,2.7902944087982178,0.19221104681491852,9.999999747378752e-05,50.0,-22.174163818359375,0.0,0.0
214,114.0,2.7584750652313232,0.2238844633102417,9.999999747378752e-05,50.0,-21.72515296936035,0.0,0.0
215,114.0,2.761613368988037,0.23188678920269012,9.999999747378752e-05,50.0,-20.73288345336914,0.0,0.0
216,114.0,2.7415692806243896,0.22243930399417877,9.999999747378752e-05,50.0,-21.57373046875,0.0,0.0
217,114.0,2.7275686264038086,0.19135674834251404,9.999999747378752e-05,50.0,-17.33126449584961,0.0,0.0
218,114.0,2.726735830307007,0.20474374294281006,9.999999747378752e-05,50.0,-17.3573055267334,0.0,0.0
219,114.0,2.7360496520996094,0.20749865472316742,9.999999747378752e-05,50.0,-18.79130744934082,0.0,0.0
220,114.0,2.7015416622161865,0.18840119242668152,9.999999747378752e-05,50.0,-19.466766357421875,0.0,0.0
221,114.0,2.7118544578552246,0.18019208312034607,9.999999747378752e-05,50.0,-20.037439346313477,0.0,0.0
222,114.0,2.69451904296875,0.19714891910552979,9.999999747378752e-05,50.0,-20.538911819458008,0.0,0.0
223,114.0,2.7006802558898926,0.17805351316928864,9.999999747378752e-05,50.0,-18.753894805908203,0.0,0.0
224,113.0,2.6907095909118652,0.17979620397090912,9.999999747378752e-05,50.0,-17.224023818969727,0.0,0.0
225,113.0,2.6948812007904053,0.18084149062633514,9.999999747378752e-05,50.0,-17.526348114013672,0.0,0.0
226,113.0,2.675877809524536,0.194383904337883,9.999999747378752e-05,50.0,-19.004552841186523,0.0,0.0
227,113.0,2.6904988288879395,0.15786245465278625,9.999999747378752e-05,50.0,-18.650449752807617,0.0,0.0
228,113.0,2.6687564849853516,0.16630227863788605,9.999999747378752e-05,50.0,-13.328404426574707,0.0,0.0
229,113.0,2.6856493949890137,0.176324263215065,9.999999747378752e-05,50.0,-19.796815872192383,0.0,0.0
230,113.0,2.6764914989471436,0.18487878143787384,9.999999747378752e-05,50.0,-18.23139762878418,0.0,0.0
231,113.0,2.6726443767547607,0.1795646846294403,9.999999747378752e-05,50.0,-18.038665771484375,0.0,0.0
232,113.0,2.6847259998321533,0.1666935682296753,9.999999747378752e-05,50.0,-18.628314971923828,0.0,0.0
233,113.0,2.66823148727417,0.17929479479789734,9.999999747378752e-05,50.0,-19.690052032470703,0.0,0.0
234,113.0,2.681163787841797,0.1619085818529129,9.999999747378752e-05,50.0,-22.880067825317383,0.0,0.0
235,113.0,2.6815781593322754,0.17223523557186127,9.999999747378752e-05,50.0,-20.252670288085938,0.0,0.0
236,113.0,2.6760168075561523,0.1612434983253479,9.999999747378752e-05,50.0,-19.599079132080078,0.0,0.0
237,113.0,2.678349733352661,0.17259721457958221,9.999999747378752e-05,50.0,-16.18795394897461,0.0,0.0
238,113.0,2.694762945175171,0.16769437491893768,9.999999747378752e-05,50.0,-19.179508209228516,0.0,0.0
239,113.0,2.6914923191070557,0.15903793275356293,9.999999747378752e-05,50.0,-18.848249435424805,0.0,0.0
240,113.0,2.6891067028045654,0.16624072194099426,9.999999747378752e-05,50.0,-20.71926498413086,0.0,0.0
241,113.0,2.6842591762542725,0.1736958920955658,9.999999747378752e-05,50.0,-19.568866729736328,0.0,0.0
242,113.0,2.6712286472320557,0.1781414896249771,9.999999747378752e-05,50.0,-19.34719467163086,0.0,0.0
243,113.0,2.6992435455322266,0.16805203258991241,9.999999747378752e-05,50.0,-19.761547088623047,0.0,0.0
244,113.0,2.692898988723755,0.1563004106283188,9.999999747378752e-05,50.0,-21.662168502807617,0.0,0.0
245,113.0,2.6886096000671387,0.15787139534950256,9.999999747378752e-05,50.0,-21.91824722290039,0.0,0.0
246,113.0,2.6804282665252686,0.15983666479587555,9.999999747378752e-05,50.0,-24.9217586517334,0.0,0.0
247,113.0,2.68355131149292,0.15150435268878937,9.999999747378752e-05,50.0,-17.01600456237793,0.0,0.0
248,113.0,2.685128688812256,0.1761447787284851,9.999999747378752e-05,50.0,-20.510501861572266,0.0,0.0
249,113.0,2.690277099609375,0.14565126597881317,9.999999747378752e-05,50.0,-22.616857528686523,0.0,0.0
