,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward,eval/success_rate,rollout/success rate
0,124.0,-5.494444370269775,0.42954641580581665,0.9902411699295044,-0.06631763279438019,9.999999747378752e-05,50.0,-25.844146728515625,0.0,0.0
1,87.0,-7.2859039306640625,0.6183404922485352,0.9706315994262695,-0.20027461647987366,9.999999747378752e-05,50.0,-27.29159164428711,0.0,0.0
2,80.0,-9.068707466125488,0.6692596673965454,0.9514161348342896,-0.33459529280662537,9.999999747378752e-05,50.0,-27.29159164428711,0.0,0.0
3,76.0,-10.677088737487793,1.1886967420578003,0.932578980922699,-0.4716910421848297,9.999999747378752e-05,50.0,-27.29159164428711,0.0,0.0
4,69.0,-12.06631851196289,1.6110167503356934,0.9141212105751038,-0.6017192602157593,9.999999747378752e-05,50.0,-27.29159164428711,0.0,0.0
5,69.0,-13.50559139251709,4.714088439941406,0.896044135093689,-0.7328205108642578,9.999999747378752e-05,,,,0.0
6,69.0,-15.040217399597168,2.6179585456848145,0.8783218264579773,-0.8694196939468384,9.999999747378752e-05,,,,0.0
7,70.0,-16.278202056884766,3.260035514831543,0.860946536064148,-1.0049535036087036,9.999999747378752e-05,,,,0.0
8,70.0,-17.308666229248047,3.768497943878174,0.8439085483551025,-1.1415843963623047,9.999999747378752e-05,,,,0.0
9,68.0,-18.44365119934082,5.627691268920898,0.8272159695625305,-1.273084282875061,9.999999747378752e-05,,,,0.0
10,69.0,-19.43655776977539,9.367229461669922,0.8108481764793396,-1.4041602611541748,9.999999747378752e-05,,,,0.0
11,69.0,-20.50185203552246,10.695119857788086,0.7948032021522522,-1.542083740234375,9.999999747378752e-05,,,,0.0
12,69.0,-21.08391571044922,15.623163223266602,0.7790730595588684,-1.6728265285491943,9.999999747378752e-05,,,,0.0
13,70.0,-22.12903594970703,10.723930358886719,0.7636656761169434,-1.8145192861557007,9.999999747378752e-05,,,,0.0
14,68.0,-22.75052261352539,11.457108497619629,0.7485624551773071,-1.931301236152649,9.999999747378752e-05,,,,0.0
15,69.0,-23.658594131469727,7.001991271972656,0.7337570786476135,-2.069192409515381,9.999999747378752e-05,,,,0.0
16,69.0,-23.994564056396484,5.5035529136657715,0.7192559242248535,-2.1878151893615723,9.999999747378752e-05,,,,0.0
17,69.0,-24.69996452331543,8.31203842163086,0.705048680305481,-2.328378915786743,9.999999747378752e-05,,,,0.0
18,69.0,-25.09529685974121,5.967507362365723,0.6911407113075256,-2.4451491832733154,9.999999747378752e-05,,,,0.0
19,69.0,-25.56325340270996,6.123783111572266,0.677520215511322,-2.61772084236145,9.999999747378752e-05,,,,0.0
20,69.0,-25.876731872558594,9.301112174987793,0.6641697883605957,-2.732147693634033,9.999999747378752e-05,,,,0.0
21,69.0,-26.353910446166992,3.6303465366363525,0.6510741114616394,-2.8756043910980225,9.999999747378752e-05,,,,0.0
22,69.0,-26.652814865112305,12.994222640991211,0.6381946802139282,-2.99078631401062,9.999999747378752e-05,,,,0.0
23,69.0,-27.095890045166016,13.836323738098145,0.6255655884742737,-3.119372606277466,9.999999747378752e-05,,,,0.0
24,69.0,-27.27781867980957,16.467926025390625,0.6131860017776489,-3.2513601779937744,9.999999747378752e-05,,,,0.0
25,69.0,-27.265565872192383,23.516155242919922,0.6010509729385376,-3.397494316101074,9.999999747378752e-05,,,,0.0
26,69.0,-27.578964233398438,10.781824111938477,0.5891562104225159,-3.531557559967041,9.999999747378752e-05,,,,0.0
27,68.0,-27.67552375793457,0.4423356056213379,0.5775004029273987,-3.673558235168457,9.999999747378752e-05,,,,0.0
28,68.0,-27.940126419067383,17.351837158203125,0.5660861134529114,-3.789285182952881,9.999999747378752e-05,,,,0.0
