,eval/mean_reward,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/mean_ep_length
0,209.3954315185547,86.0,-22.736637115478516,0.07406561076641083,0.8270617723464966,-1.278668999671936,9.999999747378752e-05,500.0
1,134.85552978515625,86.0,-38.54776382446289,0.11811520159244537,0.6771786212921143,-2.610539436340332,9.999999747378752e-05,500.0
2,132.9896240234375,86.0,-49.38236618041992,0.15307360887527466,0.5545333623886108,-3.964564085006714,9.999999747378752e-05,500.0
3,119.02278137207031,86.0,-56.466697692871094,0.13160225749015808,0.4541287124156952,-5.264836311340332,9.999999747378752e-05,500.0
4,121.86612701416016,86.0,-60.65175247192383,0.10636357963085175,0.3719828128814697,-6.603182792663574,9.999999747378752e-05,500.0
5,125.11527252197266,86.0,-61.96974563598633,0.19501566886901855,0.30467167496681213,-7.992175102233887,9.999999747378752e-05,500.0
6,172.57411193847656,86.0,-61.592010498046875,33.48674774169922,0.24965646862983704,-9.152480125427246,9.999999747378752e-05,500.0
7,144.527587890625,86.0,-60.45524215698242,0.2324126660823822,0.20469550788402557,-10.200675010681152,9.999999747378752e-05,500.0
8,128.92694091796875,86.0,-58.60649108886719,20.106781005859375,0.16783279180526733,-11.147314071655273,9.999999747378752e-05,500.0
9,106.1466064453125,86.0,-55.30268478393555,13.640697479248047,0.13763993978500366,-12.40390396118164,9.999999747378752e-05,500.0
10,265.8644104003906,86.0,-53.27045822143555,0.4628218412399292,0.11280699074268341,-13.40484619140625,9.999999747378752e-05,500.0
11,134.95635986328125,86.0,-49.862709045410156,0.10446129739284515,0.09251802414655685,-14.194281578063965,9.999999747378752e-05,500.0
12,164.63323974609375,86.0,-45.877410888671875,0.11069691181182861,0.07590951770544052,-15.81056022644043,9.999999747378752e-05,500.0
13,187.30870056152344,86.0,-42.564300537109375,2.9538235664367676,0.06222769245505333,-16.21401023864746,9.999999747378752e-05,500.0
14,190.3310089111328,86.0,-39.84053421020508,0.13755011558532715,0.05105926841497421,-16.934167861938477,9.999999747378752e-05,500.0
15,191.587646484375,86.0,-36.63725662231445,3.6265487670898438,0.04193369299173355,-17.784099578857422,9.999999747378752e-05,500.0
16,144.24014282226562,86.0,-34.82202911376953,0.0781635195016861,0.03442379832267761,-18.171554565429688,9.999999747378752e-05,500.0
17,206.73593139648438,85.0,-31.213531494140625,0.041086345911026,0.028290212154388428,-18.675918579101562,9.999999747378752e-05,500.0
18,216.11392211914062,85.0,-28.98313331604004,0.029864197596907616,0.0232397373765707,-19.597707748413086,9.999999747378752e-05,500.0
19,209.08056640625,85.0,-26.636112213134766,0.03255605697631836,0.01909513771533966,-18.757593154907227,9.999999747378752e-05,500.0
20,181.67042541503906,86.0,-24.300432205200195,0.028832310810685158,0.01569855399429798,-19.72188949584961,9.999999747378752e-05,500.0
21,141.90475463867188,85.0,-22.364320755004883,0.024253252893686295,0.012920267879962921,-20.075103759765625,9.999999747378752e-05,500.0
22,110.56685638427734,85.0,-20.81737518310547,0.01842435635626316,0.010627496987581253,-19.429157257080078,9.999999747378752e-05,500.0
23,229.0943603515625,86.0,-19.23625946044922,0.020757591351866722,0.008741352707147598,-17.557886123657227,9.999999747378752e-05,500.0
24,292.53271484375,85.0,-17.56592559814453,0.018463734537363052,0.007206120062619448,-19.369171142578125,9.999999747378752e-05,500.0
25,261.193359375,85.0,-15.61992359161377,0.2874486446380615,0.005941543262451887,-17.559614181518555,9.999999747378752e-05,500.0
26,213.9080047607422,85.0,-14.896645545959473,0.01045137271285057,0.004906640388071537,-18.435258865356445,9.999999747378752e-05,500.0
27,172.69461059570312,85.0,-13.599319458007812,0.16115626692771912,0.00405262503772974,-16.86736297607422,9.999999747378752e-05,500.0
28,220.37191772460938,85.0,-12.169482231140137,0.011549582704901695,0.003370843827724457,-15.462116241455078,9.999999747378752e-05,500.0
29,331.1048278808594,85.0,-12.12411880493164,0.011075189337134361,0.002810534555464983,-12.167221069335938,9.999999747378752e-05,500.0
30,174.86795043945312,85.0,-10.988849639892578,0.3078693747520447,0.002348927780985832,-8.624723434448242,9.999999747378752e-05,500.0
31,199.95115661621094,85.0,-9.984987258911133,0.009495547972619534,0.0019785133190453053,-7.541831970214844,9.999999747378752e-05,500.0
32,217.6113739013672,85.0,-9.70711612701416,0.006642980966717005,0.001698882319033146,-3.5815985202789307,9.999999747378752e-05,500.0
33,193.58840942382812,85.0,-9.068225860595703,0.008779877796769142,0.0014774043811485171,-2.296499729156494,9.999999747378752e-05,500.0
34,307.16082763671875,85.0,-8.528376579284668,0.007663991302251816,0.001303383382037282,-2.978343963623047,9.999999747378752e-05,500.0
35,221.82388305664062,85.0,-7.630522727966309,0.006100527476519346,0.0012377738021314144,-1.4085946083068848,9.999999747378752e-05,500.0
36,174.98553466796875,85.0,-7.441402435302734,0.0033151842653751373,0.001222213264554739,-2.1282811164855957,9.999999747378752e-05,500.0
37,223.2147216796875,85.0,-6.891020774841309,0.33363717794418335,0.0011592621449381113,-2.379438638687134,9.999999747378752e-05,500.0
38,336.8088073730469,85.0,-6.627475261688232,0.004604433663189411,0.0011359582422301173,-0.40341269969940186,9.999999747378752e-05,500.0
39,342.54583740234375,85.0,-6.436661243438721,0.09463150799274445,0.0011113568907603621,0.7527422904968262,9.999999747378752e-05,500.0
40,250.9852294921875,85.0,-5.90922212600708,0.0032064728438854218,0.0010439823381602764,-0.17038780450820923,9.999999747378752e-05,500.0
41,313.3949279785156,85.0,-5.476742267608643,0.12951576709747314,0.001016011694446206,-0.6430560946464539,9.999999747378752e-05,500.0
42,324.046875,85.0,-5.373715877532959,0.003278561867773533,0.0010206206934526563,0.4433788061141968,9.999999747378752e-05,500.0
43,385.7144775390625,85.0,-5.243861198425293,0.0025503274518996477,0.0010165722342208028,2.0812795162200928,9.999999747378752e-05,500.0
44,331.11346435546875,85.0,-4.932310581207275,0.002595013938844204,0.0009814376244321465,-0.777605414390564,9.999999747378752e-05,500.0
45,411.8197326660156,85.0,-4.816084384918213,0.002296730875968933,0.0009932549437507987,-2.501330852508545,9.999999747378752e-05,500.0
46,364.34161376953125,85.0,-4.683798313140869,0.001900152419693768,0.0009817886166274548,1.133820652961731,9.999999747378752e-05,500.0
47,235.3231964111328,85.0,-4.464547634124756,0.0027850749902427197,0.0010393491247668862,-0.47697919607162476,9.999999747378752e-05,500.0
48,449.2503967285156,85.0,-4.207277297973633,0.12841039896011353,0.0010195005452260375,0.4642328917980194,9.999999747378752e-05,500.0
49,324.897216796875,85.0,-4.058762550354004,0.28216689825057983,0.001071585575118661,-0.6339524388313293,9.999999747378752e-05,500.0
50,375.55865478515625,85.0,-3.9718291759490967,0.0146877346560359,0.0011014065239578485,-2.466442584991455,9.999999747378752e-05,500.0
51,248.668212890625,85.0,-3.8117077350616455,0.0025433404371142387,0.0010869513498619199,-3.307384967803955,9.999999747378752e-05,500.0
52,397.5828552246094,85.0,-3.7382171154022217,0.002080090343952179,0.0010383524931967258,-3.811253070831299,9.999999747378752e-05,500.0
53,570.1566162109375,85.0,-3.580569267272949,0.0023324955254793167,0.0010140248341485858,-3.1422386169433594,9.999999747378752e-05,500.0
54,454.5323181152344,85.0,-3.4253599643707275,0.0015852628275752068,0.0009712678729556501,3.972536563873291,9.999999747378752e-05,500.0
55,563.43603515625,85.0,-3.3878376483917236,0.0036221398040652275,0.0009376939269714057,1.364623785018921,9.999999747378752e-05,500.0
56,429.59375,85.0,-3.1595635414123535,0.0015520283486694098,0.0009210151620209217,0.710437536239624,9.999999747378752e-05,500.0
57,639.4329223632812,84.0,-3.2016258239746094,0.0028189211152493954,0.0009167006937786937,0.21948105096817017,9.999999747378752e-05,500.0
58,848.9263916015625,84.0,-3.0978119373321533,0.0030560821760445833,0.0009231968433596194,-1.248909831047058,9.999999747378752e-05,500.0
59,566.3201904296875,84.0,-2.976310968399048,0.002043764805421233,0.0009315034258179367,-0.8782055377960205,9.999999747378752e-05,500.0
60,660.7017822265625,84.0,-2.9612154960632324,0.001955515705049038,0.0009224017267115414,3.0307347774505615,9.999999747378752e-05,500.0
61,686.4706420898438,84.0,-2.9984889030456543,0.061688125133514404,0.000943054212257266,-2.5689451694488525,9.999999747378752e-05,500.0
62,914.9124145507812,84.0,-2.8458526134490967,0.001605240162461996,0.0009415835374966264,1.9767616987228394,9.999999747378752e-05,500.0
63,561.489013671875,84.0,-2.798182964324951,0.00133672752417624,0.000947662047110498,0.4710017144680023,9.999999747378752e-05,500.0
64,520.4842529296875,84.0,-2.7263805866241455,0.03155610337853432,0.000945208827033639,5.931192874908447,9.999999747378752e-05,500.0
65,461.52044677734375,84.0,-2.6703639030456543,0.001789909671060741,0.0009388800826855004,-0.5810392498970032,9.999999747378752e-05,500.0
66,679.1966552734375,84.0,-2.7287120819091797,0.0019413562258705497,0.0009323611157014966,2.808946371078491,9.999999747378752e-05,500.0
67,562.1741943359375,84.0,-2.6345927715301514,0.0031499797478318214,0.0009208956616930664,0.23589728772640228,9.999999747378752e-05,500.0
