,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,time/fps
0,-8.094562530517578,8.728034019470215,0.9900724291801453,-0.13411478698253632,9.999999747378752e-05,1294.0
1,,,,,,102.0
