,rollout/ep_rew_mean,rollout/success rate,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward,eval/success_rate,rollout/ep_len_mean
0,-26.330232620239258,0.0,200.0,-4.8759331703186035,0.1733294278383255,0.9851580858230591,-0.0753396674990654,9.999999747378752e-05,100.0,-26.940872192382812,0.0,100.0
1,-26.883520126342773,0.0,153.0,-7.830448150634766,0.31529492139816284,0.9465287923812866,-0.2768125534057617,9.999999747378752e-05,100.0,-28.057415008544922,0.0,100.0
2,-27.4812068939209,0.0,120.0,-10.524739265441895,0.5780019164085388,0.9094021916389465,-0.4786706268787384,9.999999747378752e-05,100.0,-23.910797119140625,0.0,100.0
3,-28.66680908203125,0.0,121.0,-12.976349830627441,0.9673715829849243,0.873736560344696,-0.6798965334892273,9.999999747378752e-05,100.0,-24.067493438720703,0.0,100.0
4,-28.521329879760742,0.0,111.0,-15.219711303710938,1.3055613040924072,0.8394821286201477,-0.8817663192749023,9.999999747378752e-05,100.0,-18.501708984375,0.0,100.0
5,-29.908937454223633,0.0,113.0,-17.23817253112793,1.4893046617507935,0.8065605163574219,-1.0836092233657837,9.999999747378752e-05,100.0,-22.275279998779297,0.0,100.0
6,-28.404497146606445,0.0,114.0,-19.023792266845703,2.3206799030303955,0.7749318480491638,-1.2853515148162842,9.999999747378752e-05,100.0,-23.249467849731445,0.0,100.0
7,-26.70191764831543,0.0,109.0,-20.876150131225586,2.559877634048462,0.7445482611656189,-1.4864168167114258,9.999999747378752e-05,100.0,-20.96198272705078,0.0,100.0
8,-25.71182632446289,0.0,111.0,-22.463275909423828,2.98062801361084,0.7153752446174622,-1.686811089515686,9.999999747378752e-05,100.0,-20.636411666870117,0.0,100.0
9,-25.17601203918457,0.0,107.0,-23.938508987426758,3.262392520904541,0.6873569488525391,-1.885410189628601,9.999999747378752e-05,100.0,-20.582931518554688,0.0,100.0
10,-24.77418327331543,0.0,108.0,-25.355449676513672,3.3400022983551025,0.6604451537132263,-2.0829951763153076,9.999999747378752e-05,100.0,-25.055469512939453,0.0,100.0
11,-24.581064224243164,0.0,109.0,-26.414710998535156,3.559356689453125,0.6346038579940796,-2.2804083824157715,9.999999747378752e-05,100.0,-19.721158981323242,0.0,100.0
12,-24.473346710205078,0.0,107.0,-27.499372482299805,3.5879931449890137,0.6097756028175354,-2.4763383865356445,9.999999747378752e-05,100.0,-20.754108428955078,0.0,100.0
13,-24.05967140197754,0.0,108.0,-28.4539852142334,3.8545119762420654,0.5859228372573853,-2.6839210987091064,9.999999747378752e-05,100.0,-23.12299346923828,0.0,100.0
14,-23.755598068237305,0.0,106.0,-29.189205169677734,3.6490843296051025,0.562960147857666,-2.8836774826049805,9.999999747378752e-05,100.0,-19.238954544067383,0.0,100.0
15,-23.46184539794922,0.015625,107.0,-29.913105010986328,3.7039246559143066,0.5408778786659241,-3.083115339279175,9.999999747378752e-05,100.0,-24.027048110961914,0.0,100.0
16,-23.537410736083984,0.014705882407724857,108.0,-30.49247169494629,3.820871114730835,0.5196983218193054,-3.275937795639038,9.999999747378752e-05,100.0,-23.7028865814209,0.0,100.0
17,-23.648115158081055,0.013888888992369175,106.0,-30.864212036132812,3.9528751373291016,0.49937328696250916,-3.4656083583831787,9.999999747378752e-05,100.0,-19.941274642944336,0.0,100.0
18,-23.559783935546875,0.01315789483487606,107.0,-31.215436935424805,3.729550361633301,0.47991207242012024,-3.6424851417541504,9.999999747378752e-05,100.0,-20.717124938964844,0.0,100.0
19,-23.444881439208984,0.012500000186264515,106.0,-31.592605590820312,3.9818949699401855,0.46125277876853943,-3.82491135597229,9.999999747378752e-05,100.0,-26.35858154296875,0.0,100.0
