,eval/mean_reward,time/fps,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_ep_length
0,76.28482818603516,94.0,-0.10287588089704514,0.00018823442223947495,9.999999747378752e-05,500.0
1,73.72198486328125,93.0,-0.21396715939044952,0.00033793196780607104,9.999999747378752e-05,500.0
2,224.8866424560547,91.0,-0.3054012060165405,0.0011962599819526076,9.999999747378752e-05,500.0
3,75.08538818359375,91.0,-0.5117015242576599,0.002194008557125926,9.999999747378752e-05,500.0
4,42.33910369873047,91.0,-0.6663495898246765,0.0028266978915780783,9.999999747378752e-05,500.0
5,77.89286804199219,90.0,-0.8004006743431091,0.0028941521886736155,9.999999747378752e-05,500.0
6,99.4613037109375,90.0,-0.9283584952354431,0.005117278080433607,9.999999747378752e-05,500.0
7,127.56683349609375,90.0,-1.0566214323043823,0.004894095007330179,9.999999747378752e-05,500.0
8,179.12269592285156,90.0,-1.1907355785369873,0.006219535134732723,9.999999747378752e-05,500.0
9,527.344482421875,90.0,-1.2760640382766724,0.007060073781758547,9.999999747378752e-05,500.0
10,979.5842895507812,89.0,-1.3659770488739014,0.00801105611026287,9.999999747378752e-05,500.0
11,1093.827392578125,89.0,-1.4090195894241333,0.0081667210906744,9.999999747378752e-05,500.0
12,597.3912963867188,89.0,-1.470630407333374,0.010754960589110851,9.999999747378752e-05,500.0
13,487.501953125,88.0,-1.4990469217300415,0.009386269375681877,9.999999747378752e-05,500.0
14,929.654296875,88.0,-1.5172399282455444,0.010113226249814034,9.999999747378752e-05,500.0
15,550.6873779296875,88.0,-1.533692717552185,0.00998806580901146,9.999999747378752e-05,500.0
16,1025.091796875,88.0,-1.5646998882293701,0.010983171872794628,9.999999747378752e-05,500.0
17,645.323486328125,88.0,-1.6178650856018066,0.009679067879915237,9.999999747378752e-05,500.0
18,216.7501678466797,88.0,-1.641358733177185,0.01014478038996458,9.999999747378752e-05,500.0
19,716.2332763671875,88.0,-1.6701470613479614,0.013236126862466335,9.999999747378752e-05,500.0
20,861.6292114257812,88.0,-1.7121778726577759,0.012809598818421364,9.999999747378752e-05,500.0
21,877.1281127929688,87.0,-1.7564913034439087,0.01391903031617403,9.999999747378752e-05,500.0
22,948.61328125,87.0,-1.8210994005203247,0.014639823697507381,9.999999747378752e-05,500.0
23,102.171630859375,86.0,-1.8768242597579956,0.016466107219457626,9.999999747378752e-05,500.0
24,1142.0679931640625,86.0,-1.9214849472045898,0.016255654394626617,9.999999747378752e-05,500.0
25,904.97265625,86.0,-1.9736536741256714,0.01924409158527851,9.999999747378752e-05,500.0
26,774.4756469726562,86.0,-1.9960260391235352,0.017560983076691628,9.999999747378752e-05,500.0
27,829.3184814453125,86.0,-2.0386033058166504,0.019795088097453117,9.999999747378752e-05,500.0
28,332.7825622558594,85.0,-2.070492744445801,0.01713649183511734,9.999999747378752e-05,500.0
29,923.3175659179688,84.0,-2.101853370666504,0.022158904001116753,9.999999747378752e-05,500.0
30,697.4205322265625,84.0,-2.109989881515503,0.020238066092133522,9.999999747378752e-05,500.0
31,937.7552490234375,84.0,-2.1440699100494385,0.019049182534217834,9.999999747378752e-05,500.0
32,732.8855590820312,84.0,-2.156139373779297,0.020626399666070938,9.999999747378752e-05,500.0
33,871.7244873046875,84.0,-2.1763246059417725,0.017881445586681366,9.999999747378752e-05,500.0
34,824.4163818359375,83.0,-2.1904170513153076,0.021136948838829994,9.999999747378752e-05,500.0
35,2168.18798828125,83.0,-2.2017369270324707,0.022649306803941727,9.999999747378752e-05,500.0
36,1521.612548828125,83.0,-2.241398334503174,0.019031677395105362,9.999999747378752e-05,500.0
37,1603.017333984375,82.0,-2.268911838531494,0.023557204753160477,9.999999747378752e-05,500.0
38,2410.240966796875,82.0,-2.328875780105591,0.02315475605428219,9.999999747378752e-05,500.0
39,1257.7769775390625,82.0,-2.39026141166687,0.025734419003129005,9.999999747378752e-05,500.0
40,1662.1119384765625,81.0,-2.4337761402130127,0.02202622964978218,9.999999747378752e-05,500.0
41,2036.1968994140625,81.0,-2.496302604675293,0.03117789328098297,9.999999747378752e-05,500.0
42,541.508544921875,82.0,-2.564504861831665,0.034260742366313934,9.999999747378752e-05,500.0
43,1767.3978271484375,82.0,-2.598619222640991,0.03018905222415924,9.999999747378752e-05,500.0
44,2185.65283203125,82.0,-2.6220288276672363,0.034074537456035614,9.999999747378752e-05,500.0
45,1996.203369140625,82.0,-2.6384775638580322,0.03254857286810875,9.999999747378752e-05,500.0
46,1470.3470458984375,82.0,-2.658090353012085,0.03397708386182785,9.999999747378752e-05,500.0
47,2151.338623046875,82.0,-2.6789486408233643,0.031379904597997665,9.999999747378752e-05,500.0
48,2168.11083984375,82.0,-2.691882848739624,0.0350826270878315,9.999999747378752e-05,500.0
49,2038.4896240234375,82.0,-2.7063024044036865,0.03569139540195465,9.999999747378752e-05,500.0
50,2900.672119140625,82.0,-2.711022138595581,0.03236374631524086,9.999999747378752e-05,500.0
51,2654.90869140625,82.0,-2.73205304145813,0.03795240446925163,9.999999747378752e-05,500.0
52,3188.02392578125,82.0,-2.7067432403564453,0.034936558455228806,9.999999747378752e-05,500.0
53,3237.833251953125,82.0,-2.698014497756958,0.03364984318614006,9.999999747378752e-05,500.0
54,3344.14306640625,82.0,-2.6829073429107666,0.02756894752383232,9.999999747378752e-05,500.0
55,3321.20263671875,82.0,-2.668975353240967,0.026139376685023308,9.999999747378752e-05,500.0
56,2769.28173828125,82.0,-2.671088695526123,0.03366825357079506,9.999999747378752e-05,500.0
57,1514.7708740234375,82.0,-2.660283088684082,0.026240646839141846,9.999999747378752e-05,500.0
58,2900.99169921875,82.0,-2.6525673866271973,0.025391140952706337,9.999999747378752e-05,500.0
59,2626.562255859375,82.0,-2.6494150161743164,0.027471037581562996,9.999999747378752e-05,500.0
60,2691.86767578125,82.0,-2.626500129699707,0.03361460193991661,9.999999747378752e-05,500.0
61,2857.211669921875,82.0,-2.63102388381958,0.028612695634365082,9.999999747378752e-05,500.0
62,3327.11865234375,82.0,-2.619485378265381,0.028888778761029243,9.999999747378752e-05,500.0
63,3116.292236328125,82.0,-2.607830286026001,0.033977992832660675,9.999999747378752e-05,500.0
64,2936.26171875,82.0,-2.6086113452911377,0.023036684840917587,9.999999747378752e-05,500.0
