,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward,eval/success_rate,rollout/success rate
0,169.0,-2.64091420173645,0.10564121603965759,0.9902098774909973,-0.03296322748064995,9.999999747378752e-05,50.0,-51.45298385620117,0.0,0.0
1,122.0,-3.691380739212036,1.7573678493499756,0.9705826640129089,-0.09931356459856033,9.999999747378752e-05,50.0,-61.46123504638672,0.0,0.0
2,89.0,-4.451753616333008,4.371477127075195,0.9513628482818604,-0.16621878743171692,9.999999747378752e-05,50.0,-81.39140319824219,0.0,0.0
3,92.0,-5.471970558166504,0.1624976545572281,0.9325207471847534,-0.23759528994560242,9.999999747378752e-05,50.0,-31.337900161743164,0.0,0.0
4,85.0,-6.1714019775390625,3.6215381622314453,0.9140911102294922,-0.2984299063682556,9.999999747378752e-05,50.0,-51.40288543701172,0.0,0.0
5,87.0,-6.864629745483398,4.191247463226318,0.8960343599319458,-0.3706435561180115,9.999999747378752e-05,50.0,-51.40001678466797,0.0,0.0
6,89.0,-7.709109783172607,4.0908002853393555,0.878320574760437,-0.4299389123916626,9.999999747378752e-05,50.0,-51.411277770996094,0.0,0.0
7,86.0,-8.439943313598633,9.142037391662598,0.8610049486160278,-0.4986601769924164,9.999999747378752e-05,50.0,-41.41704177856445,0.0,0.0
8,87.0,-8.80381965637207,5.657792091369629,0.8440746665000916,-0.5553253293037415,9.999999747378752e-05,50.0,-21.328088760375977,0.0,0.0
9,83.0,-9.28957462310791,5.901518821716309,0.827427864074707,-0.6057953834533691,9.999999747378752e-05,50.0,-21.327945709228516,0.0,0.0
10,84.0,-10.211637496948242,0.44177454710006714,0.81110018491745,-0.7122942209243774,9.999999747378752e-05,50.0,-41.32217025756836,0.0,0.0
11,86.0,-10.678481101989746,13.123340606689453,0.7951231002807617,-0.7456498742103577,9.999999747378752e-05,50.0,-41.32675552368164,0.0,0.0
12,84.0,-11.250655174255371,15.491618156433105,0.7794878482818604,-0.8035385012626648,9.999999747378752e-05,50.0,-11.257963180541992,0.0,0.0
13,85.0,-11.656761169433594,0.4003565311431885,0.7641782164573669,-0.8952288627624512,9.999999747378752e-05,50.0,-11.262681007385254,0.0,0.0
14,83.0,-11.921740531921387,7.749240875244141,0.7491877675056458,-0.9556617736816406,9.999999747378752e-05,50.0,-1.2096027135849,0.0,0.0
15,84.0,-12.250567436218262,3.3452634811401367,0.7344542145729065,-0.9946991801261902,9.999999747378752e-05,50.0,-11.17653751373291,0.0,0.0
16,85.0,-12.987421989440918,0.49238350987434387,0.7200283408164978,-1.0868827104568481,9.999999747378752e-05,50.0,-11.139764785766602,0.0,0.0
17,84.0,-13.248766899108887,8.913265228271484,0.7058460712432861,-1.1611109972000122,9.999999747378752e-05,50.0,-31.16659164428711,0.0,0.0
18,85.0,-13.906190872192383,0.30124491453170776,0.6919534206390381,-1.2096229791641235,9.999999747378752e-05,50.0,-21.112159729003906,0.0,0.0
19,83.0,-13.562475204467773,19.145244598388672,0.6783825755119324,-1.2354947328567505,9.999999747378752e-05,50.0,-1.1398241519927979,0.0,0.0
20,84.0,-14.469643592834473,3.899376630783081,0.6650474071502686,-1.3527380228042603,9.999999747378752e-05,50.0,-31.11954116821289,0.0,0.0
21,85.0,-14.342278480529785,0.3725863993167877,0.6520524621009827,-1.3829562664031982,9.999999747378752e-05,50.0,-1.036595344543457,0.0,0.011363636702299118
22,83.0,-14.69896411895752,0.3991161286830902,0.6392742395401001,-1.4811968803405762,9.999999747378752e-05,50.0,-1.0350921154022217,0.0,0.010869565419852734
23,83.0,-14.9369535446167,0.48720788955688477,0.6267231702804565,-1.4922106266021729,9.999999747378752e-05,50.0,-0.9697850942611694,0.0,0.010416666977107525
24,82.0,-15.003947257995605,0.5146592855453491,0.6144485473632812,-1.5106289386749268,9.999999747378752e-05,50.0,-1.0204331874847412,0.0,0.009999999776482582
25,82.0,-15.08251953125,4.245883464813232,0.60235595703125,-1.6078557968139648,9.999999747378752e-05,50.0,-0.9621138572692871,0.0,0.009999999776482582
26,82.0,-15.310269355773926,9.287557601928711,0.5906035900115967,-1.700846552848816,9.999999747378752e-05,50.0,-0.9476830363273621,0.0,0.009999999776482582
27,81.0,-15.499917030334473,13.860095024108887,0.5790184140205383,-1.753014087677002,9.999999747378752e-05,50.0,-20.882495880126953,0.0,0.009999999776482582
28,82.0,-15.566373825073242,0.4310014247894287,0.5676966309547424,-1.8190571069717407,9.999999747378752e-05,50.0,-0.9354699850082397,0.0,0.009999999776482582
29,81.0,-15.974985122680664,18.683818817138672,0.5566752552986145,-1.8426769971847534,9.999999747378752e-05,50.0,-0.9127432107925415,0.0,0.009999999776482582
30,82.0,-15.809176445007324,5.374558925628662,0.5457675457000732,-1.816251516342163,9.999999747378752e-05,50.0,-0.8465867042541504,0.0,0.009999999776482582
31,82.0,-15.83876895904541,10.309746742248535,0.5350789427757263,-1.8414422273635864,9.999999747378752e-05,50.0,-10.831453323364258,0.0,0.009999999776482582
32,81.0,-16.04001235961914,0.44452834129333496,0.5245771408081055,-2.0468909740448,9.999999747378752e-05,50.0,-0.8070428967475891,0.0,0.009999999776482582
33,82.0,-16.238842010498047,17.927719116210938,0.5142916440963745,-2.0782289505004883,9.999999747378752e-05,50.0,-0.8230493664741516,0.0,0.009999999776482582
34,81.0,-16.347776412963867,0.5246399641036987,0.504242479801178,-2.1332194805145264,9.999999747378752e-05,50.0,-0.8179755210876465,0.0,0.009999999776482582
35,82.0,-16.169885635375977,14.518917083740234,0.4943695068359375,-2.267141103744507,9.999999747378752e-05,50.0,-0.8254387974739075,0.0,0.009999999776482582
36,82.0,-15.90519905090332,0.6507517099380493,0.4847172200679779,-2.309499979019165,9.999999747378752e-05,50.0,-0.7924062013626099,0.0,0.009999999776482582
37,82.0,-16.10240936279297,5.5355353355407715,0.4752413332462311,-2.2678914070129395,9.999999747378752e-05,50.0,-0.8032438158988953,0.0,0.009999999776482582
38,82.0,-16.381011962890625,36.225337982177734,0.46593189239501953,-2.4085793495178223,9.999999747378752e-05,50.0,-0.8086041212081909,0.0,0.009999999776482582
39,82.0,-15.944231986999512,21.939815521240234,0.4568410813808441,-2.395507335662842,9.999999747378752e-05,50.0,-0.7832029461860657,0.0,0.009999999776482582
40,82.0,-16.34162139892578,13.9090576171875,0.4478641450405121,-2.5377163887023926,9.999999747378752e-05,50.0,-0.7431735992431641,0.0,0.009999999776482582
41,83.0,-16.16901397705078,20.980831146240234,0.4391407370567322,-2.5339291095733643,9.999999747378752e-05,50.0,-0.7904719710350037,0.0,0.009999999776482582
42,82.0,-16.146644592285156,11.872947692871094,0.43055737018585205,-2.6216390132904053,9.999999747378752e-05,50.0,-0.7882466316223145,0.0,0.009999999776482582
