,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward,eval/success_rate,rollout/success rate
0,185.0,-2.7463741302490234,1.7180718183517456,0.9902287125587463,-0.03296467289328575,9.999999747378752e-05,50.0,-59.475318908691406,0.0,0.0
1,139.0,-3.664523124694824,1.3172473907470703,0.9706255793571472,-0.10084850341081619,9.999999747378752e-05,50.0,-99.46358489990234,0.0,0.0
2,101.0,-4.467229843139648,1.3373632431030273,0.9514074325561523,-0.16796834766864777,9.999999747378752e-05,50.0,-99.50682067871094,0.0,0.0
3,103.0,-5.317666053771973,0.7721555233001709,0.9325947165489197,-0.23293942213058472,9.999999747378752e-05,50.0,-99.49173736572266,0.0,0.0
4,94.0,-5.967290878295898,3.5265612602233887,0.9142329096794128,-0.2966255247592926,9.999999747378752e-05,50.0,-89.47354125976562,0.0,0.0
5,97.0,-6.783712863922119,0.3818943500518799,0.8963142037391663,-0.3622587323188782,9.999999747378752e-05,50.0,-89.46155548095703,0.0,0.0
6,98.0,-7.362298965454102,3.996469736099243,0.87877357006073,-0.4204361140727997,9.999999747378752e-05,50.0,-79.48573303222656,0.0,0.0
7,94.0,-8.101436614990234,1.7324438095092773,0.8615497946739197,-0.4874476492404938,9.999999747378752e-05,50.0,-99.48575592041016,0.0,0.0
8,95.0,-8.596538543701172,3.595431327819824,0.8446810245513916,-0.5571436882019043,9.999999747378752e-05,50.0,-89.49272155761719,0.0,0.0
9,93.0,-9.095741271972656,4.643893241882324,0.8281070590019226,-0.6110483407974243,9.999999747378752e-05,50.0,-89.49134826660156,0.0,0.0
10,94.0,-9.603860855102539,4.010478496551514,0.8118581771850586,-0.6780529022216797,9.999999747378752e-05,50.0,-88.965087890625,0.10000000149011612,0.0
11,96.0,-10.166932106018066,1.7677929401397705,0.7959075570106506,-0.7476264238357544,9.999999747378752e-05,50.0,-99.50419616699219,0.0,0.0
12,94.0,-10.629340171813965,7.340785980224609,0.7802857756614685,-0.8016487956047058,9.999999747378752e-05,50.0,-98.96800231933594,0.10000000149011612,0.0
13,95.0,-10.929776191711426,2.3275527954101562,0.7649838328361511,-0.86137855052948,9.999999747378752e-05,50.0,-89.49830627441406,0.0,0.0
14,93.0,-11.306485176086426,3.5770103931427,0.7500320672988892,-0.9227249026298523,9.999999747378752e-05,50.0,-79.53243255615234,0.0,0.0
15,94.0,-11.611516952514648,6.647402286529541,0.7354154586791992,-0.9864937663078308,9.999999747378752e-05,50.0,-69.52832794189453,0.0,0.0
16,95.0,-11.964967727661133,7.585750102996826,0.7210655808448792,-1.0379807949066162,9.999999747378752e-05,50.0,-99.52264404296875,0.0,0.0
17,94.0,-12.260686874389648,11.466114044189453,0.706988513469696,-1.1206306219100952,9.999999747378752e-05,50.0,-99.51698303222656,0.0,0.0
18,94.0,-12.404319763183594,12.257448196411133,0.6931561231613159,-1.150193691253662,9.999999747378752e-05,50.0,-89.52867126464844,0.0,0.0
19,93.0,-12.758234024047852,9.156404495239258,0.6795971393585205,-1.2585430145263672,9.999999747378752e-05,50.0,-69.51051330566406,0.0,0.0
20,94.0,-13.132006645202637,2.315673351287842,0.6663004159927368,-1.267055630683899,9.999999747378752e-05,50.0,-69.53282165527344,0.0,0.0
21,94.0,-13.066920280456543,3.429771900177002,0.6532444953918457,-1.3482295274734497,9.999999747378752e-05,50.0,-49.52969741821289,0.0,0.0
22,93.0,-13.064350128173828,7.487028121948242,0.6404362320899963,-1.4617925882339478,9.999999747378752e-05,50.0,-29.535701751708984,0.0,0.0
23,94.0,-13.218903541564941,7.58015251159668,0.627912700176239,-1.4584617614746094,9.999999747378752e-05,50.0,-59.523963928222656,0.0,0.0
24,93.0,-13.262094497680664,5.78519868850708,0.6156238317489624,-1.5379949808120728,9.999999747378752e-05,50.0,-69.52649688720703,0.0,0.0
25,93.0,-13.504230499267578,9.883148193359375,0.6035845875740051,-1.6064555644989014,9.999999747378752e-05,50.0,-59.552223205566406,0.0,0.0
