,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward,eval/success_rate,rollout/success rate
0,193.0,-2.888392925262451,0.1056576669216156,0.9902355670928955,-0.033462464809417725,9.999999747378752e-05,50.0,-99.36685943603516,0.0,0.0
1,147.0,-3.536990165710449,2.68096923828125,0.9706294536590576,-0.10100840032100677,9.999999747378752e-05,50.0,-79.04317474365234,0.0,0.0
2,106.0,-4.316318035125732,2.3406686782836914,0.9514173269271851,-0.16412539780139923,9.999999747378752e-05,50.0,-88.33251190185547,0.10000000149011612,0.0
3,109.0,-5.191025257110596,0.3035167455673218,0.9326110482215881,-0.23130209743976593,9.999999747378752e-05,50.0,-99.05716705322266,0.0,0.0
4,97.0,-5.80129337310791,0.2633936405181885,0.9142010807991028,-0.29902899265289307,9.999999747378752e-05,50.0,-79.00164794921875,0.0,0.0
5,100.0,-6.693601131439209,3.8220949172973633,0.8961876630783081,-0.3675007224082947,9.999999747378752e-05,50.0,-99.11407470703125,0.0,0.0
6,102.0,-7.231642723083496,0.36383485794067383,0.8786116242408752,-0.40870437026023865,9.999999747378752e-05,50.0,-99.35531616210938,0.0,0.0357142873108387
7,97.0,-7.667829513549805,4.1433234214782715,0.861437201499939,-0.47285422682762146,9.999999747378752e-05,50.0,-99.20030212402344,0.0,0.03125
8,99.0,-8.785064697265625,0.4375188946723938,0.8446515202522278,-0.5329049229621887,9.999999747378752e-05,50.0,-88.49491882324219,0.10000000149011612,0.02777777798473835
9,96.0,-8.909589767456055,3.5277295112609863,0.8282244205474854,-0.6252118349075317,9.999999747378752e-05,50.0,-79.21038818359375,0.0,0.02500000037252903
10,98.0,-9.551840782165527,6.170421600341797,0.8120535016059875,-0.6639622449874878,9.999999747378752e-05,50.0,-89.34088134765625,0.0,0.022727273404598236
