index,iter,rep,reward,reward_samples,seed,success_rate,success_rate_full,total_samples,ts
0,0.0,4.0,-58.40956162995188,"[57.856229114818575, 59.227830038139366, 58.661480410297436, 58.767488048129174, 59.276104743925515, 58.661823535757954, 59.238632876162356, 59.13598039340678, 59.22803738123721, 58.49612094962756]",20.0,0.0,0.0,20.0,2021-09-14 17:54:44.971846
1,1.0,4.0,-56.93636143560796,"[59.19257295503966, 57.81637814393096, 56.80032528468027, 58.49460718224972, 56.78297207891876, 58.339025262089606, 58.36861717973842, 58.68641588698965, 58.52051198584456, 58.670370376572606]",20.0,0.0,0.0,30.0,2021-09-14 17:54:45.779495
2,2.0,4.0,-56.65557002115886,"[57.80349103466327, 57.14635695131824, 56.67068149874371, 56.91863404723291, 57.07423934087221, 58.18021933560657, 57.235797426584924, 57.16975719774412, 57.14654199672576, 57.23266897110368]",20.0,0.0,0.0,40.0,2021-09-14 17:54:46.631310
3,3.0,4.0,-56.4368660663577,"[56.931170684214216, 57.563665763574456, 56.563012770753055, 56.55782419325284, 57.48084762534166, 57.98153915232163, 57.061888337112826, 56.534874833746436, 58.63998409505576, 57.57721129686783]",20.0,0.0,0.0,50.0,2021-09-14 17:54:47.483035
4,4.0,4.0,-56.01635025298379,"[57.94536888424322, 56.69240491864361, 56.50894308187066, 56.07338744021988, 56.44753141528153, 56.70213348797254, 56.07085513548774, 57.55338869033543, 56.72199666054136, 57.12563246016708]",20.0,0.0,0.0,60.0,2021-09-14 17:54:48.318260
5,5.0,4.0,-55.59182125333477,"[57.080654108340894, 56.23234223459415, 55.95662804473493, 56.55757800400192, 56.90353610679686, 57.20224737420519, 55.61470188571059, 56.0945275243984, 56.38366149910147, 56.16602949280047]",20.0,0.0,0.0,70.0,2021-09-14 17:54:49.134214
6,6.0,4.0,-55.52058183794158,"[55.60498944199371, 56.67241343271178, 55.43762892860163, 56.1584983347306, 55.90209318183725, 57.64862966782261, 55.523878612658216, 57.924293447965255, 55.97536193434712, 56.16357869631406]",20.0,0.0,0.0,80.0,2021-09-14 17:54:49.936201
7,7.0,4.0,-55.097076293452645,"[1393.609477003917, 55.92352395688463, 55.92072218093018, 56.248967416857454, 56.180482767750505, 55.65179463534192, 56.96357662098406, 56.710337015015405, 55.910282138000206, 55.907930283689126]",20.0,0.0,0.0,90.0,2021-09-14 17:54:50.726686
8,8.0,4.0,-55.02257522323742,"[55.34251134018419, 55.65383910063225, 55.87918565356737, 55.527415285759034, 54.93905887769934, 55.529840049035464, 55.69730623360705, 54.99843955702343, 1337.4678958264813, 55.73156585454248]",20.0,0.0,0.0,100.0,2021-09-14 17:54:51.534850
9,9.0,4.0,-54.508730057738234,"[1402.0518540827693, 54.796438220648845, 55.8849366146737, 55.0835677574955, 57.509106534672085, 55.094886877414865, 55.55417636163924, 54.79292722130947, 1424.9852440013456, 55.65536981027234]",20.0,0.0,0.0,110.0,2021-09-14 17:54:52.337195
10,10.0,4.0,-54.28942068240257,"[55.88775778482411, 54.69149492427469, 56.153946813758914, 54.845831853823306, 57.80540595992595, 55.73264984449266, 55.71077914402116, 54.62881763667601, 56.2093910410045, 54.770092384893154]",20.0,0.0,0.0,120.0,2021-09-14 17:54:53.132677
11,11.0,4.0,-54.23218467836616,"[55.245402757990604, 54.564859073093366, 55.78974707719061, 54.72090009467391, 54.50274511729957, 1416.3361463774422, 54.99403965370855, 56.37554298004776, 54.666584636571564, 55.23560297599973]",20.0,0.0,0.0,130.0,2021-09-14 17:54:53.932282
12,12.0,4.0,-54.11235148016701,"[56.29474402090548, 55.086991819150256, 57.001341715823074, 55.28106753726271, 56.04099587754408, 54.23495513664758, 54.443985239374626, 1247.1498834190515, 54.833150135513, 55.26868010831256]",20.0,0.0,0.0,140.0,2021-09-14 17:54:54.729094
13,13.0,4.0,-53.97949966002876,"[54.44514094100348, 54.65988115896411, 55.67340648985446, 1434.882755789875, 54.430821581588326, 55.19925952413712, 54.11749646636776, 54.14389367510731, 53.89575056732511, 53.826013966938774]",20.0,0.0,0.0,150.0,2021-09-14 17:54:55.522234
14,14.0,4.0,-53.48067760539777,"[54.85034533065082, 55.88585643611474, 56.58059764433199, 56.93859522051429, 53.4290265395343, 1316.865956655698, 53.876800730439804, 55.537839263980395, 54.955650344742196, 55.57654835336077]",20.0,0.0,0.0,160.0,2021-09-14 17:54:56.322621
15,15.0,4.0,-53.59103555189958,"[53.65208042411319, 53.9255027257855, 56.332088425811094, 54.460177158448616, 53.81157782314541, 54.48383171102382, 55.15382152546488, 54.72134693352817, 54.50256541484079, 55.751495069913965]",20.0,0.0,0.0,170.0,2021-09-14 17:54:57.119363
16,16.0,4.0,-53.13288711698087,"[1085.983114769532, 1472.2728386289145, 1067.632796661011, 1066.844645228417, 1066.965731942719, 53.35566617518445, 1065.19653953442, 53.74139909495156, 1082.4447217442755, 53.328519607001375]",20.0,0.0,0.0,180.0,2021-09-14 17:54:57.917519
17,17.0,4.0,-52.853667601544736,"[1065.1668503471099, 56.49921176095675, 54.67081578323112, 1065.859242008885, 54.56199084926158, 53.064754728727955, 56.56902708209424, 55.252527551756565, 54.866174442518336, 54.682430635050714]",20.0,0.0,0.0,190.0,2021-09-14 17:54:58.712178
18,18.0,4.0,-52.85779760535636,"[53.56359272591879, 55.13674356808152, 53.276726535098284, 53.55481145856826, 54.67372833355023, 53.31753503138782, 54.68360084457194, 54.39746736583156, 52.55500022947302, 53.5160422353292]",20.0,0.0,0.0,200.0,2021-09-14 17:54:59.507797
