,rollout/ep_rew_mean,rollout/success rate,time/fps,train/actor_loss,train/critic_loss,train/learning_rate,rollout/ep_len_mean
0,-69.84278106689453,0.0,116.0,0.9740201234817505,0.04650530964136124,9.999999747378752e-05,115.0
