,rollout/ep_rew_mean,rollout/success rate,time/fps,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward,eval/success_rate,rollout/ep_len_mean
0,-62.52691650390625,0.0,249.0,0.5703251957893372,0.017595764249563217,9.999999747378752e-05,100.0,-63.938899993896484,0.0,100.0
1,-70.66797637939453,0.0,202.0,1.405812382698059,0.03074554353952408,9.999999747378752e-05,100.0,-41.27316665649414,0.0,100.0
2,-64.56198120117188,0.0,151.0,1.9360190629959106,0.05221616104245186,9.999999747378752e-05,100.0,-41.24017333984375,0.0,100.0
3,-58.756927490234375,0.0,157.0,2.240154504776001,0.07355017215013504,9.999999747378752e-05,100.0,-47.22389221191406,0.0,100.0
4,-55.19692611694336,0.0,144.0,2.5614140033721924,0.09164831787347794,9.999999747378752e-05,100.0,-68.07157897949219,0.0,100.0
5,-52.80731201171875,0.0,149.0,2.923356294631958,0.11021843552589417,9.999999747378752e-05,100.0,-75.15187072753906,0.0,100.0
6,-51.111385345458984,0.0,152.0,3.246081590652466,0.1360657662153244,9.999999747378752e-05,100.0,-50.21466827392578,0.0,100.0
7,-49.81663513183594,0.0,143.0,3.649513006210327,0.13204720616340637,9.999999747378752e-05,100.0,-41.07600402832031,0.0,100.0
8,-49.108116149902344,0.0,146.0,3.992642879486084,0.1888890266418457,9.999999747378752e-05,100.0,-33.31468200683594,0.0,100.0
9,-48.866756439208984,0.0,140.0,4.260278701782227,0.20987044274806976,9.999999747378752e-05,100.0,-31.856555938720703,0.0,100.0
10,-48.66365051269531,0.0,142.0,4.699711322784424,0.12469515949487686,9.999999747378752e-05,100.0,-30.982301712036133,0.0,100.0
11,-49.79661178588867,0.0,144.0,5.092167854309082,0.2241857498884201,9.999999747378752e-05,100.0,-32.18134689331055,0.0,100.0
12,-51.1678466796875,0.0,139.0,5.589112281799316,0.24793720245361328,9.999999747378752e-05,100.0,-31.813446044921875,0.0,100.0
