,rollout/ep_rew_mean,time/fps,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward,rollout/ep_len_mean
0,-85.11144256591797,140.0,0.8929218649864197,0.027918590232729912,9.999999747378752e-05,225.0,-79.71697235107422,225.0
1,-82.78881072998047,80.0,1.2835279703140259,0.03168303519487381,9.999999747378752e-05,225.0,-83.5867691040039,225.0
2,-83.16737365722656,55.0,1.5948911905288696,0.042303502559661865,9.999999747378752e-05,225.0,-85.11183166503906,225.0
3,-83.79354858398438,42.0,2.1620092391967773,0.058109134435653687,9.999999747378752e-05,225.0,-83.34498596191406,225.0
4,-83.57345581054688,34.0,2.8163599967956543,0.08528353273868561,9.999999747378752e-05,225.0,-83.28996276855469,225.0
5,-83.72460174560547,28.0,3.4400205612182617,0.10275857150554657,9.999999747378752e-05,225.0,-84.0473861694336,225.0
6,-83.7034912109375,24.0,4.0831685066223145,0.12808942794799805,9.999999747378752e-05,225.0,-85.61271667480469,225.0
7,-83.79029083251953,21.0,4.7763991355896,0.15227659046649933,9.999999747378752e-05,225.0,-83.95661926269531,225.0
8,-83.71359252929688,18.0,5.159614562988281,0.16686613857746124,9.999999747378752e-05,225.0,-85.2337417602539,225.0
9,-83.67066955566406,16.0,5.4665727615356445,0.1668219417333603,9.999999747378752e-05,225.0,-83.07319641113281,225.0
10,-83.70265197753906,17.0,5.953159809112549,0.17068111896514893,9.999999747378752e-05,225.0,-81.59308624267578,225.0
11,-83.55488586425781,16.0,6.557809352874756,0.21257998049259186,9.999999747378752e-05,225.0,-82.79121398925781,225.0
12,-83.52909851074219,14.0,7.029813289642334,0.21485400199890137,9.999999747378752e-05,225.0,-83.14329528808594,225.0
13,-83.49829864501953,13.0,7.666191577911377,0.25895458459854126,9.999999747378752e-05,225.0,-81.21006774902344,225.0
14,-83.54898834228516,12.0,8.410317420959473,0.3261839747428894,9.999999747378752e-05,225.0,-81.3211441040039,225.0
15,-83.63650512695312,11.0,9.213685989379883,0.4743416905403137,9.999999747378752e-05,225.0,-79.36225891113281,225.0
16,-83.58753967285156,10.0,9.875670433044434,0.5418817400932312,9.999999747378752e-05,,,225.0
17,-83.59688568115234,10.0,10.113743782043457,0.5069402456283569,9.999999747378752e-05,,,225.0
