,eval/last_object_to_target,eval/last_success,eval/mean_ep_length,eval/mean_reward,eval/min_object_to_target,eval/success_rate,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/control_cost
0,0.4858521819114685,0.0,200.0,9.760038375854492,0.4858521819114685,0.0,58.0,-8.566241264343262,0.2750093936920166,0.9512484073638916,-0.33629700541496277,9.999999747378752e-05,0.5668243169784546
1,0.48586413264274597,0.0,200.0,9.474416732788086,0.48586413264274597,0.0,56.0,-16.573867797851562,1.0101737976074219,0.8780936002731323,-0.8744829893112183,9.999999747378752e-05,2.4056859016418457
2,0.4858802556991577,0.0,200.0,8.523102760314941,0.4858802556991577,0.0,54.0,-23.91748809814453,2.3890533447265625,0.8105824589729309,-1.4110028743743896,9.999999747378752e-05,2.2074337005615234
3,0.48588088154792786,0.0,200.0,8.930688858032227,0.48588088154792786,0.0,54.0,-30.381969451904297,3.259673833847046,0.7483294010162354,-1.9437601566314697,9.999999747378752e-05,3.899588108062744
4,0.48589393496513367,0.0,200.0,11.202962875366211,0.48589393496513367,0.0,54.0,-35.98905944824219,4.5806427001953125,0.6909291744232178,-2.474196672439575,9.999999747378752e-05,3.6255533695220947
5,0.48583778738975525,0.0,200.0,9.908910751342773,0.48583778738975525,0.0,54.0,-40.72235107421875,6.311071872711182,0.6379508972167969,-2.9964847564697266,9.999999747378752e-05,16.175891876220703
6,0.485854834318161,0.0,200.0,9.94980239868164,0.485854834318161,0.0,54.0,-44.62289810180664,7.470573425292969,0.5890612602233887,-3.512826681137085,9.999999747378752e-05,0.9653996229171753
7,0.485850989818573,0.0,200.0,8.669127464294434,0.485850989818573,0.0,54.0,-47.97834777832031,8.12179946899414,0.5439452528953552,-4.036513805389404,9.999999747378752e-05,1.21611487865448
8,0.4858790338039398,0.0,200.0,10.372217178344727,0.4858790338039398,0.0,54.0,-50.48979949951172,9.844315528869629,0.5023017525672913,-4.5397844314575195,9.999999747378752e-05,34.06215286254883
9,0.48589423298835754,0.0,200.0,9.115865707397461,0.48589423298835754,0.0,54.0,-52.62003707885742,9.534523963928223,0.46382540464401245,-5.04728889465332,9.999999747378752e-05,16.50618553161621
10,0.48587653040885925,0.0,200.0,9.794693946838379,0.48587653040885925,0.0,54.0,-54.19736862182617,9.172863960266113,0.4283980429172516,-5.539382457733154,9.999999747378752e-05,1.6763893365859985
11,0.48585426807403564,0.0,200.0,8.672063827514648,0.48585426807403564,0.0,54.0,-55.51862335205078,10.514464378356934,0.3956983983516693,-6.000181198120117,9.999999747378752e-05,7.192831516265869
12,0.4858756363391876,0.0,200.0,10.219637870788574,0.4858756363391876,0.0,54.0,-56.408626556396484,10.383635520935059,0.36552533507347107,-6.472604751586914,9.999999747378752e-05,6.269813537597656
13,0.4858974814414978,0.0,200.0,10.551247596740723,0.4858974814414978,0.0,54.0,-56.98488998413086,9.185017585754395,0.337616503238678,-6.955688953399658,9.999999747378752e-05,1.0156642198562622
