,eval/last_object_to_target,eval/last_success,eval/mean_ep_length,eval/mean_reward,eval/min_object_to_target,eval/success_rate,time/fps,train/actor_loss,train/critic_loss,train/learning_rate,eval/control_cost
0,0.48587703704833984,0.0,200.0,11.274211883544922,0.48587703704833984,0.0,61.0,-0.007448728661984205,0.00023679104924667627,9.999999747378752e-05,390.9194641113281
1,0.4858696162700653,0.0,200.0,9.858717918395996,0.4858696162700653,0.0,62.0,-0.06586717069149017,6.58113494864665e-05,9.999999747378752e-05,640.028564453125
2,0.48588302731513977,0.0,200.0,6.615386009216309,0.48588302731513977,0.0,62.0,-0.12012641131877899,0.00011714572610799223,9.999999747378752e-05,512.6607055664062
3,0.48587462306022644,0.0,200.0,8.104963302612305,0.48587462306022644,0.0,63.0,-0.17056377232074738,0.00022873299894854426,9.999999747378752e-05,732.9285888671875
4,0.4858541190624237,0.0,200.0,9.813335418701172,0.4858541190624237,0.0,63.0,-0.2212206870317459,0.0003912906104233116,9.999999747378752e-05,749.4511108398438
5,0.48586779832839966,0.0,200.0,11.592245101928711,0.48586779832839966,0.0,62.0,-0.2749551832675934,0.0005868031876161695,9.999999747378752e-05,692.1400756835938
6,0.48590290546417236,0.0,200.0,12.511029243469238,0.48590290546417236,0.0,62.0,-0.3267531991004944,0.0008650845848023891,9.999999747378752e-05,772.4432373046875
7,0.4859007000923157,0.0,200.0,13.65313720703125,0.4859007000923157,0.0,62.0,-0.38255420327186584,0.0009288519504480064,9.999999747378752e-05,759.0505981445312
8,0.48391616344451904,0.0,200.0,14.6795654296875,0.48391616344451904,0.0,61.0,-0.4361512064933777,0.0012203996302559972,9.999999747378752e-05,744.7457275390625
9,0.38498109579086304,0.0,200.0,196.35549926757812,0.37889036536216736,0.0,61.0,-0.4881686866283417,0.0016697286628186703,9.999999747378752e-05,516.2689819335938
10,0.38634905219078064,0.10000000149011612,200.0,472.0750427246094,0.3863344192504883,0.10000000149011612,61.0,-0.49141430854797363,0.002042218344286084,9.999999747378752e-05,692.6004028320312
11,0.19218263030052185,0.4000000059604645,200.0,1447.51513671875,0.1888209581375122,0.4000000059604645,60.0,-0.47709813714027405,0.002149806823581457,9.999999747378752e-05,616.40869140625
12,0.137168750166893,0.5,200.0,1795.569091796875,0.13221706449985504,0.5,60.0,-0.48566943407058716,0.003068833379074931,9.999999747378752e-05,642.7970581054688
13,0.3252354860305786,0.20000000298023224,200.0,939.1526489257812,0.31248024106025696,0.30000001192092896,60.0,-0.4911128282546997,0.002841613255441189,9.999999747378752e-05,496.5173034667969
14,0.2632494866847992,0.20000000298023224,200.0,759.9653930664062,0.2623108923435211,0.20000000298023224,60.0,-0.49128293991088867,0.003600056516006589,9.999999747378752e-05,456.68890380859375
15,0.3236088156700134,0.10000000149011612,200.0,600.3634033203125,0.3236088156700134,0.10000000149011612,59.0,-0.5000801682472229,0.004876876249909401,9.999999747378752e-05,594.2783203125
16,0.254983127117157,0.5,200.0,1372.187255859375,0.2496126890182495,0.5,60.0,-0.5055473446846008,0.005666146986186504,9.999999747378752e-05,566.0665893554688
17,0.3001185655593872,0.4000000059604645,200.0,783.4888916015625,0.2944307029247284,0.4000000059604645,59.0,-0.5151357054710388,0.005329794250428677,9.999999747378752e-05,500.1264953613281
18,0.12083003669977188,0.800000011920929,200.0,2111.76416015625,0.10286176949739456,0.800000011920929,59.0,-0.532114565372467,0.0069173844531178474,9.999999747378752e-05,703.6361694335938
19,0.2592479884624481,0.4000000059604645,200.0,1395.233154296875,0.24647966027259827,0.5,59.0,-0.5542313456535339,0.0058617484755814075,9.999999747378752e-05,732.57568359375
20,0.30347511172294617,0.30000001192092896,200.0,927.7899169921875,0.2943727374076843,0.4000000059604645,59.0,-0.5709199905395508,0.005404545459896326,9.999999747378752e-05,657.862060546875
21,0.13176429271697998,0.699999988079071,200.0,1974.8109130859375,0.10288166999816895,0.800000011920929,59.0,-0.5799161791801453,0.0048876795917749405,9.999999747378752e-05,585.9120483398438
22,0.3499574661254883,0.30000001192092896,200.0,834.7501831054688,0.342246413230896,0.30000001192092896,59.0,-0.5969796776771545,0.004856035578995943,9.999999747378752e-05,645.0702514648438
23,0.30250096321105957,0.20000000298023224,200.0,1035.113037109375,0.27578625082969666,0.4000000059604645,59.0,-0.6104581356048584,0.008334928192198277,9.999999747378752e-05,623.6318969726562
24,0.30167457461357117,0.20000000298023224,200.0,1294.279052734375,0.24647432565689087,0.5,59.0,-0.6302712559700012,0.007232739124447107,9.999999747378752e-05,722.9960327148438
25,0.261768102645874,0.4000000059604645,200.0,1395.286865234375,0.2464848756790161,0.5,59.0,-0.6526117920875549,0.006914634723216295,9.999999747378752e-05,798.9454345703125
26,0.3549046814441681,0.10000000149011612,200.0,1009.1422729492188,0.29438892006874084,0.4000000059604645,58.0,-0.6688012480735779,0.007581223733723164,9.999999747378752e-05,645.4298095703125
27,0.21221844851970673,0.5,200.0,1771.4156494140625,0.1986161172389984,0.6000000238418579,58.0,-0.696459174156189,0.008794894441962242,9.999999747378752e-05,654.8714599609375
28,0.10861707478761673,0.800000011920929,200.0,2338.2421875,0.10289528965950012,0.800000011920929,58.0,-0.7138020992279053,0.009698161855340004,9.999999747378752e-05,691.2457275390625
29,0.06915103644132614,0.6000000238418579,200.0,2734.55419921875,0.007100089453160763,1.0,58.0,-0.7425327301025391,0.00858459621667862,9.999999747378752e-05,667.8338623046875
30,0.034409694373607635,0.8999999761581421,200.0,2819.998779296875,0.007097161840647459,1.0,58.0,-0.7630516886711121,0.010105280205607414,9.999999747378752e-05,679.0806274414062
31,0.055516306310892105,0.699999988079071,200.0,2890.813232421875,0.007078127935528755,1.0,58.0,-0.7908483147621155,0.013703742064535618,9.999999747378752e-05,650.9075317382812
32,0.13230399787425995,0.6000000238418579,200.0,2312.590576171875,0.10290263593196869,0.800000011920929,57.0,-0.8275945782661438,0.013883452862501144,9.999999747378752e-05,659.6805419921875
33,0.030252305790781975,0.8999999761581421,200.0,2884.70166015625,0.00709470035508275,1.0,57.0,-0.8672393560409546,0.015443339012563229,9.999999747378752e-05,654.0310668945312
34,0.44498899579048157,0.10000000149011612,200.0,285.8561096191406,0.4380033016204834,0.10000000149011612,57.0,-0.8938778042793274,0.01363338716328144,9.999999747378752e-05,670.2323608398438
35,0.21909400820732117,0.5,200.0,1602.3203125,0.19860999286174774,0.6000000238418579,57.0,-0.8991892337799072,0.0141547666862607,9.999999747378752e-05,708.3302612304688
36,0.10617672652006149,0.800000011920929,200.0,2059.0849609375,0.10285385698080063,0.800000011920929,57.0,-0.9287867546081543,0.015732694417238235,9.999999747378752e-05,692.1245727539062
37,0.20244662463665009,0.6000000238418579,200.0,1582.9014892578125,0.1985945850610733,0.6000000238418579,57.0,-0.9550939798355103,0.019529860466718674,9.999999747378752e-05,601.60595703125
38,0.3448208272457123,0.30000001192092896,200.0,788.6829833984375,0.3422439396381378,0.30000001192092896,57.0,-0.9903703927993774,0.01646307110786438,9.999999747378752e-05,701.6943969726562
39,0.29759910702705383,0.4000000059604645,200.0,1198.9735107421875,0.2943562865257263,0.4000000059604645,57.0,-1.003235101699829,0.01487339474260807,9.999999747378752e-05,463.8955383300781
40,0.39198803901672363,0.20000000298023224,200.0,624.3201293945312,0.3901297450065613,0.20000000298023224,57.0,-1.0013409852981567,0.01376285683363676,9.999999747378752e-05,536.4083251953125
41,0.439008891582489,0.10000000149011612,200.0,373.2027893066406,0.4379962384700775,0.10000000149011612,58.0,-1.0375219583511353,0.016041051596403122,9.999999747378752e-05,590.6983032226562
42,0.44778570532798767,0.0,200.0,157.10621643066406,0.44208040833473206,0.10000000149011612,58.0,-1.0567384958267212,0.016296958550810814,9.999999747378752e-05,620.5274047851562
43,0.38890644907951355,0.20000000298023224,200.0,689.5343017578125,0.3818305432796478,0.20000000298023224,58.0,-1.0710681676864624,0.016606923192739487,9.999999747378752e-05,595.6141357421875
44,0.12434162944555283,0.699999988079071,200.0,2094.18994140625,0.1161370724439621,0.699999988079071,58.0,-1.0761033296585083,0.017650004476308823,9.999999747378752e-05,548.2430419921875
45,0.180792897939682,0.6000000238418579,200.0,1811.7874755859375,0.17336411774158478,0.6000000238418579,58.0,-1.0909737348556519,0.013410043902695179,9.999999747378752e-05,603.8739013671875
46,0.16883744299411774,0.6000000238418579,200.0,1983.3115234375,0.15072154998779297,0.699999988079071,58.0,-1.1051595211029053,0.016490941867232323,9.999999747378752e-05,628.2223510742188
47,0.29719021916389465,0.4000000059604645,200.0,1186.549560546875,0.2943827509880066,0.4000000059604645,58.0,-1.1235584020614624,0.015669891610741615,9.999999747378752e-05,648.816162109375
48,0.4386052191257477,0.10000000149011612,200.0,307.82440185546875,0.4379885792732239,0.10000000149011612,58.0,-1.1394774913787842,0.01964740641415119,9.999999747378752e-05,544.8950805664062
49,0.4387507438659668,0.10000000149011612,200.0,280.099609375,0.4379962980747223,0.10000000149011612,58.0,-1.1526198387145996,0.020222578197717667,9.999999747378752e-05,425.6618957519531
50,0.297871857881546,0.4000000059604645,200.0,1225.257568359375,0.29444199800491333,0.4000000059604645,58.0,-1.1858958005905151,0.020478637889027596,9.999999747378752e-05,595.7288818359375
