index,iter,rep,reward,reward_samples,seed,success_rate,success_rate_full,total_samples,ts
0,0.0,2.0,55.48585680953896,"[-54.475735448867184, -54.938468276840204, -56.726790096203224, -53.91409014971827, -57.034742980267424, -55.27091310519295, -54.447693954295545, -54.288032244734005, -24.35847803724005, -53.10902469374964]",10.0,0.0,0.0,20.0,2021-09-14 19:32:19.304765
1,1.0,2.0,58.49904988334243,"[-55.010190625443336, -58.015876333439216, -56.71579701967028, -57.11970599060968, -4.918231959701867, -55.04489172873031, -55.28415523371962, -56.677396220749706, -59.36082011312903, -55.900373398830915]",10.0,0.0,0.0,30.0,2021-09-14 19:32:20.110822
2,2.0,2.0,61.261597857189535,"[-61.04231028431201, -58.47595285377963, -57.47007214717043, -55.781617547077786, -55.80588196165356, -57.93274072176907, -59.05465729127954, -57.105182960085656, -58.28728054834455, -62.007137920328475]",10.0,0.0,0.0,40.0,2021-09-14 19:32:20.922800
3,3.0,2.0,61.59231095899502,"[-59.38212028521128, -60.9636564697771, -46.08974257270955, -58.76983303829065, 14.45232351119868, -62.48018574091227, -55.24372961267476, -60.39057690946594, -58.84167069440197, -60.90396561065502]",10.0,0.0,0.0,50.0,2021-09-14 19:32:21.727985
4,4.0,2.0,64.46435221269071,"[-60.213167928838764, -58.11737670592601, -24.58573161005266, -59.309132317763925, -52.774281226889144, -59.38584857510374, -58.13748541110317, -59.034932589289184, -443.71016262196156, -57.50539788173895]",10.0,0.0,0.1,60.0,2021-09-14 19:32:22.554258
5,5.0,2.0,75.86446196311694,"[-62.61355145248921, -58.56636159585541, -62.11206578675918, -74.43567655200437, -56.64376504202749, -75.85203502575936, -60.18628829812723, -60.70399848355508, -62.24028196739926, -65.597559139656]",10.0,0.0,0.0,70.0,2021-09-14 19:32:23.365787
6,6.0,2.0,224.32509768780082,"[-452.9685863840006, -62.361128590088256, -60.969423540010304, -58.33787215687125, -65.54307159408232, -57.37160926811904, -75.82107169393991, -58.36254141390578, -66.01490225900882, -64.77542150116417]",10.0,0.0,0.1,80.0,2021-09-14 19:32:24.188278
7,7.0,2.0,451.0674419438608,"[-176.16556294355053, -74.74073311315934, -423.5659516161392, -65.01732560958584, -63.06958750282994, -56.54393983465271, -76.35090470607929, -29.865596112414806, -63.16380082519659, -70.69163889925505]",10.0,1.0,0.1,90.0,2021-09-14 19:32:25.000038
8,8.0,2.0,75.11360222566985,"[-75.21575524585305, -50.08928167414561, -67.39882791754206, 287.2301307575447, -58.49619813629742, -64.57104704877278, -64.33358583597621, -64.82871094986243, 259.3058114689308, 219.72100534142731]",10.0,0.0,0.0,100.0,2021-09-14 19:32:25.808587
9,9.0,2.0,75.42203568140559,"[234.92441068248203, 180.940871910196, -75.15799231408516, -75.22873795700907, -429.65106070592924, -262.772074873066, -77.92084540224077, -75.56605738349867, -59.012817115453885, -77.14958661100758]",10.0,0.0,0.1,110.0,2021-09-14 19:32:26.620729
