,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,rollout/success rate
0,135.0,-5.416761875152588,0.38643962144851685,0.9902405738830566,-0.06576648354530334,9.999999747378752e-05,0.0
