,eval/mean_reward,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/mean_ep_length
0,0.37481462955474854,86.0,-22.782331466674805,0.06282670795917511,0.8270583748817444,-1.2786098718643188,9.999999747378752e-05,500.0
1,0.2861908972263336,85.0,-38.72759246826172,0.06711870431900024,0.6771367192268372,-2.615649938583374,9.999999747378752e-05,500.0
2,0.30098864436149597,85.0,-49.625545501708984,0.07032706588506699,0.5544628500938416,-3.9662280082702637,9.999999747378752e-05,500.0
3,0.18146845698356628,84.0,-56.65278625488281,0.09711676836013794,0.4540711045265198,-5.286015510559082,9.999999747378752e-05,500.0
4,0.21545390784740448,84.0,-60.608070373535156,0.11323407292366028,0.37189391255378723,-6.61619758605957,9.999999747378752e-05,500.0
5,0.1691230982542038,84.0,-61.970340728759766,0.14356809854507446,0.3045869469642639,-8.000167846679688,9.999999747378752e-05,500.0
6,0.26055216789245605,85.0,-62.4511604309082,26.629486083984375,0.2495354861021042,-9.222363471984863,9.999999747378752e-05,500.0
7,0.18121269345283508,85.0,-61.08545684814453,0.1502685248851776,0.20446445047855377,-10.408683776855469,9.999999747378752e-05,500.0
8,0.20774392783641815,85.0,-59.3428955078125,12.985810279846191,0.16752612590789795,-11.560873985290527,9.999999747378752e-05,500.0
9,0.2534497380256653,85.0,-56.22422409057617,10.37401294708252,0.13727766275405884,-12.815024375915527,9.999999747378752e-05,500.0
10,0.22942928969860077,85.0,-53.90968704223633,0.71982741355896,0.11247915774583817,-13.749530792236328,9.999999747378752e-05,500.0
11,0.2425786703824997,85.0,-50.457733154296875,0.1214946061372757,0.09221123903989792,-14.672186851501465,9.999999747378752e-05,500.0
12,0.21944686770439148,85.0,-47.03859329223633,0.055037036538124084,0.0755886435508728,-16.117820739746094,9.999999747378752e-05,500.0
13,0.29448646306991577,85.0,-43.51288986206055,6.530961990356445,0.0619378499686718,-17.01662254333496,9.999999747378752e-05,500.0
14,0.3893294632434845,85.0,-40.765140533447266,0.07431428134441376,0.05077291652560234,-18.088598251342773,9.999999747378752e-05,500.0
15,0.22964489459991455,85.0,-36.900390625,1.337642788887024,0.04164133965969086,-18.920888900756836,9.999999747378752e-05,500.0
16,0.22291472554206848,85.0,-34.88832092285156,0.06133385747671127,0.03417101129889488,-20.14710235595703,9.999999747378752e-05,500.0
17,0.4100697934627533,85.0,-31.646835327148438,0.03155248612165451,0.028032882139086723,-20.45636749267578,9.999999747378752e-05,500.0
18,0.48579543828964233,85.0,-29.30616569519043,0.016414251178503036,0.02301671728491783,-20.810415267944336,9.999999747378752e-05,500.0
19,0.3894014358520508,85.0,-26.004100799560547,0.021165922284126282,0.018886175006628036,-20.92514419555664,9.999999747378752e-05,500.0
20,0.33631885051727295,85.0,-24.03643035888672,0.014073965139687061,0.015513180755078793,-21.838993072509766,9.999999747378752e-05,500.0
21,0.24393591284751892,85.0,-21.885961532592773,0.01673874631524086,0.01271777506917715,-22.649513244628906,9.999999747378752e-05,500.0
22,0.15774093568325043,85.0,-20.350032806396484,0.006825489457696676,0.010437050834298134,-22.15629768371582,9.999999747378752e-05,500.0
23,0.2165098935365677,85.0,-18.49192237854004,0.0088546983897686,0.008576593361794949,-22.952043533325195,9.999999747378752e-05,500.0
24,0.23323948681354523,85.0,-16.629289627075195,0.00569438561797142,0.007041792385280132,-22.7481689453125,9.999999747378752e-05,500.0
25,0.27925270795822144,85.0,-14.756688117980957,0.28548720479011536,0.005788750480860472,-23.706064224243164,9.999999747378752e-05,500.0
26,0.28281673789024353,85.0,-13.93618392944336,0.0035406036768108606,0.004754497669637203,-23.117685317993164,9.999999747378752e-05,500.0
27,0.284201055765152,85.0,-12.721067428588867,0.01860697939991951,0.003907330334186554,-26.323776245117188,9.999999747378752e-05,500.0
28,0.29827195405960083,85.0,-11.282073974609375,0.001527178566902876,0.0032142798881977797,-22.020410537719727,9.999999747378752e-05,500.0
29,0.3825345039367676,85.0,-10.748846054077148,0.0020905404817312956,0.002642630599439144,-23.14980125427246,9.999999747378752e-05,500.0
30,0.28064197301864624,85.0,-9.936132431030273,0.04291412979364395,0.002174483146518469,-22.646236419677734,9.999999747378752e-05,500.0
31,0.1991749107837677,85.0,-8.80266284942627,0.002013128949329257,0.001791177550330758,-22.321096420288086,9.999999747378752e-05,500.0
32,0.26118120551109314,85.0,-8.162069320678711,0.0012031898368149996,0.0014720411272719502,-20.969825744628906,9.999999747378752e-05,500.0
33,0.36041897535324097,85.0,-7.470983505249023,0.0008234390988945961,0.001213231822475791,-21.79363441467285,9.999999747378752e-05,500.0
