,eval/mean_reward,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/mean_ep_length
0,98.23164367675781,36.0,-18.97747802734375,0.23940682411193848,0.9139895439147949,-0.907562255859375,9.999999747378752e-05,250.0
1,83.7921371459961,35.0,-33.45489501953125,3.1090445518493652,0.8269970417022705,-1.9145385026931763,9.999999747378752e-05,250.0
2,78.52947998046875,35.0,-45.79141616821289,3.011162757873535,0.7485213279724121,-2.8835673332214355,9.999999747378752e-05,250.0
3,82.67696380615234,35.0,-56.117767333984375,1.253859043121338,0.6777400970458984,-3.8510355949401855,9.999999747378752e-05,250.0
4,89.81594848632812,34.0,-64.45636749267578,5.970890045166016,0.6137340664863586,-4.782393455505371,9.999999747378752e-05,250.0
5,97.39407348632812,34.0,-71.01807403564453,14.625417709350586,0.5556890368461609,-5.687433242797852,9.999999747378752e-05,250.0
6,81.48490905761719,34.0,-76.37351989746094,12.956056594848633,0.5029711127281189,-6.748091220855713,9.999999747378752e-05,250.0
7,91.35990905761719,34.0,-80.39518737792969,31.938865661621094,0.4552431106567383,-7.774473190307617,9.999999747378752e-05,250.0
8,88.89128112792969,34.0,-83.21165466308594,66.07836151123047,0.4120104908943176,-8.594870567321777,9.999999747378752e-05,250.0
9,85.42210388183594,34.0,-84.95158386230469,1.3193775415420532,0.3729111850261688,-9.564642906188965,9.999999747378752e-05,250.0
10,83.82225799560547,34.0,-85.98683166503906,0.9735355377197266,0.3375009000301361,-10.561429023742676,9.999999747378752e-05,250.0
11,100.31356048583984,34.0,-86.21851348876953,0.910787045955658,0.305474191904068,-11.365434646606445,9.999999747378752e-05,250.0
12,101.7737045288086,34.0,-86.02574157714844,26.891555786132812,0.2764754593372345,-12.365805625915527,9.999999747378752e-05,250.0
13,90.71827697753906,34.0,-85.36638641357422,71.23507690429688,0.2502366900444031,-13.210912704467773,9.999999747378752e-05,250.0
14,97.75167083740234,34.0,-84.2071762084961,36.38027572631836,0.22653575241565704,-13.940316200256348,9.999999747378752e-05,250.0
15,68.84609985351562,34.0,-82.95648193359375,0.7381827235221863,0.20509736239910126,-14.68450927734375,9.999999747378752e-05,250.0
16,77.0135269165039,34.0,-81.37704467773438,33.12370300292969,0.18563835322856903,-15.84325122833252,9.999999747378752e-05,250.0
17,74.92768096923828,34.0,-79.2776107788086,0.7454558610916138,0.1680419147014618,-16.838722229003906,9.999999747378752e-05,250.0
18,82.54923248291016,34.0,-77.26924896240234,29.131999969482422,0.15212318301200867,-17.73693084716797,9.999999747378752e-05,250.0
19,70.72344207763672,34.0,-75.09611511230469,28.441082000732422,0.13773147761821747,-18.274253845214844,9.999999747378752e-05,250.0
20,78.58348083496094,34.0,-72.74836730957031,0.28986266255378723,0.12470129132270813,-19.35512924194336,9.999999747378752e-05,250.0
21,67.02318572998047,34.0,-70.48426818847656,24.552814483642578,0.11288760602474213,-20.020204544067383,9.999999747378752e-05,250.0
22,83.21378326416016,34.0,-67.99884796142578,0.2523019015789032,0.1022176593542099,-20.845600128173828,9.999999747378752e-05,250.0
23,78.48352813720703,34.0,-65.50782775878906,0.2219981849193573,0.09253402054309845,-21.222562789916992,9.999999747378752e-05,250.0
24,94.02033996582031,34.0,-62.97323226928711,0.23231403529644012,0.08377653360366821,-22.34050941467285,9.999999747378752e-05,250.0
25,82.99315643310547,34.0,-60.6247444152832,0.19784890115261078,0.07585717737674713,-23.434661865234375,9.999999747378752e-05,250.0
26,93.62801361083984,34.0,-58.138694763183594,0.15836480259895325,0.06867973506450653,-24.021835327148438,9.999999747378752e-05,250.0
27,85.73802185058594,34.0,-55.50876998901367,13.98881721496582,0.06219843029975891,-24.486284255981445,9.999999747378752e-05,250.0
28,67.1630859375,34.0,-53.23118591308594,26.39023208618164,0.056333061307668686,-25.032684326171875,9.999999747378752e-05,250.0
29,79.67210388183594,34.0,-50.830078125,0.19687753915786743,0.05100739002227783,-25.556869506835938,9.999999747378752e-05,250.0
30,77.27674865722656,34.0,-48.65846633911133,34.29331588745117,0.04619906470179558,-25.65061378479004,9.999999747378752e-05,250.0
31,75.30646514892578,34.0,-46.411643981933594,0.14478468894958496,0.041855812072753906,-26.880172729492188,9.999999747378752e-05,250.0
32,89.46331024169922,34.0,-44.30946731567383,0.12053084373474121,0.03792649134993553,-27.616249084472656,9.999999747378752e-05,250.0
33,62.5929069519043,34.0,-42.28236389160156,0.07050150632858276,0.03435436263680458,-27.53394317626953,9.999999747378752e-05,250.0
34,74.28367614746094,34.0,-40.207969665527344,7.986196517944336,0.03111746907234192,-28.643016815185547,9.999999747378752e-05,250.0
35,99.01473999023438,34.0,-38.357906341552734,7.131224632263184,0.02818308398127556,-29.26897430419922,9.999999747378752e-05,250.0
36,84.11600494384766,34.0,-36.486297607421875,0.07996796071529388,0.02553478442132473,-28.545122146606445,9.999999747378752e-05,250.0
37,99.98005676269531,34.0,-34.71139144897461,0.10126900672912598,0.02312549762427807,-30.269079208374023,9.999999747378752e-05,250.0
38,77.47440338134766,33.0,-32.983951568603516,4.110411643981934,0.020948583260178566,-29.459054946899414,9.999999747378752e-05,250.0
39,82.04174041748047,33.0,-31.447826385498047,0.05739792808890343,0.01899450272321701,-29.41619110107422,9.999999747378752e-05,250.0
