,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward,time/fps
0,-14.25385570526123,0.14651580154895782,0.9231906533241272,-0.671900749206543,9.999999747378752e-05,225.0,-141.7231903076172,113.0
1,-24.824764251708984,0.8070449829101562,0.843734085559845,-1.422414779663086,9.999999747378752e-05,225.0,-143.5604705810547,95.0
2,-34.04478073120117,0.2494150698184967,0.7711308598518372,-2.1768245697021484,9.999999747378752e-05,225.0,-146.31056213378906,91.0
3,-41.724456787109375,2.4781246185302734,0.7048054933547974,-2.9309258460998535,9.999999747378752e-05,225.0,-138.94332885742188,89.0
4,-47.5654296875,0.3766304552555084,0.644202709197998,-3.684103012084961,9.999999747378752e-05,225.0,-143.72039794921875,87.0
5,-53.07225036621094,0.18917763233184814,0.588811457157135,-4.453070163726807,9.999999747378752e-05,225.0,-143.00924682617188,86.0
6,-56.78799819946289,0.23735621571540833,0.5381988883018494,-5.174201488494873,9.999999747378752e-05,225.0,-142.38563537597656,86.0
7,-58.43264389038086,0.20203697681427002,0.4919333755970001,-5.889332294464111,9.999999747378752e-05,225.0,-134.8538055419922,85.0
8,-63.11564254760742,0.2202000916004181,0.4496620297431946,-6.657017707824707,9.999999747378752e-05,225.0,-133.5654754638672,85.0
9,-64.19266510009766,0.18271970748901367,0.411042720079422,-7.399847030639648,9.999999747378752e-05,225.0,-131.7498779296875,85.0
10,-64.1762466430664,0.15429502725601196,0.37573549151420593,-8.163787841796875,9.999999747378752e-05,225.0,-130.96299743652344,86.0
11,-67.45791625976562,0.15896181762218475,0.34344378113746643,-8.873078346252441,9.999999747378752e-05,225.0,-126.48848724365234,86.0
12,-63.28254699707031,0.18226802349090576,0.3139292597770691,-9.619329452514648,9.999999747378752e-05,225.0,-124.91486358642578,86.0
13,-65.94820404052734,0.1419137716293335,0.2869618535041809,-10.373602867126465,9.999999747378752e-05,225.0,-127.66926574707031,85.0
14,-58.72452926635742,0.1886080503463745,0.26232650876045227,-10.996652603149414,9.999999747378752e-05,225.0,-127.71612548828125,85.0
15,-60.93751907348633,0.14422692358493805,0.23980849981307983,-11.774527549743652,9.999999747378752e-05,225.0,-130.4158935546875,85.0
