,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward,eval/success_rate,rollout/success rate
0,140.0,-5.819545269012451,0.16345131397247314,0.990241289138794,-0.06643102318048477,9.999999747378752e-05,50.0,-9.93293571472168,0.10000000149011612,0.0
1,98.0,-7.838721752166748,1.1086218357086182,0.9706288576126099,-0.20086747407913208,9.999999747378752e-05,50.0,-10.259733200073242,0.0,0.0
2,89.0,-9.797608375549316,0.883506178855896,0.9514088034629822,-0.3355272710323334,9.999999747378752e-05,50.0,-10.67982292175293,0.0,0.0
3,85.0,-11.627439498901367,2.6990647315979004,0.9325733184814453,-0.4692699611186981,9.999999747378752e-05,50.0,-11.455480575561523,0.0,0.0
4,78.0,-13.601723670959473,1.391148567199707,0.9141151905059814,-0.6048648953437805,9.999999747378752e-05,50.0,-10.549988746643066,0.0,0.0
5,76.0,-15.173799514770508,1.8205013275146484,0.8960208296775818,-0.7375711798667908,9.999999747378752e-05,50.0,-10.319303512573242,0.0,0.0
6,74.0,-16.964569091796875,2.4110188484191895,0.8782797455787659,-0.8777073621749878,9.999999747378752e-05,50.0,-9.340716361999512,0.0,0.0
7,71.0,-18.602277755737305,6.783395290374756,0.8608880043029785,-1.00621497631073,9.999999747378752e-05,50.0,-8.792765617370605,0.0,0.0
8,70.0,-19.824508666992188,4.955575942993164,0.8438406586647034,-1.1422680616378784,9.999999747378752e-05,50.0,-7.560521602630615,0.10000000149011612,0.0
9,67.0,-21.2780704498291,3.9690842628479004,0.8271340727806091,-1.275475025177002,9.999999747378752e-05,50.0,-7.070046424865723,0.0,0.0
10,66.0,-22.74314308166504,6.622657299041748,0.8107613921165466,-1.4091475009918213,9.999999747378752e-05,50.0,-7.721282005310059,0.0,0.0
11,66.0,-23.87544822692871,2.5835819244384766,0.7947095632553101,-1.5480207204818726,9.999999747378752e-05,50.0,-8.827896118164062,0.0,0.0
12,67.0,-24.98038101196289,10.856735229492188,0.7789691686630249,-1.680939793586731,9.999999747378752e-05,50.0,-8.808903694152832,0.0,0.0
13,67.0,-25.84027099609375,6.099967956542969,0.7635427117347717,-1.8099801540374756,9.999999747378752e-05,50.0,-10.140424728393555,0.10000000149011612,0.0
