,rollout/ep_rew_mean,rollout/success rate,time/fps,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward,eval/success_rate,rollout/ep_len_mean
0,-25.430065155029297,0.0,266.0,0.29137688875198364,0.009879780001938343,9.999999747378752e-05,100.0,-73.2295913696289,0.0,100.0
1,-58.7926025390625,0.0,204.0,0.9890565872192383,0.020697632804512978,9.999999747378752e-05,100.0,-73.23609161376953,0.0,100.0
2,-63.38263702392578,0.0,150.0,1.5110567808151245,0.03347720578312874,9.999999747378752e-05,100.0,-61.86416244506836,0.0,100.0
3,-65.63037872314453,0.0,155.0,2.0698556900024414,0.06835919618606567,9.999999747378752e-05,100.0,-57.72378158569336,0.0,100.0
4,-66.99069213867188,0.0,141.0,2.721985340118408,0.11079973727464676,9.999999747378752e-05,100.0,-45.98237609863281,0.0,100.0
5,-67.9432601928711,0.0,146.0,3.3130764961242676,0.18365870416164398,9.999999747378752e-05,100.0,-39.87054443359375,0.0,100.0
6,-67.7763442993164,0.0,148.0,3.8721463680267334,0.22154782712459564,9.999999747378752e-05,100.0,-25.679275512695312,0.0,100.0
7,-66.53584289550781,0.0,141.0,4.225750923156738,0.275301456451416,9.999999747378752e-05,100.0,-25.570629119873047,0.0,100.0
8,-64.1259536743164,0.0,144.0,4.507844924926758,0.2377767711877823,9.999999747378752e-05,100.0,-26.835132598876953,0.0,100.0
9,-62.026973724365234,0.0,137.0,4.683077335357666,0.2636611759662628,9.999999747378752e-05,100.0,-21.091102600097656,0.0,100.0
10,-61.034297943115234,0.0,140.0,4.994941234588623,0.3567311763763428,9.999999747378752e-05,100.0,-20.630569458007812,0.0,100.0
11,-59.94519805908203,0.0,142.0,5.249640464782715,0.34423917531967163,9.999999747378752e-05,100.0,-23.090131759643555,0.0,100.0
12,-58.79684066772461,0.0,137.0,5.505290508270264,0.4310309588909149,9.999999747378752e-05,100.0,-21.261220932006836,0.0,100.0
13,-57.59564208984375,0.0,140.0,5.880611896514893,0.3655816912651062,9.999999747378752e-05,100.0,-20.5854549407959,0.0,100.0
14,-56.42234420776367,0.0,137.0,6.029991149902344,0.4857473075389862,9.999999747378752e-05,100.0,-20.584430694580078,0.0,100.0
15,-55.03133773803711,0.0,138.0,6.270212650299072,0.37823840975761414,9.999999747378752e-05,100.0,-20.685848236083984,0.0,100.0
16,-53.589786529541016,0.0,140.0,6.472569465637207,0.4084790050983429,9.999999747378752e-05,100.0,-19.977325439453125,0.0,100.0
17,-51.9348258972168,0.0,137.0,6.581319332122803,0.36183685064315796,9.999999747378752e-05,100.0,-19.07668685913086,0.0,100.0
18,-50.35515213012695,0.0,139.0,6.720144271850586,0.30470454692840576,9.999999747378752e-05,100.0,-19.50359535217285,0.0,100.0
19,-49.049800872802734,0.0,136.0,6.856823921203613,0.2944060266017914,9.999999747378752e-05,100.0,-19.386838912963867,0.0,100.0
20,-47.87184524536133,0.0,137.0,7.082670211791992,0.2587733268737793,9.999999747378752e-05,100.0,-19.42526626586914,0.0,100.0
21,-46.850521087646484,0.0,138.0,7.002362251281738,0.2898998260498047,9.999999747378752e-05,100.0,-19.224123001098633,0.0,100.0
22,-45.97418975830078,0.0,136.0,7.311105728149414,0.240462526679039,9.999999747378752e-05,100.0,-19.394067764282227,0.0,100.0
