,eval/mean_reward,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/std,train/value_loss,eval/mean_ep_length
0,-204.54605102539062,4284.0,0.00765125872567296,0.09327374398708344,0.20000000298023224,-7.06488561630249,-0.9336209297180176,9.999999747378752e-05,0.0023128073662519455,-0.006939643528312445,0.9937981963157654,0.04648405686020851,200.0
1,-212.4696502685547,3053.0,0.00766082713380456,0.09811374545097351,0.20000000298023224,-7.000566005706787,0.47812485694885254,9.999999747378752e-05,5.196942947804928e-05,-0.006692705675959587,0.9800821542739868,0.007534393109381199,200.0
2,-193.7642822265625,2747.0,0.006855430547147989,0.0777599960565567,0.20000000298023224,-6.931318759918213,0.8288177251815796,9.999999747378752e-05,-0.007174148689955473,-0.006026232615113258,0.9674189686775208,0.003703865921124816,200.0
3,-190.58721923828125,2624.0,0.007949255406856537,0.09738311916589737,0.20000000298023224,-6.876408100128174,0.9189575910568237,9.999999747378752e-05,-0.006014818791300058,-0.007728806231170893,0.9567158818244934,0.0035304948687553406,200.0
4,-186.98638916015625,2565.0,0.008489050902426243,0.11359687149524689,0.20000000298023224,-6.827847003936768,0.9531473517417908,9.999999747378752e-05,0.003645201213657856,-0.00950586423277855,0.9473785758018494,0.0036099713761359453,200.0
5,-188.091552734375,2518.0,0.009130687452852726,0.11061500012874603,0.20000000298023224,-6.755654811859131,0.9735760688781738,9.999999747378752e-05,-0.0027213445864617825,-0.010234932415187359,0.9336954355239868,0.003673362545669079,200.0
6,-175.45375061035156,2505.0,0.010297332890331745,0.12302812188863754,0.20000000298023224,-6.663255214691162,0.9827991724014282,9.999999747378752e-05,0.002325589070096612,-0.012197430245578289,0.9163204431533813,0.003890638705343008,200.0
7,-166.61631774902344,2477.0,0.012199399061501026,0.131931871175766,0.20000000298023224,-6.560710430145264,0.9872541427612305,9.999999747378752e-05,-0.01174836978316307,-0.013186994940042496,0.8981267809867859,0.003968533594161272,200.0
8,-153.2306365966797,2456.0,0.012275204993784428,0.15017937123775482,0.20000000298023224,-6.446759223937988,0.9902726411819458,9.999999747378752e-05,-0.01877528429031372,-0.015449103899300098,0.8774706125259399,0.0038226472679525614,200.0
9,-151.6370391845703,2446.0,0.012873277999460697,0.16103874146938324,0.20000000298023224,-6.32156229019165,0.9923020005226135,9.999999747378752e-05,-0.011638371273875237,-0.016631323844194412,0.8559800982475281,0.0036296912003308535,200.0
10,-147.6597137451172,2432.0,0.014565536752343178,0.17651061713695526,0.20000000298023224,-6.189340114593506,0.9930979609489441,9.999999747378752e-05,-0.027009842917323112,-0.018611913546919823,0.8341072201728821,0.003644814481958747,200.0
11,-140.75730895996094,2427.0,0.014060702174901962,0.1874612420797348,0.20000000298023224,-6.05640172958374,0.9929414391517639,9.999999747378752e-05,-0.019736574962735176,-0.02000206708908081,0.8118377923965454,0.003502893727272749,200.0
12,-114.07502746582031,2416.0,0.015607655048370361,0.2014487385749817,0.20000000298023224,-5.910591125488281,0.9933120608329773,9.999999747378752e-05,-0.028693480417132378,-0.02105727605521679,0.78867506980896,0.0030201496556401253,200.0
