,iteration/success_rate,iteration/reward,iteration/dist_entrance,iteration/dist_bottom,algorithm_params/mean[0],algorithm_params/covariance_matrix_mean[0],algorithm_params/covariance_matrix_variance[0],algorithm_params/mean[1],algorithm_params/covariance_matrix_mean[1],algorithm_params/covariance_matrix_variance[1],algorithm_params/mean[2],algorithm_params/covariance_matrix_mean[2],algorithm_params/covariance_matrix_variance[2],algorithm_params/mean[3],algorithm_params/covariance_matrix_mean[3],algorithm_params/covariance_matrix_variance[3],algorithm_params/mean[4],algorithm_params/covariance_matrix_mean[4],algorithm_params/covariance_matrix_variance[4],algorithm_params/mean[5],algorithm_params/covariance_matrix_mean[5],algorithm_params/covariance_matrix_variance[5],algorithm_params/mean[6],algorithm_params/covariance_matrix_mean[6],algorithm_params/covariance_matrix_variance[6],algorithm_params/mean[7],algorithm_params/covariance_matrix_mean[7],algorithm_params/covariance_matrix_variance[7],algorithm_params/mean[8],algorithm_params/covariance_matrix_mean[8],algorithm_params/covariance_matrix_variance[8],algorithm_params/mean[9],algorithm_params/covariance_matrix_mean[9],algorithm_params/covariance_matrix_variance[9],algorithm_params/mean[10],algorithm_params/covariance_matrix_mean[10],algorithm_params/covariance_matrix_variance[10],algorithm_params/mean[11],algorithm_params/covariance_matrix_mean[11],algorithm_params/covariance_matrix_variance[11],iteration/success_rate_full
0,0.0,1.8610960245132446,0.4059026837348938,0.358074426651001,0.09628315269947052,0.08895571529865265,0.07522676140069962,0.5310103893280029,0.07180016487836838,0.07000954449176788,0.32889288663864136,0.07970739156007767,0.0763252004981041,-1.0825130939483643,0.08595907688140869,0.08513683825731277,-0.6035528182983398,0.07609798014163971,0.07935000211000443,0.46640586853027344,0.08259785920381546,0.07412721961736679,1.2707613706588745,0.07438687980175018,0.07961346209049225,0.21407808363437653,0.09185462445020676,0.06896290928125381,0.9612030386924744,0.07372306287288666,0.07247744500637054,0.012691935524344444,0.08675498515367508,0.08142761886119843,-0.5420452356338501,0.08102788031101227,0.07783876359462738,0.20141716301441193,0.0756513848900795,0.0740702897310257,0.0
1,0.0,1.916517734527588,0.3841091990470886,0.34894269704818726,1.4110498428344727,0.08668424934148788,0.08683408796787262,0.5386113524436951,0.06795191019773483,0.06722070276737213,1.1640840768814087,0.07408107817173004,0.08011355251073837,-0.7599691152572632,0.084342360496521,0.08490121364593506,-1.2841157913208008,0.07782972604036331,0.08434920758008957,0.28132379055023193,0.08632196485996246,0.0646626427769661,1.1971423625946045,0.06821157038211823,0.0799369141459465,-0.04456242173910141,0.08973866701126099,0.06971641629934311,0.5395579934120178,0.06766455620527267,0.06882186979055405,-0.228108748793602,0.08412761986255646,0.08026779443025589,-0.6791505217552185,0.0755186602473259,0.07591041177511215,-0.4237796664237976,0.07549229264259338,0.07434933632612228,0.0
2,0.0,1.9787806272506714,0.3596824109554291,0.33382532000541687,2.8632972240448,0.10448727011680603,0.10833127051591873,0.24424715340137482,0.056202493607997894,0.06564721465110779,1.49516761302948,0.08345319330692291,0.07398774474859238,0.9399336576461792,0.10282418876886368,0.09495949745178223,-1.7956573963165283,0.0682377815246582,0.09420045465230942,-0.254982590675354,0.07410352677106857,0.06569559872150421,1.7737098932266235,0.07618650048971176,0.08074205368757248,0.5414884090423584,0.10064603388309479,0.06695996969938278,0.9862157106399536,0.06593196094036102,0.06565713882446289,-0.3920420706272125,0.07714102417230606,0.0819854810833931,-0.5843838453292847,0.07431681454181671,0.07833857089281082,0.3663589060306549,0.08172804862260818,0.0787016749382019,0.0
3,0.0,2.01417875289917,0.3467521369457245,0.3251649737358093,3.0725340843200684,0.109955795109272,0.11864782869815826,-0.24658693373203278,0.04869012534618378,0.0683065801858902,1.118009090423584,0.07731633633375168,0.07641769200563431,2.087069034576416,0.10983800143003464,0.11521152406930923,-2.8338472843170166,0.06162528321146965,0.1152098998427391,-0.444117933511734,0.07425597310066223,0.06717194616794586,2.1318280696868896,0.086624875664711,0.08324670046567917,1.2413674592971802,0.1058025136590004,0.07149386405944824,1.1600441932678223,0.0622638538479805,0.061227455735206604,-0.07333827763795853,0.07624208927154541,0.07829193770885468,-0.592686653137207,0.06927650421857834,0.07493146508932114,0.2588600218296051,0.078841932117939,0.07523594051599503,0.0
4,0.0,2.046123504638672,0.3330651521682739,0.3200625777244568,4.6696696281433105,0.10897687077522278,0.1316707730293274,-1.0932319164276123,0.052205126732587814,0.07071284204721451,1.755884051322937,0.07734540849924088,0.0770353376865387,2.1093027591705322,0.1042516678571701,0.10490681976079941,-3.831188917160034,0.06470490992069244,0.11636462807655334,-0.10116535425186157,0.07061558216810226,0.06563333421945572,2.349667549133301,0.0887235701084137,0.08455386757850647,1.2536122798919678,0.10803408175706863,0.0737052857875824,1.5729295015335083,0.05815957114100456,0.05875646695494652,0.30070987343788147,0.07936857640743256,0.0783378928899765,-1.2751171588897705,0.06362829357385635,0.07627207785844803,0.9460561871528625,0.080464206635952,0.07381713390350342,0.0
5,0.0,2.6122357845306396,0.20769444108009338,0.19265450537204742,5.3127946853637695,0.1040990799665451,0.13933221995830536,-2.1088449954986572,0.05422501638531685,0.0727778747677803,0.7369318008422852,0.08166982233524323,0.07884649187326431,2.6231536865234375,0.10109765082597733,0.10201442241668701,-6.356807708740234,0.07631233334541321,0.13124078512191772,0.2754005491733551,0.07074671983718872,0.06251464039087296,2.7005178928375244,0.09598587453365326,0.0892820730805397,1.002011775970459,0.11255437135696411,0.06927217543125153,0.9787758588790894,0.06453265994787216,0.06171156466007233,0.10867729038000107,0.07351341843605042,0.07066754251718521,-2.6817471981048584,0.07319182902574539,0.07818729430437088,1.288272500038147,0.07886869460344315,0.07249068468809128,0.0
6,0.0,2.800203561782837,0.17078034579753876,0.15209798514842987,5.664277076721191,0.1038307324051857,0.13553400337696075,-1.9895392656326294,0.057085949927568436,0.06035780534148216,1.1219419240951538,0.07259760051965714,0.07581777125597,2.5647075176239014,0.09795624017715454,0.09883590787649155,-6.9777750968933105,0.07745030522346497,0.13760340213775635,0.054976094514131546,0.07773657143115997,0.06025097891688347,3.484915256500244,0.0964319258928299,0.09829413890838623,0.29005730152130127,0.10808569937944412,0.06548009067773819,0.6039720177650452,0.0654020756483078,0.062255859375,-0.8632327914237976,0.07150594145059586,0.08012950420379639,-3.0079987049102783,0.07545169442892075,0.07991433143615723,0.8597458004951477,0.07811219245195389,0.06815099716186523,0.0
7,0.0,2.8144497871398926,0.16709616780281067,0.14700046181678772,6.7036333084106445,0.1095612421631813,0.1432577669620514,-1.8393127918243408,0.05073041841387749,0.05210806429386139,0.5978932976722717,0.0698683112859726,0.07646269351243973,3.2151052951812744,0.09524710476398468,0.10261119902133942,-8.219917297363281,0.07714147865772247,0.14772412180900574,0.704991340637207,0.07288751751184464,0.05902673676609993,2.0715246200561523,0.08946886658668518,0.09752897918224335,1.210312843322754,0.10339999198913574,0.06651096791028976,0.04516986757516861,0.06570058315992355,0.06067341938614845,-1.1107583045959473,0.06605998426675797,0.07907586544752121,-4.008105278015137,0.0735902488231659,0.08101674169301987,1.7480791807174683,0.06999509036540985,0.06430651247501373,0.0
8,0.0,2.7262723445892334,0.18126657605171204,0.16390113532543182,7.795989990234375,0.10389572381973267,0.15573908388614655,-1.0572619438171387,0.04600606858730316,0.051112134009599686,0.33195582032203674,0.06637493520975113,0.0728524923324585,2.336534261703491,0.09616640955209732,0.10090288519859314,-8.103806495666504,0.08067145943641663,0.14916864037513733,0.29702097177505493,0.07679131627082825,0.05760752037167549,2.2975564002990723,0.08777879923582077,0.09643520414829254,-0.8423803448677063,0.10459256172180176,0.06736057996749878,-0.22134391963481903,0.06028439477086067,0.05864318832755089,-0.711391806602478,0.06350506097078323,0.07778450101613998,-4.3994975090026855,0.06895893812179565,0.07459056377410889,1.0081948041915894,0.07220518589019775,0.06086686998605728,0.0
9,0.0,3.2112479209899902,0.06964585185050964,0.09616340696811676,7.335320472717285,0.10176447778940201,0.1622866839170456,-2.3115978240966797,0.03786691650748253,0.048041827976703644,1.0948197841644287,0.0595058798789978,0.07135219871997833,4.958413600921631,0.09523404389619827,0.12063959985971451,-9.879889488220215,0.07666876167058945,0.1579301804304123,-1.6462386846542358,0.07659108191728592,0.06555836647748947,4.1065521240234375,0.08978383243083954,0.09930416196584702,-0.08305597305297852,0.10180307179689407,0.06665568798780441,0.6170756816864014,0.057657673954963684,0.05696577578783035,-0.2044411599636078,0.06686925143003464,0.07504807412624359,-4.658249855041504,0.0679439827799797,0.07397238165140152,0.09952320158481598,0.07692380249500275,0.06189042702317238,0.10000000149011612
