,eval/mean_reward,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/std,train/value_loss,eval/mean_ep_length
0,-84.50969696044922,4709.0,0.007656814530491829,0.0880768746137619,0.20000000298023224,-7.054014205932617,-1.237835168838501,9.999999747378752e-05,0.00861100759357214,-0.006325296591967344,0.9915676116943359,0.04939340054988861,200.0
1,-82.54529571533203,3156.0,0.008599553257226944,0.1109093725681305,0.20000000298023224,-6.977287769317627,0.43676847219467163,9.999999747378752e-05,-0.005389865953475237,-0.007192318793386221,0.9749946594238281,0.010222193785011768,200.0
2,-77.30474090576172,2831.0,0.008186116814613342,0.09457124769687653,0.20000000298023224,-6.872258186340332,0.82804274559021,9.999999747378752e-05,-0.012427203357219696,-0.005445392336696386,0.9545950293540955,0.004882253240793943,200.0
3,-78.5620346069336,2699.0,0.007243454456329346,0.05871937423944473,0.20000000298023224,-6.743255615234375,0.9157394766807556,9.999999747378752e-05,0.003413269529119134,-0.004230570048093796,0.929374635219574,0.0034840365406125784,200.0
4,-79.4020004272461,2625.0,0.006649987772107124,0.052588749676942825,0.20000000298023224,-6.5996599197387695,0.9577004909515381,9.999999747378752e-05,0.0014595955144613981,-0.004017923027276993,0.9032308459281921,0.002906070789322257,200.0
5,-76.62962341308594,2578.0,0.007155481725931168,0.06449812650680542,0.20000000298023224,-6.450401782989502,0.9751209616661072,9.999999747378752e-05,0.005623712204396725,-0.005516387987881899,0.8776019215583801,0.0030604558996856213,200.0
6,-77.81668090820312,2543.0,0.00926794484257698,0.08815499395132065,0.20000000298023224,-6.290271759033203,0.9845941066741943,9.999999747378752e-05,0.0016321178991347551,-0.008195549249649048,0.8503987193107605,0.0031367260962724686,200.0
7,-75.75897979736328,2517.0,0.011217610910534859,0.11277062445878983,0.20000000298023224,-6.129550457000732,0.989408016204834,9.999999747378752e-05,-0.002338139805942774,-0.011127187870442867,0.8234157562255859,0.0036332812160253525,200.0
8,-71.53327941894531,2493.0,0.012746616266667843,0.14927062392234802,0.20000000298023224,-5.954365253448486,0.9916641712188721,9.999999747378752e-05,-0.02127499133348465,-0.0157918781042099,0.7948704361915588,0.004403437487781048,200.0
9,-67.54736328125,2478.0,0.01390034519135952,0.1781187504529953,0.20000000298023224,-5.7793474197387695,0.9916966557502747,9.999999747378752e-05,-0.020338280126452446,-0.019820503890514374,0.7671777606010437,0.0051670377142727375,200.0
10,-69.56761169433594,2466.0,0.013810698874294758,0.17849811911582947,0.20000000298023224,-5.612822532653809,0.9909723997116089,9.999999747378752e-05,-0.017338015139102936,-0.019862303510308266,0.7421936988830566,0.005621215794235468,200.0
11,-56.658836364746094,2456.0,0.014662696048617363,0.18870124220848083,0.20000000298023224,-5.438903331756592,0.9907430410385132,9.999999747378752e-05,-0.02108292654156685,-0.020870963111519814,0.7169632315635681,0.005183326546102762,200.0
12,-51.280155181884766,2448.0,0.015879027545452118,0.19161811470985413,0.20000000298023224,-5.2566328048706055,0.9909601211547852,9.999999747378752e-05,-0.020661717280745506,-0.02051462233066559,0.6918007135391235,0.003946538083255291,200.0
13,-48.01469421386719,2439.0,0.014653079211711884,0.1850643754005432,0.20000000298023224,-5.063611030578613,0.9921412467956543,9.999999747378752e-05,-0.010497095063328743,-0.018664825707674026,0.6650882363319397,0.002507501980289817,200.0
14,-46.337398529052734,2432.0,0.014549452811479568,0.18451061844825745,0.20000000298023224,-4.855729103088379,0.9931170344352722,9.999999747378752e-05,-0.0024822349660098553,-0.01762395165860653,0.6379645466804504,0.0016298965783789754,200.0
15,-43.68033218383789,2424.0,0.014132057316601276,0.17919187247753143,0.20000000298023224,-4.646350860595703,0.9927956461906433,9.999999747378752e-05,-0.02473539300262928,-0.016828233376145363,0.6117133498191833,0.0011991318315267563,200.0
16,-41.32522964477539,2421.0,0.013736099004745483,0.17954187095165253,0.20000000298023224,-4.435154438018799,0.9925572872161865,9.999999747378752e-05,-0.010559880174696445,-0.016260692849755287,0.5866004824638367,0.0010262804571539164,200.0
17,-39.17851257324219,2417.0,0.014462878927588463,0.18484124541282654,0.20000000298023224,-4.225284576416016,0.9924193620681763,9.999999747378752e-05,-0.0012760816607624292,-0.016633372753858566,0.5622949004173279,0.000936055148486048,200.0
18,-35.38847351074219,2413.0,0.014905683696269989,0.18791186809539795,0.20000000298023224,-4.008018970489502,0.992203414440155,9.999999747378752e-05,-0.02371153235435486,-0.017413338646292686,0.5385622978210449,0.0008501579868607223,200.0
19,-36.267112731933594,2410.0,0.014788835309445858,0.19626374542713165,0.20000000298023224,-3.784393787384033,0.9931450486183167,9.999999747378752e-05,-0.02780449390411377,-0.018274037167429924,0.5152704119682312,0.0007282046717591584,200.0
20,-30.45071029663086,2406.0,0.016216695308685303,0.20647937059402466,0.20000000298023224,-3.5553078651428223,0.9931970238685608,9.999999747378752e-05,-0.01941988617181778,-0.019703596830368042,0.491995632648468,0.0007045129896141589,200.0
21,-30.976795196533203,2403.0,0.016363082453608513,0.21578998863697052,0.20000000298023224,-3.3196585178375244,0.9935275912284851,9.999999747378752e-05,-0.011832984164357185,-0.020963111892342567,0.46944132447242737,0.0006263444665819407,200.0
22,-27.362836837768555,2400.0,0.017671609297394753,0.2167474925518036,0.20000000298023224,-3.0836668014526367,0.9931551814079285,9.999999747378752e-05,-0.018095452338457108,-0.020499039441347122,0.44761133193969727,0.0005702960188500583,200.0
23,-25.37441635131836,2397.0,0.01658846065402031,0.21322186291217804,0.20000000298023224,-2.8482484817504883,0.9929450750350952,9.999999747378752e-05,-0.01735546998679638,-0.019940445199608803,0.42705875635147095,0.0005102445720694959,200.0
24,-24.18895721435547,2396.0,0.01695862039923668,0.21353374421596527,0.20000000298023224,-2.612699270248413,0.9926122426986694,9.999999747378752e-05,-0.028924597427248955,-0.01989433355629444,0.4073154628276825,0.00045058957766741514,200.0
25,-21.76348876953125,2393.0,0.015913281589746475,0.20837125182151794,0.20000000298023224,-2.3811769485473633,0.9918172955513,9.999999747378752e-05,-0.008613625541329384,-0.018776563927531242,0.38914287090301514,0.000410044624004513,200.0
26,-21.22690200805664,2393.0,0.015669481828808784,0.20439687371253967,0.20000000298023224,-2.1586968898773193,0.9915215373039246,9.999999747378752e-05,-0.018317552283406258,-0.018585022538900375,0.37193599343299866,0.00037467683432623744,200.0
27,-19.829818725585938,2391.0,0.01539682224392891,0.2067406177520752,0.20000000298023224,-1.9330835342407227,0.9908376336097717,9.999999747378752e-05,-0.012201855890452862,-0.01824154518544674,0.3554666340351105,0.0003375053929630667,200.0
28,-17.2794189453125,2390.0,0.01595350168645382,0.20106999576091766,0.20000000298023224,-1.7080209255218506,0.9903075098991394,9.999999747378752e-05,-0.01529628410935402,-0.016988694667816162,0.3397894501686096,0.00029736588476225734,200.0
29,-17.674774169921875,2388.0,0.016038496047258377,0.20157311856746674,0.20000000298023224,-1.4853519201278687,0.9901686310768127,9.999999747378752e-05,-0.02440970577299595,-0.01709640584886074,0.3252722918987274,0.0002593405661173165,200.0
30,-16.7585506439209,2387.0,0.015182112343609333,0.19972561299800873,0.20000000298023224,-1.2699048519134521,0.9896930456161499,9.999999747378752e-05,-0.017593566328287125,-0.01655868999660015,0.3113689124584198,0.00023315608268603683,200.0
31,-14.214691162109375,2386.0,0.016046972945332527,0.19971124827861786,0.20000000298023224,-1.053869366645813,0.9893847703933716,9.999999747378752e-05,-0.005408812779933214,-0.01647276245057583,0.2983219623565674,0.0002041967527475208,200.0
32,-13.158628463745117,2385.0,0.01556364819407463,0.19552624225616455,0.20000000298023224,-0.8427326083183289,0.9888244867324829,9.999999747378752e-05,-0.004949236288666725,-0.015660569071769714,0.2860453128814697,0.00017197895795106888,200.0
33,-11.819912910461426,2385.0,0.014901449903845787,0.19423437118530273,0.20000000298023224,-0.6364343166351318,0.9883407354354858,9.999999747378752e-05,-0.006805394310504198,-0.015392494387924671,0.27429303526878357,0.00015205939416773617,200.0
34,-11.793707847595215,2384.0,0.015495488420128822,0.19929811358451843,0.20000000298023224,-0.423514723777771,0.988844633102417,9.999999747378752e-05,-0.012197716161608696,-0.01570655219256878,0.2629583179950714,0.00013116479385644197,200.0
35,-10.831911087036133,2383.0,0.015035707503557205,0.19776000082492828,0.20000000298023224,-0.22068379819393158,0.9875858426094055,9.999999747378752e-05,-0.003521380014717579,-0.01535863522440195,0.25242552161216736,0.00012107801012462005,200.0
36,-10.281928062438965,2383.0,0.015983032062649727,0.20023749768733978,0.20000000298023224,-0.014212526381015778,0.987176239490509,9.999999747378752e-05,-0.018655039370059967,-0.01519566960632801,0.24240384995937347,0.00010892393765971065,200.0
37,-10.084039688110352,2382.0,0.016052134335041046,0.20415249466896057,0.20000000298023224,0.19012558460235596,0.9880309700965881,9.999999747378752e-05,-0.024372823536396027,-0.015561487525701523,0.23280425369739532,9.143302304437384e-05,200.0
38,-8.615574836730957,2380.0,0.016185138374567032,0.2087949961423874,0.20000000298023224,0.3943229019641876,0.987918496131897,9.999999747378752e-05,-0.011889226734638214,-0.015755482017993927,0.22311997413635254,8.234370761783794e-05,200.0
39,-8.266079902648926,2380.0,0.017068684101104736,0.21252812445163727,0.20000000298023224,0.606515645980835,0.9875654578208923,9.999999747378752e-05,-0.013436881825327873,-0.015676727518439293,0.21390710771083832,7.104319229256362e-05,200.0
