index,dist_bottom,dist_entrance,iter,rep,reward,reward_samples,seed,success_rate,success_rate_full,total_samples,ts
0,0.1385222607372409,0.18153625303900953,0.0,17.0,3.801549510408155,"[-3.4900562934333528, -3.8379805867956085, 94.90692226560108, 96.07081887595116, 94.80258200437108, -2.603369671124827, 94.21164218938293, 96.86505201427704, -3.238462149040531, -3.535834124365264]",17.0,0.0,0.0,20.0,2021-09-04 15:32:24.961974
1,0.10673497713715548,0.13090374129256738,1.0,17.0,4.024478457917512,"[-4.464962457605615, -3.7102540670091297, 95.0340831873349, -2.5847409828197225, -3.1056321456780167, -2.252570928680748, -3.8826851519287446, 97.07519005999049, -3.3208840492558918, -3.4928298326399703]",17.0,0.0,0.0,30.0,2021-09-04 15:32:25.757999
2,0.1507225038983911,0.20239822445793962,2.0,17.0,3.2690473496820394,"[-4.58803857414074, -3.3560520391171123, -2.7622942045896637, -3.2678020871233353, -2.2342652095246818, -2.725797254751971, -6.22275082185922, -4.068312273871239, -2.3560098011000976, -3.31717775722945]",17.0,0.0,0.0,40.0,2021-09-04 15:32:26.556242
3,0.12425774241779575,0.17809813234370858,3.0,17.0,3.8101414772750455,"[-5.7943208566719715, -4.299051817789891, -3.1311221704876373, -3.2364558171586966, -2.801215964701105, -2.2708655638081496, -3.0177719924344535, -2.71623800596392, -2.3853073076760376, -3.406536925273792]",17.0,0.0,0.0,50.0,2021-09-04 15:32:27.363831
4,0.14715401895705818,0.18708827314692275,4.0,17.0,3.556637395084076,"[96.87183954007394, -3.0231387650125487, -2.663037444400708, 95.68178298762922, -2.852551278546113, -3.2371232772180933, -3.0153159246307912, -3.1824747319168063, -2.421833616187898, -3.4303850354519105]",17.0,0.0,0.0,60.0,2021-09-04 15:32:28.162030
5,0.1979042143493355,0.25216752469203385,5.0,17.0,2.5208724486656426,"[-2.5866502006501646, -3.2383173891199952, 95.767493486861, -2.6643703916093315, -2.4372610624467757, -2.255031012518598, -2.944588311592596, -2.94531413889149, -3.234846282534188, -4.204000775985265]",17.0,0.0,0.0,70.0,2021-09-04 15:32:28.971334
6,0.18326527403426676,0.23614497610963775,6.0,17.0,2.6241993602010747,"[97.50285502609609, -3.320092369132032, -4.805355160324573, -3.6100875936346815, -2.474732840097714, -2.653146396616659, -4.717412245958221, -2.735213409064214, -2.667040320923159, -2.8193561820108886]",17.0,0.0,0.0,80.0,2021-09-04 15:32:29.774018
7,0.13650575415979507,0.17885164861351924,7.0,17.0,3.2533607247288505,"[-4.654668357520939, -3.1045776093032895, -2.4263754364724104, -3.1891168715370495, -3.307247037741148, -3.563161722628894, -2.8887667652746454, -3.53591954956742, -3.1971838377158766, -2.8869507244466255]",17.0,0.0,0.0,90.0,2021-09-04 15:32:30.576918
8,0.07134449469078327,0.09245240379724656,8.0,17.0,5.895886166448159,"[-4.532896679017964, -3.723279654137172, -4.431629168040064, -3.5744766188640305, -3.0082739209894434, 97.40891711375971, -2.5363099610976554, -3.1642623746011482, -2.722316299895891, -2.9582461619371045]",17.0,0.0,0.0,100.0,2021-09-04 15:32:31.374679
9,0.12669606623871277,0.17386403378628693,9.0,17.0,3.5224746465173937,"[-2.864058622087775, -4.675227680850292, -3.3609655868749897, -7.008510326390929, -3.2391732774046678, -3.622775356385048, -2.9149125905850375, -5.490579275049983, -2.7283287891369516, 94.83776336530862]",17.0,0.0,0.0,110.0,2021-09-04 15:32:32.198471
10,0.1774357315017784,0.23321939554942214,10.0,17.0,2.7624192795161067,"[93.34771265532444, -4.567968631416052, -3.8511213578446544, -4.194360276633055, -4.5717383475320315, -5.14308112552712, 95.34642781588433, 95.65986698154994, -4.176557145128175, -6.650247846184108]",17.0,0.0,0.0,120.0,2021-09-04 15:32:33.029241
11,0.1905283660506899,0.2389507421001302,11.0,17.0,2.645778296348795,"[-4.448585645861245, 95.49581715704268, -4.980054883489782, -2.656119878369001, -4.765058655568864, 96.59760357648688, -3.919690664814586, -3.4560593340306807, -3.1902996294198647, -3.553177594537082]",17.0,0.0,0.0,130.0,2021-09-04 15:32:33.836974
12,0.12353944303948781,0.17800802055304368,12.0,17.0,3.9503658467426517,"[-4.118351454067855, -3.8973195629998187, -3.961524690364371, -4.7811991665532245, -3.712472692156314, -3.561257485532242, -3.6647763172873686, -3.8765364382263976, -3.8699410842883153, -6.882414999361884]",17.0,0.0,0.0,140.0,2021-09-04 15:32:34.669979
13,0.06876313610329225,0.10347232942498745,13.0,17.0,6.484141939196208,"[-4.62840586421007, -4.498581690056489, -2.8612235512767557, -4.047393773721222, -3.8744880561313852, -2.965455013031092, -2.534743389754749, -5.876460040377592, 96.51415448390681, -3.7272680591427205]",17.0,0.0,0.0,150.0,2021-09-04 15:32:35.473538
14,0.10444620617139652,0.12672092476707994,14.0,17.0,4.615447521366819,"[-3.3987243841626653, -5.569975344551381, -4.566103803881998, -4.819391779801483, -4.144661851233354, -5.073044842079857, -4.362620632011336, -3.0626085602304194, -5.249985768300458, 95.25140730121883]",17.0,0.0,0.0,160.0,2021-09-04 15:32:36.280281
15,0.103356844875981,0.09501091520328436,15.0,17.0,5.268421888755328,"[-3.0488738554201458, -4.534872694779827, -4.472593767720455, -4.215979397783967, -3.9838691598402862, -3.694771411003763, 96.91843533101735, -4.06303352302594, -4.837997151429029, -2.783689580444734]",17.0,0.0,0.0,170.0,2021-09-04 15:32:37.095394
16,0.08059546018665154,0.08902549957166299,16.0,17.0,6.9083658828754455,"[-3.7129244304857103, -3.7660093659854166, -2.927587628417357, -2.4714929538901846, -4.472535429875762, -2.912408163485737, -4.838937949758428, -2.584815450519544, -3.2815804723400186, -3.2552712271417863]",17.0,0.0,0.0,180.0,2021-09-04 15:32:37.897122
17,0.12976294739866126,0.1855602153340392,17.0,17.0,4.218076549804924,"[-2.5829358456297786, -2.7116096296255545, -2.562547004995458, -2.596191835893537, -4.250421934142363, -4.2938035056724875, -3.7347647119416676, 96.72103756938188, -3.9496216597165272, -2.696582787875172]",17.0,0.0,0.0,190.0,2021-09-04 15:32:38.707782
18,0.09844623009341574,0.15381725759844453,18.0,17.0,5.025423500869623,"[-4.016158939270014, -3.4839212072866546, -4.104842808635683, -3.457005151794842, 97.2747016465387, -2.8234939230724834, -2.6533613370357836, -3.4541994056966008, -4.785624947900527, -3.1494938893971693]",17.0,0.0,0.0,200.0,2021-09-04 15:32:39.506212
19,0.09773068051349042,0.15258584808757836,19.0,17.0,4.559908911232072,"[95.37068398047741, 94.19841830404114, 95.8383699623678, -2.907116815456627, 93.77338650107826, -3.4401675432519796, -3.274001874238276, -4.675218129761366, -4.625624031213018, 94.68391592786583]",17.0,0.0,0.0,210.0,2021-09-04 15:32:40.307867
20,0.12879211533332116,0.1807095199528334,20.0,17.0,3.6512823138382133,"[-3.7068763612714273, -5.26247519075721, -2.671179798424135, -5.484467900520054, -2.9065502742421425, -3.412829874945242, -4.053310835663464, -3.6081687040099544, -6.512036875514899, -4.765338147925254]",17.0,0.0,0.0,220.0,2021-09-04 15:32:41.110987
21,0.14909916923349611,0.19923108715157173,21.0,17.0,3.968157671933831,"[-2.6538552835027116, -2.860254494767148, -3.200676929394966, -2.864960342643143, -4.735403510977369, -2.6616556516836263, -4.271962132923461, -4.229536115467459, -3.474403288512012, -3.8405914096333573]",17.0,0.0,0.0,230.0,2021-09-04 15:32:41.914008
22,0.12961656399685514,0.18540224751551798,22.0,17.0,4.252391460968766,"[-3.065130140565924, -5.6430587457102215, 95.96984878764185, 95.89097671114885, -5.96013082753116, -5.236111452355817, -3.577314466517227, 96.17729813383991, -4.246572684656242, -3.332495942416748]",17.0,0.0,0.0,240.0,2021-09-04 15:32:42.712436
