,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,rollout/success rate
0,118.0,-5.332404613494873,0.2174186259508133,0.9902427196502686,-0.06594784557819366,9.999999747378752e-05,0.0
