,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward,time/fps
0,0.14987879991531372,0.0006820112466812134,9.999999747378752e-05,225.0,-510.1025390625,262.0
1,0.20915402472019196,0.0005353902233764529,9.999999747378752e-05,225.0,-615.2303466796875,238.0
2,0.2694205343723297,0.0006811696221120656,9.999999747378752e-05,225.0,-525.7794799804688,218.0
3,0.31817322969436646,0.0010312425438314676,9.999999747378752e-05,225.0,-516.46484375,218.0
4,0.3828662931919098,0.0010386419016867876,9.999999747378752e-05,225.0,-631.0051879882812,211.0
5,0.4335872530937195,0.0011630408698692918,9.999999747378752e-05,225.0,-544.5203247070312,212.0
6,0.479829877614975,0.001273006317205727,9.999999747378752e-05,225.0,-490.16094970703125,209.0
7,0.5185573697090149,0.0012690778821706772,9.999999747378752e-05,225.0,-404.57977294921875,209.0
8,0.5553915500640869,0.001155806821770966,9.999999747378752e-05,225.0,-441.2638244628906,201.0
9,0.5823473930358887,0.0010180954122915864,9.999999747378752e-05,225.0,-400.2448425292969,199.0
10,0.612601637840271,0.0008406832930631936,9.999999747378752e-05,225.0,-393.49383544921875,199.0
11,0.6346017718315125,0.000832470366731286,9.999999747378752e-05,225.0,-360.20831298828125,197.0
12,0.6635739207267761,0.0008079896215349436,9.999999747378752e-05,225.0,-383.4330139160156,193.0
13,0.687433660030365,0.0006890440708957613,9.999999747378752e-05,225.0,-503.3280334472656,192.0
14,0.7151357531547546,0.000610477989539504,9.999999747378752e-05,225.0,-258.0329284667969,189.0
15,0.7410722970962524,0.0005659094313159585,9.999999747378752e-05,225.0,-290.64495849609375,189.0
16,0.7681460976600647,0.0005096934037283063,9.999999747378752e-05,225.0,-356.8215637207031,186.0
17,0.790962815284729,0.00046529024257324636,9.999999747378752e-05,225.0,-359.9044189453125,186.0
18,0.8136442303657532,0.00043002303573302925,9.999999747378752e-05,225.0,-324.61968994140625,184.0
19,0.8338364958763123,0.0004038848855998367,9.999999747378752e-05,225.0,-266.90753173828125,184.0
20,0.8568448424339294,0.0003847356711048633,9.999999747378752e-05,225.0,-229.9602508544922,184.0
21,0.8716323971748352,0.00039050308987498283,9.999999747378752e-05,225.0,-204.39498901367188,184.0
22,0.8901340961456299,0.0003554837603587657,9.999999747378752e-05,225.0,-243.97268676757812,183.0
23,0.9049011468887329,0.000369835615856573,9.999999747378752e-05,225.0,-210.58367919921875,183.0
24,0.9173235893249512,0.00035070604644715786,9.999999747378752e-05,225.0,-187.8294677734375,182.0
25,0.9281929135322571,0.00032905355328693986,9.999999747378752e-05,225.0,-170.6199493408203,182.0
26,0.939627468585968,0.0003225013497285545,9.999999747378752e-05,225.0,-172.95570373535156,181.0
27,0.9494723677635193,0.000340746424626559,9.999999747378752e-05,225.0,-156.0714111328125,181.0
28,0.9513007402420044,0.00031176977790892124,9.999999747378752e-05,225.0,-138.5758514404297,180.0
29,0.9572802186012268,0.00027578009758144617,9.999999747378752e-05,225.0,-138.603271484375,180.0
30,0.9557897448539734,0.00026886261184699833,9.999999747378752e-05,225.0,-142.42063903808594,180.0
31,0.9597629904747009,0.00031405012123286724,9.999999747378752e-05,225.0,-132.3090057373047,180.0
32,0.9648845195770264,0.00029748299857601523,9.999999747378752e-05,225.0,-138.7623748779297,179.0
33,0.9615441560745239,0.00028409226797521114,9.999999747378752e-05,225.0,-143.27757263183594,179.0
34,0.958096444606781,0.0002787380071822554,9.999999747378752e-05,225.0,-114.00381469726562,178.0
35,0.9549041986465454,0.00027008727192878723,9.999999747378752e-05,225.0,-127.42829895019531,178.0
36,0.9526071548461914,0.00027277067420072854,9.999999747378752e-05,225.0,-116.53582000732422,178.0
37,0.9400193095207214,0.00030267800320871174,9.999999747378752e-05,225.0,-122.09359741210938,178.0
38,0.9425089359283447,0.0002664999046828598,9.999999747378752e-05,225.0,-121.56356811523438,177.0
39,0.9417871832847595,0.0002539459092076868,9.999999747378752e-05,225.0,-109.5250473022461,177.0
40,0.9348177313804626,0.00026053329929709435,9.999999747378752e-05,225.0,-112.92367553710938,177.0
41,0.9341425895690918,0.0002857924555428326,9.999999747378752e-05,225.0,-94.87354278564453,177.0
42,0.9247932434082031,0.0002584815083537251,9.999999747378752e-05,225.0,-101.87076568603516,177.0
43,0.9186751246452332,0.00025995250325649977,9.999999747378752e-05,225.0,-93.16485595703125,177.0
44,0.9122764468193054,0.0002373907482251525,9.999999747378752e-05,225.0,-90.9634017944336,176.0
45,0.9064244627952576,0.00023626173788215965,9.999999747378752e-05,225.0,-105.65898895263672,176.0
46,0.9021137952804565,0.00025161667144857347,9.999999747378752e-05,225.0,-108.33303833007812,176.0
47,0.8954218626022339,0.00024931904044933617,9.999999747378752e-05,225.0,-100.46444702148438,176.0
48,0.8851177096366882,0.000233979313634336,9.999999747378752e-05,225.0,-90.14207458496094,176.0
49,0.8811805844306946,0.00022897336748428643,9.999999747378752e-05,225.0,-86.07257843017578,176.0
