,eval/mean_reward,time/fps,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_ep_length
0,100.4263916015625,90.0,-0.04351890832185745,0.0002032854245044291,9.999999747378752e-05,500.0
1,208.58560180664062,86.0,-0.13447454571723938,0.00024716401821933687,9.999999747378752e-05,500.0
2,197.13626098632812,85.0,-0.21362872421741486,0.00041718731517903507,9.999999747378752e-05,500.0
3,256.6058044433594,84.0,-0.30917462706565857,0.0005827535642310977,9.999999747378752e-05,500.0
4,248.2078094482422,84.0,-0.4177647829055786,0.0008434448391199112,9.999999747378752e-05,500.0
5,316.71484375,83.0,-0.5126247406005859,0.0011383071541786194,9.999999747378752e-05,500.0
6,260.82952880859375,82.0,-0.6202605962753296,0.0016767714405432343,9.999999747378752e-05,500.0
7,256.931884765625,81.0,-0.7173396348953247,0.0020376774482429028,9.999999747378752e-05,500.0
8,456.3916931152344,80.0,-0.8189480900764465,0.0032326302025467157,9.999999747378752e-05,500.0
9,496.7486877441406,80.0,-0.9102094173431396,0.0030977518763393164,9.999999747378752e-05,500.0
10,526.3925170898438,79.0,-0.9853888154029846,0.004362814594060183,9.999999747378752e-05,500.0
11,492.76416015625,79.0,-1.068659782409668,0.005077813286334276,9.999999747378752e-05,500.0
12,509.4463806152344,79.0,-1.1350911855697632,0.005868192762136459,9.999999747378752e-05,500.0
13,608.4144287109375,78.0,-1.1941077709197998,0.008021043613553047,9.999999747378752e-05,500.0
14,594.3526611328125,77.0,-1.2597280740737915,0.006362000480294228,9.999999747378752e-05,500.0
15,587.5225219726562,77.0,-1.325262427330017,0.0067964717745780945,9.999999747378752e-05,500.0
16,569.9888305664062,77.0,-1.3858706951141357,0.007654247805476189,9.999999747378752e-05,500.0
17,592.3294067382812,77.0,-1.4352846145629883,0.0068381791934370995,9.999999747378752e-05,500.0
18,632.6123657226562,77.0,-1.480425477027893,0.007703681476414204,9.999999747378752e-05,500.0
19,634.6026000976562,77.0,-1.5142956972122192,0.0095615079626441,9.999999747378752e-05,500.0
20,678.8614501953125,77.0,-1.5557247400283813,0.008052467368543148,9.999999747378752e-05,500.0
21,679.2597045898438,77.0,-1.5896234512329102,0.007911517284810543,9.999999747378752e-05,500.0
22,589.7890625,77.0,-1.6091481447219849,0.008967953734099865,9.999999747378752e-05,500.0
23,242.15396118164062,77.0,-1.6485110521316528,0.00845795776695013,9.999999747378752e-05,500.0
24,584.4803466796875,77.0,-1.6517603397369385,0.009500490501523018,9.999999747378752e-05,500.0
