,rollout/ep_rew_mean,rollout/success rate,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,rollout/ep_len_mean
0,-50.0,0.0,20.0,-4.961019039154053,0.2272142767906189,0.9902380108833313,-0.06627138704061508,9.999999747378752e-05,50.0
1,-50.0,0.0,27.0,-6.284218788146973,0.27095669507980347,0.9706253409385681,-0.20098918676376343,9.999999747378752e-05,50.0
2,-50.0,0.0,31.0,-7.489076137542725,0.7958390712738037,0.9514121413230896,-0.3350708782672882,9.999999747378752e-05,50.0
