index,iter,rep,reward,reward_samples,seed,success_rate,success_rate_full,total_samples,ts
0,0.0,2.0,1.9583517993222828,"[-1.8514281505111916, -2.0000402210301416, -1.887764298457197, -1.8914626518802637, -1.8936652707494137, -1.8868625080039152, -1.9706671374623288, -1.9024927917135335, -1.8814959943176333, -1.9192651557616445]",10.0,0.0,0.0,20.0,2021-09-14 17:25:17.713848
1,1.0,2.0,2.016958772255346,"[-1.9311440837367633, -1.9826844931746461, -2.008366236661026, -1.912478214574672, -1.9090932788719257, -2.0050428397803897, -1.9120239331090227, -2.0393382306056345, -1.981759946068277, 98.07535274728794]",10.0,0.0,0.0,30.0,2021-09-14 17:25:18.514262
2,2.0,2.0,2.0903380138979903,"[-2.0364072697835454, -1.9414234176754464, -2.108687803633146, -2.0280685854609013, -2.08933028950467, -1.890657817665099, -2.042294896767436, -2.0486128586231414, -2.0486521157513327, -1.91357213147903]",10.0,0.0,0.0,40.0,2021-09-14 17:25:19.319514
3,3.0,2.0,2.1140614525005397,"[-1.887654987051224, -2.066307956037111, -1.9949383176225932, -2.0247811144003687, -2.0915043468466905, -2.116871873932583, -2.0273983057377283, -2.100362625623795, -2.053778099050099, -1.9167272765809376]",10.0,0.0,0.0,50.0,2021-09-14 17:25:20.127706
4,4.0,2.0,2.4033839836721396,"[-2.1668664063811893, -2.3295097056377303, -2.0368980276673647, -2.0357064192122056, -2.106289663751615, -2.1051539438583617, -2.001733180821061, -2.4818987590107895, -1.9955384018470472, -2.0443277155644557]",10.0,0.0,0.0,60.0,2021-09-14 17:25:20.936132
5,5.0,2.0,2.7938904769060366,"[-2.4271068202644166, -2.4027017045719536, 97.66456801215705, -2.703970173027424, -2.4720261895579956, -2.354729124847321, -2.4527233084856124, -2.2736110101742555, -2.470583668524562, -2.623795887039691]",10.0,0.0,0.0,70.0,2021-09-14 17:25:21.745040
6,6.0,2.0,3.253549754196026,"[-3.3252816249787895, -2.263724337679564, 97.8984016169185, -2.974919821522822, -2.2082377953412236, -2.7072269940306826, -2.7121398839525455, -2.21583654157548, -2.671896759123331, 97.72556106391926]",10.0,0.0,0.0,80.0,2021-09-14 17:25:22.551807
7,7.0,2.0,3.3675980881602885,"[97.64274856003439, 96.6345234232344, -2.7788455109574657, -2.8045060451496577, -3.314995694882575, -2.835787456595148, 96.89619466535697, -1.9775118503127014, -2.4191958948932704, 97.53876352689471]",10.0,0.0,0.0,90.0,2021-09-14 17:25:23.404523
8,8.0,2.0,3.074258723267614,"[97.51901554967624, -3.4204134403687854, 97.89698505689475, -8.651110824891187, -3.344900525237555, -8.633992236173832, 97.79682332972331, 97.40444741405958, -3.353896431741868, 96.81119966152129]",10.0,0.0,0.2,100.0,2021-09-14 17:25:24.280379
9,9.0,2.0,3.43360938791952,"[-8.587533129347555, -2.597550369336487, -3.107998834722868, -2.6927051450273156, -3.3738906150234222, -2.926579798138651, -2.216965596247733, -2.5289456382713316, -3.3415581806062837, -2.766521391956559]",10.0,0.0,0.1,110.0,2021-09-14 17:25:25.083920
