,rollout/ep_rew_mean,rollout/success rate,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward,eval/success_rate,rollout/ep_len_mean
0,-166.2784423828125,0.0,80.0,-2.6304807662963867,0.09611428529024124,0.971706211566925,-0.1448662281036377,9.999999747378752e-05,100.0,-158.20590209960938,0.0,100.0
1,-164.17381286621094,0.0,80.0,-2.930384635925293,0.1129668802022934,0.9387508034706116,-0.31895288825035095,9.999999747378752e-05,100.0,-157.08291625976562,0.0,100.0
2,-163.47349548339844,0.0,65.0,-3.1802239418029785,0.12296218425035477,0.8965482115745544,-0.5509076714515686,9.999999747378752e-05,100.0,-158.35768127441406,0.0,100.0
3,-162.9772491455078,0.0,68.0,-3.207472562789917,0.11339927464723587,0.8661487102508545,-0.7246250510215759,9.999999747378752e-05,100.0,-160.0810089111328,0.0,100.0
4,-162.86883544921875,0.0,63.0,-3.124739646911621,0.11862003058195114,0.8272163271903992,-0.9566372632980347,9.999999747378752e-05,100.0,-158.04690551757812,0.0,100.0
5,-162.0966033935547,0.0,65.0,-2.993309497833252,0.1211729496717453,0.7991709113121033,-1.130360722541809,9.999999747378752e-05,100.0,-158.7734375,0.0,100.0
6,-161.664794921875,0.0,64.0,-2.7638611793518066,0.10275519639253616,0.7632570862770081,-1.3612847328186035,9.999999747378752e-05,100.0,-156.50755310058594,0.0,100.0
7,-161.19483947753906,0.0,63.0,-2.528383493423462,0.10888092964887619,0.7373973727226257,-1.5340766906738281,9.999999747378752e-05,100.0,-157.16351318359375,0.0,100.0
8,-161.0963134765625,0.0,63.0,-2.1085855960845947,0.10165347158908844,0.7042770981788635,-1.764094591140747,9.999999747378752e-05,100.0,-157.82980346679688,0.0,100.0
9,-160.76219177246094,0.0,62.0,-1.6443284749984741,0.09500390291213989,0.6804221868515015,-1.9372811317443848,9.999999747378752e-05,100.0,-160.9673614501953,0.0,100.0
10,-160.40750122070312,0.0,62.0,-0.9744100570678711,0.09225510060787201,0.6498721837997437,-2.166501998901367,9.999999747378752e-05,100.0,-165.06712341308594,0.0,100.0
11,-161.01974487304688,0.0,63.0,-0.31694546341896057,0.09414123743772507,0.6278641819953918,-2.3388264179229736,9.999999747378752e-05,100.0,-165.11422729492188,0.0,100.0
12,-161.1166229248047,0.0,61.0,0.6208914518356323,0.10435433685779572,0.5996766090393066,-2.567742347717285,9.999999747378752e-05,100.0,-175.37664794921875,0.0,100.0
13,-161.1130828857422,0.0,62.0,1.3414130210876465,0.13624687492847443,0.5793659090995789,-2.7394182682037354,9.999999747378752e-05,100.0,-168.66879272460938,0.0,100.0
14,-161.36062622070312,0.0,61.0,2.4262733459472656,0.17170032858848572,0.5533512234687805,-2.968822717666626,9.999999747378752e-05,100.0,-165.61349487304688,0.0,100.0
15,-161.2307891845703,0.0,62.0,3.269076347351074,0.2086789309978485,0.5346073508262634,-3.1406197547912598,9.999999747378752e-05,100.0,-174.6196746826172,0.0,100.0
16,-161.12867736816406,0.0,62.0,4.463958263397217,0.2906399667263031,0.5106058120727539,-3.3681275844573975,9.999999747378752e-05,100.0,-178.0654296875,0.0,100.0
17,-161.18333435058594,0.0,62.0,5.360091686248779,0.3758644461631775,0.4933048486709595,-3.5417704582214355,9.999999747378752e-05,100.0,-171.2719268798828,0.0,100.0
18,-160.99740600585938,0.0,61.0,6.621163368225098,0.48276013135910034,0.47114136815071106,-3.7739992141723633,9.999999747378752e-05,100.0,-188.25918579101562,0.0,100.0
19,-161.1023406982422,0.0,61.0,7.609354019165039,0.6242989897727966,0.45516738295555115,-3.944357395172119,9.999999747378752e-05,100.0,-178.5010223388672,0.0,100.0
20,-161.07180786132812,0.0,61.0,8.979135513305664,0.8339343667030334,0.4347132742404938,-4.171078681945801,9.999999747378752e-05,100.0,-185.14358520507812,0.0,100.0
21,-160.9429931640625,0.0,62.0,9.993684768676758,0.9811236262321472,0.4199841618537903,-4.343649864196777,9.999999747378752e-05,100.0,-187.0182647705078,0.0,100.0
22,-160.8220672607422,0.0,62.0,11.039419174194336,1.1495873928070068,0.40575480461120605,-4.507640838623047,9.999999747378752e-05,100.0,-188.74420166015625,0.0,100.0
23,-160.65301513671875,0.0,61.0,12.42668342590332,1.1687299013137817,0.38754740357398987,-4.734538555145264,9.999999747378752e-05,100.0,-204.5168914794922,0.0,100.0
