index,dist_bottom,dist_entrance,iter,rep,reward,reward_samples,seed,success_rate,success_rate_full,total_samples,ts
0,0.1846829444059694,0.2405765523366389,0.0,11.0,2.731216392629959,"[-5.048309010460278, -5.3384041004570575, -5.963033375644038, -2.881184947220627, -2.762028829527293, -6.957813087189884, 97.34281141230032, -5.71816656221729, -3.506859212339738, -2.6526111807945987]",11.0,0.0,0.0,20.0,2021-09-04 14:24:13.637852
1,0.16163921263099806,0.2077579921172992,1.0,11.0,3.259021752667372,"[-3.5674106161485644, -2.697358240802619, -3.2907479529007193, -3.513875903389592, -6.031966373901029, 95.63422472959948, -4.371541083471584, -4.762461420242477, -4.037302260326172, 92.50999720792153]",11.0,0.0,0.0,30.0,2021-09-04 14:24:14.441263
2,0.07325971603504138,0.09223221963645283,2.0,11.0,6.063427423800091,"[97.61820592934332, -3.983088798708686, -6.759852178719428, 97.74053540716439, -4.047778561063501, -4.024669266040857, -3.6442567243262176, -3.4993510759632787, -3.4203737906649527, 94.79747695840817]",11.0,0.0,0.0,40.0,2021-09-04 14:24:15.244989
3,0.10299217723664066,0.15419674213792678,3.0,11.0,4.380068170337126,"[95.47683380727463, -5.578651685159395, -3.955867616155458, -2.892887975042134, -4.917826216144277, 96.40177822628269, 97.13223634504786, -2.7250205200607582, -2.9148495651554187, -4.622058268476017]",11.0,0.0,0.0,50.0,2021-09-04 14:24:16.048387
4,0.175339836386483,0.22840916737086572,4.0,11.0,2.7765938328283597,"[-6.374761885754465, -3.2963155039114604, -3.5028652554756188, -3.460721529745406, -3.6517613226675243, 96.35047113557778, -4.430224887208842, 94.22068964047988, -3.0939782984778197, -2.97861920185452]",11.0,0.0,0.0,60.0,2021-09-04 14:24:16.851722
5,0.15209639528222235,0.2057802482399521,5.0,11.0,3.1814577758752587,"[-5.164315205383648, -3.0913552149468275, -4.29217702107064, -14.608921703623272, -3.775708702249889, -3.6090706524282385, -6.37472707290213, -3.857797844008126, -3.4985217778997795, -2.0198719542831967]",11.0,0.0,0.1,70.0,2021-09-04 14:24:17.655673
6,0.13008679072756055,0.11504779702257488,6.0,11.0,4.574977587945906,"[-4.337371849437901, -4.5529581587266374, -5.7506431654814305, -3.0290525287732266, -2.2297117285231938, 95.37964868818412, -3.7950891596673273, -2.7259439596254382, -5.872162346705619, -3.907319875366983]",11.0,0.0,0.0,80.0,2021-09-04 14:24:18.458115
7,0.14945466245894984,0.19355529059979662,7.0,11.0,3.327431996517005,"[-3.107621075465588, -4.603386657666729, -3.9202857892137772, -2.4705948776836277, -3.535018521515463, -3.906559425745676, 96.20918296452264, -5.8912135473230265, -3.1636256341621074, -2.5923260262687924]",11.0,0.0,0.0,90.0,2021-09-04 14:24:19.261348
8,0.1680748082188133,0.22393402422920916,8.0,11.0,2.764583880034007,"[-3.903070894717848, -2.8484223492038305, 96.4588898579965, -5.745765536147581, -3.253115153711629, -3.4788206541589246, -5.285385325427995, -4.923022059891495, -5.253067531387462, -2.650216017560144]",11.0,0.0,0.0,100.0,2021-09-04 14:24:20.066797
9,0.07294223252091968,0.11332115758159043,9.0,11.0,5.563560071414395,"[-3.4562382480992926, -2.8445769725667467, -2.4392684171577947, 94.45281514055394, 96.81202237674077, -3.1573469875926445, -3.2091022559694085, -2.784976426888069, 95.80795198016477, -5.1157848554352885]",11.0,0.0,0.0,110.0,2021-09-04 14:24:20.874921
