,eval/mean_reward,eval/success_rate,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/std,train/value_loss,eval/mean_ep_length
0,-72.19454193115234,0.0,226.0,0.003080005059018731,0.015084999613463879,0.20000000298023224,-2.8248233795166016,0.010937273502349854,9.999999747378752e-05,1.4655659198760986,-0.000517740030772984,0.9916259050369263,4.307365894317627,50.0
1,-92.16871643066406,0.0,209.0,0.006945822387933731,0.05172500014305115,0.20000000298023224,-2.8089864253997803,0.003412485122680664,9.999999747378752e-05,1.5523569583892822,-0.003924550488591194,0.9828240275382996,2.9830920696258545,50.0
2,-82.07929229736328,0.0,204.0,0.006163506302982569,0.06597999483346939,0.20000000298023224,-2.7854340076446533,0.014285683631896973,9.999999747378752e-05,1.5358712673187256,-0.004728503059595823,0.9708142280578613,2.951333522796631,50.0
3,-51.70119094848633,0.10000000149011612,201.0,0.00472534354776144,0.057339999824762344,0.20000000298023224,-2.761873722076416,-0.0036700963973999023,9.999999747378752e-05,1.757615089416504,-0.00430288165807724,0.9598093032836914,3.08651065826416,50.0
4,-32.180686950683594,0.0,200.0,0.005195372272282839,0.05844999849796295,0.20000000298023224,-2.742246627807617,0.005141615867614746,9.999999747378752e-05,0.9506973624229431,-0.004029689356684685,0.9518925547599792,2.8604214191436768,50.0
5,-52.018463134765625,0.0,199.0,0.005108018405735493,0.05223499983549118,0.20000000298023224,-2.720869302749634,0.020038723945617676,9.999999747378752e-05,1.896416425704956,-0.0029753861017525196,0.9421157836914062,2.5332350730895996,50.0
6,-31.592899322509766,0.10000000149011612,198.0,0.0059329126961529255,0.049890000373125076,0.20000000298023224,-2.715074300765991,0.01457434892654419,9.999999747378752e-05,0.9767839908599854,-0.0028826757334172726,0.9409428238868713,2.2297043800354004,50.0
7,-32.20676040649414,0.0,198.0,0.00663780327886343,0.056494999676942825,0.20000000298023224,-2.707468032836914,0.0007660984992980957,9.999999747378752e-05,0.7666406035423279,-0.003080322640016675,0.9375505447387695,1.6855875253677368,50.0
8,-2.1481804847717285,0.0,197.0,0.004938023630529642,0.05164000019431114,0.20000000298023224,-2.706237316131592,0.020274758338928223,9.999999747378752e-05,0.2591327130794525,-0.002112114103510976,0.9377222657203674,1.0397543907165527,50.0
9,-1.6627140045166016,0.10000000149011612,197.0,0.003736656391993165,0.03886500000953674,0.20000000298023224,-2.7061684131622314,0.013679027557373047,9.999999747378752e-05,0.26963528990745544,-0.0014501174446195364,0.9370890855789185,0.604410707950592,50.0
10,-2.2548608779907227,0.0,197.0,0.006645022425800562,0.06149499863386154,0.20000000298023224,-2.7082395553588867,0.024433135986328125,9.999999747378752e-05,0.07086004316806793,-0.0025016695726662874,0.9401222467422485,0.5562237501144409,50.0
11,-2.2051167488098145,0.0,197.0,0.004790108185261488,0.041419997811317444,0.20000000298023224,-2.698575735092163,0.01972883939743042,9.999999747378752e-05,-0.0020082583650946617,-0.002065144246444106,0.9337411522865295,0.26873475313186646,50.0
12,-2.2447328567504883,0.0,197.0,0.006917813792824745,0.057899996638298035,0.20000000298023224,-2.678072214126587,0.05770391225814819,9.999999747378752e-05,0.0139066893607378,-0.004190335515886545,0.9218207597732544,0.1013871505856514,50.0
13,-1.2244598865509033,0.20000000298023224,197.0,0.00454642903059721,0.03791499882936478,0.20000000298023224,-2.656175136566162,0.012088418006896973,9.999999747378752e-05,0.5127658247947693,-0.0013559722574427724,0.9113601446151733,0.18208663165569305,50.0
14,-1.2339979410171509,0.20000000298023224,196.0,0.006596588529646397,0.05299999937415123,0.20000000298023224,-2.6307168006896973,0.025895655155181885,9.999999747378752e-05,0.8413859605789185,-0.0025647468864917755,0.8984745740890503,0.22623169422149658,50.0
15,-1.7681846618652344,0.10000000149011612,196.0,0.0036484505981206894,0.04648499935865402,0.20000000298023224,-2.595001697540283,0.024094223976135254,9.999999747378752e-05,0.018207073211669922,-0.002155704889446497,0.8812747001647949,0.1880340427160263,50.0
16,-1.6998300552368164,0.10000000149011612,196.0,0.005929088685661554,0.04140999913215637,0.20000000298023224,-2.5497658252716064,0.12287509441375732,9.999999747378752e-05,0.0036567291244864464,-0.002144655678421259,0.86003178358078,0.058138128370046616,50.0
17,-1.6356265544891357,0.10000000149011612,196.0,0.003962757997214794,0.03991499915719032,0.20000000298023224,-2.497345209121704,0.18447422981262207,9.999999747378752e-05,0.03970686346292496,-0.0024714828468859196,0.8369587659835815,0.06250270456075668,50.0
18,-1.6999270915985107,0.10000000149011612,196.0,0.006117647979408503,0.05471999943256378,0.20000000298023224,-2.4360249042510986,0.4430450201034546,9.999999747378752e-05,0.01802564226090908,-0.002629622584208846,0.8110992908477783,0.01865970529615879,50.0
19,-0.5638209581375122,0.30000001192092896,195.0,0.006387776229530573,0.05048999935388565,0.20000000298023224,-2.4063456058502197,0.10817748308181763,9.999999747378752e-05,0.012736835516989231,-0.0023314522113651037,0.8048677444458008,0.15149471163749695,50.0
20,-1.175341010093689,0.20000000298023224,195.0,0.005944931413978338,0.04843999817967415,0.20000000298023224,-2.3670976161956787,0.2002083659172058,9.999999747378752e-05,-0.002337174490094185,-0.002613048767670989,0.7848435044288635,0.07126052677631378,50.0
21,-1.5359785556793213,0.10000000149011612,195.0,0.0062882984057068825,0.05354999750852585,0.20000000298023224,-2.32765793800354,0.1922246813774109,9.999999747378752e-05,0.014460336416959763,-0.00295116170309484,0.7721031904220581,0.11332084983587265,50.0
22,-0.612677276134491,0.30000001192092896,195.0,0.006373897660523653,0.060714997351169586,0.20000000298023224,-2.287088394165039,0.22332578897476196,9.999999747378752e-05,0.022325120866298676,-0.003944380208849907,0.7552832365036011,0.11588447540998459,50.0
23,-0.5783205032348633,0.30000001192092896,195.0,0.0061272489838302135,0.06904999911785126,0.20000000298023224,-2.2511870861053467,0.15640366077423096,9.999999747378752e-05,0.03787733614444733,-0.005101580638438463,0.7410919666290283,0.20620018243789673,50.0
24,1.3868112564086914,0.699999988079071,195.0,0.006789224222302437,0.06565500050783157,0.20000000298023224,-2.19085955619812,0.5270159244537354,9.999999747378752e-05,-0.0015501566231250763,-0.004380355589091778,0.7173605561256409,0.0336107462644577,50.0
25,-0.628235399723053,0.30000001192092896,195.0,0.006401642691344023,0.05906499922275543,0.20000000298023224,-2.135802984237671,0.5624788999557495,9.999999747378752e-05,-0.007611073553562164,-0.0043482230976223946,0.6987972259521484,0.03585760295391083,50.0
26,-0.13410469889640808,0.4000000059604645,194.0,0.006938972510397434,0.06212499737739563,0.20000000298023224,-2.0881338119506836,0.3972771167755127,9.999999747378752e-05,0.01771421730518341,-0.00439425790682435,0.68299800157547,0.08073493093252182,50.0
27,0.9385625123977661,0.6000000238418579,194.0,0.0070877159014344215,0.07551499456167221,0.20000000298023224,-2.026952028274536,0.5825319290161133,9.999999747378752e-05,0.03427281975746155,-0.005716977175325155,0.660836935043335,0.039388708770275116,50.0
28,0.5313324928283691,0.5,194.0,0.008269872516393661,0.06678999960422516,0.20000000298023224,-1.9634928703308105,0.5860259532928467,9.999999747378752e-05,0.017282389104366302,-0.004805768374353647,0.6404657363891602,0.03955468535423279,50.0
29,1.0412352085113525,0.6000000238418579,194.0,0.008142360486090183,0.07143499702215195,0.20000000298023224,-1.9050300121307373,0.5867418050765991,9.999999747378752e-05,0.025612425059080124,-0.005498328246176243,0.6233042478561401,0.03962913900613785,50.0
30,0.5214024782180786,0.5,194.0,0.009900454431772232,0.06993500143289566,0.20000000298023224,-1.8511161804199219,0.5988694429397583,9.999999747378752e-05,-0.028589295223355293,-0.0053766570053994656,0.6064386367797852,0.038840871304273605,50.0
31,1.630568265914917,0.699999988079071,194.0,0.009548286907374859,0.08057499676942825,0.20000000298023224,-1.787206768989563,0.635520339012146,9.999999747378752e-05,0.015548080205917358,-0.005997952539473772,0.5852974653244019,0.03561824932694435,50.0
32,2.581134557723999,0.8999999761581421,193.0,0.008202526718378067,0.07203499972820282,0.20000000298023224,-1.7328835725784302,0.6165812015533447,9.999999747378752e-05,0.024683818221092224,-0.00513711990788579,0.5713790655136108,0.03503779321908951,50.0
33,2.5878379344940186,0.8999999761581421,193.0,0.008196916431188583,0.07870499789714813,0.20000000298023224,-1.6797033548355103,0.6131505966186523,9.999999747378752e-05,0.02776419371366501,-0.005234550219029188,0.556246280670166,0.030186491087079048,50.0
34,3.20542573928833,1.0,193.0,0.00910142157226801,0.08901000022888184,0.20000000298023224,-1.6188312768936157,0.6176320314407349,9.999999747378752e-05,0.019750885665416718,-0.006471236702054739,0.5388245582580566,0.02773238532245159,50.0
35,2.7234561443328857,0.8999999761581421,193.0,0.008485601283609867,0.08140499889850616,0.20000000298023224,-1.5620636940002441,0.6225898265838623,9.999999747378752e-05,0.008412272669374943,-0.0045904070138931274,0.5246842503547668,0.025097286328673363,50.0
36,3.2669014930725098,1.0,193.0,0.007190636359155178,0.08332499861717224,0.20000000298023224,-1.5157159566879272,0.6167911291122437,9.999999747378752e-05,0.00678060669451952,-0.004667768720537424,0.5126723051071167,0.024302111938595772,50.0
37,3.214102268218994,1.0,193.0,0.007726703304797411,0.08437499403953552,0.20000000298023224,-1.459529161453247,0.6133963465690613,9.999999747378752e-05,0.015881149098277092,-0.004685153719037771,0.4979725480079651,0.020771315321326256,50.0
38,2.794327735900879,0.8999999761581421,192.0,0.00788586214184761,0.08924499899148941,0.20000000298023224,-1.404177188873291,0.6000293493270874,9.999999747378752e-05,0.017842378467321396,-0.0037661183159798384,0.4842764735221863,0.019972488284111023,50.0
39,3.472503185272217,1.0,192.0,0.009383222088217735,0.09375,0.20000000298023224,-1.3542890548706055,0.5973886847496033,9.999999747378752e-05,0.008576075546443462,-0.0037356868851929903,0.47298765182495117,0.019747240468859673,50.0
40,3.31238055229187,1.0,192.0,0.009494133293628693,0.09120500087738037,0.20000000298023224,-1.2935113906860352,0.6021468639373779,9.999999747378752e-05,-0.005117904394865036,-0.00431432668119669,0.4578166604042053,0.018182948231697083,50.0
41,3.5082449913024902,1.0,192.0,0.010305274277925491,0.09998999536037445,0.20000000298023224,-1.2314990758895874,0.6065655946731567,9.999999747378752e-05,-0.005287101957947016,-0.004191800020635128,0.4446086883544922,0.01586046628654003,50.0
42,3.493375778198242,1.0,191.0,0.010562952607870102,0.09843499958515167,0.20000000298023224,-1.1752585172653198,0.6168887615203857,9.999999747378752e-05,0.015659192577004433,-0.0029255107510834932,0.43208056688308716,0.014954663813114166,50.0
43,3.0293898582458496,0.8999999761581421,191.0,0.008986633270978928,0.09321499615907669,0.20000000298023224,-1.1169310808181763,0.6005735993385315,9.999999747378752e-05,0.005402801558375359,-0.0033163276966661215,0.4194267988204956,0.01442135963588953,50.0
44,3.5993103981018066,1.0,191.0,0.009864584542810917,0.09542999416589737,0.20000000298023224,-1.0626517534255981,0.5918499231338501,9.999999747378752e-05,-0.017111115157604218,-0.002949674613773823,0.40896499156951904,0.014772837981581688,50.0
45,3.5945446491241455,1.0,191.0,0.009054623544216156,0.09793999791145325,0.20000000298023224,-1.0179829597473145,0.5661886930465698,9.999999747378752e-05,0.03268277272582054,-0.0025291123893111944,0.3997500538825989,0.015516558662056923,50.0
46,3.670473575592041,1.0,191.0,0.009968964383006096,0.10577999800443649,0.20000000298023224,-0.9593986868858337,0.5670925378799438,9.999999747378752e-05,0.003059553913772106,-0.0028192235622555017,0.38808032870292664,0.016043653711676598,50.0
47,3.650832414627075,1.0,191.0,0.008677317760884762,0.09677499532699585,0.20000000298023224,-0.8986477255821228,0.5582849979400635,9.999999747378752e-05,-0.0006544385105371475,-0.0016803353792056441,0.37640804052352905,0.016316993162035942,50.0
