index,iter,rep,reward,reward_samples,seed,success_rate,success_rate_full,total_samples,ts
0,0.0,2.0,1.2549671010527406,"[-1.2858239408694574, -1.1364765832519421, -1.238327131573333, -1.140820887094388, 98.90810540470753, -1.1440299238788416, -1.1774296756553326, -1.129971083510864, -1.202577067270988, -1.2174782277489637]",10.0,0.0,0.0,20.0,2021-09-14 20:15:08.075030
1,1.0,2.0,1.3608513941295788,"[-1.2030161839038591, -1.2763697018114954, -1.416120178508693, -1.1922194636341885, -1.2726275610630076, -1.3028001302241043, -1.2910423925774357, -1.1911124982696883, -1.3198564508549024, 98.84066104374652]",10.0,0.0,0.0,30.0,2021-09-14 20:15:08.900737
2,2.0,2.0,1.4245068662043916,"[-1.2349096452471493, -1.4919379378576048, -1.4246723243053994, -1.2865138398616442, -1.234909993554015, -1.374629578949576, -1.2895804179741108, -1.3090648110618157, -1.2517492532020875, -1.3252937683763901]",10.0,0.0,0.0,40.0,2021-09-14 20:15:09.718615
3,3.0,2.0,1.6827049577222606,"[-1.343694071025981, -1.7769901210919041, -1.3345472099738558, -1.4171280831148019, -1.5591030158079864, -1.4566150529237831, -1.5075818423980445, -1.752226292418366, -1.546456099253045, -1.3569071510226132]",10.0,0.0,0.0,50.0,2021-09-14 20:15:10.584151
4,4.0,2.0,1.8178608972224646,"[-1.7050157189506556, -1.6081290194739915, -1.4986308897794582, -1.495600272168631, -1.9378803062647014, -1.5627182266594577, -1.6689119501877225, -1.4873128251167431, -1.7437905977870074, -1.6308495852080627]",10.0,0.0,0.0,60.0,2021-09-14 20:15:11.441329
5,5.0,2.0,1.7700649863735534,"[-1.6118814273154984, -1.6858510929589237, -1.7059418675035745, -1.9425768293232792, -1.6980894711370806, -1.7591600078293645, 98.37265586441433, -1.7160373647957938, -1.6451434022771756, -1.672034464540663]",10.0,0.0,0.0,70.0,2021-09-14 20:15:12.258995
6,6.0,2.0,1.821422227273186,"[-1.7700404596777872, 98.82867263819433, 98.22663465606988, -1.7135955075332605, -1.322753042777008, -1.574529693460006, -1.971802720499641, -1.646535207926326, -1.5590519065217625, -1.748534970251722]",10.0,0.0,0.0,80.0,2021-09-14 20:15:13.080385
7,7.0,2.0,3.017373519891014,"[-1.8005634685256013, -2.102377375317684, -1.7905742537305176, -1.7810178147406426, -2.109552230606128, -3.056628414951829, -1.6794282613501739, -3.140470557177733, -1.8369617539445326, -1.7276804141436424]",10.0,0.0,0.0,90.0,2021-09-14 20:15:13.896964
8,8.0,2.0,4.2521669907207515,"[-1.8257633271993352, -5.369862467966468, -1.873712503660803, -1.7374810168445098, 94.5280289750187, -1.71814060909843, -2.626260960688093, -1.5134716232066716, -1.8156877291620823, -1.890053166883616]",10.0,0.0,0.0,100.0,2021-09-14 20:15:14.764400
9,9.0,2.0,6.385815508765921,"[-2.6343085178963204, -6.269099684041944, -6.364591877279844, -2.8091038354636506, -2.415186751302287, -2.8561562753534853, -1.5746650082507425, 95.57850332342484, -6.440628259424942, -1.5745574181483812]",10.0,0.0,0.0,110.0,2021-09-14 20:15:15.580018
