,eval/mean_reward,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/std,train/value_loss,eval/mean_ep_length
0,-207.64964294433594,4463.0,0.00758412666618824,0.0897618755698204,0.20000000298023224,-7.069206237792969,-1.2562754154205322,9.999999747378752e-05,0.009526342153549194,-0.006498245522379875,0.9948615431785583,0.049413252621889114,200.0
1,-212.13954162597656,3011.0,0.007718831300735474,0.10007999837398529,0.20000000298023224,-7.013709545135498,0.42255592346191406,9.999999747378752e-05,0.008094237186014652,-0.006808250676840544,0.9827656745910645,0.008937790058553219,200.0
2,-203.47372436523438,2730.0,0.006937993224710226,0.07912249863147736,0.20000000298023224,-6.949647903442383,0.8183925151824951,9.999999747378752e-05,-0.017182732000947,-0.006212802138179541,0.9712215662002563,0.004347615875303745,200.0
3,-204.56199645996094,2621.0,0.007840178906917572,0.09475687146186829,0.20000000298023224,-6.8987135887146,0.9124133586883545,9.999999747378752e-05,-0.00020699482411146164,-0.008001058362424374,0.9609010815620422,0.003859740449115634,200.0
4,-192.54959106445312,2547.0,0.008396843448281288,0.11886437237262726,0.20000000298023224,-6.849793910980225,0.9566992521286011,9.999999747378752e-05,0.00805833749473095,-0.010766278952360153,0.9517874121665955,0.004037899896502495,200.0
5,-168.92697143554688,2514.0,0.01017746701836586,0.13574500381946564,0.20000000298023224,-6.7864766120910645,0.9756136536598206,9.999999747378752e-05,-0.007422333583235741,-0.013880815356969833,0.9397456049919128,0.004491027444601059,200.0
6,-166.84410095214844,2477.0,0.011792775243520737,0.16048312187194824,0.20000000298023224,-6.690269947052002,0.983715832233429,9.999999747378752e-05,-0.012706790119409561,-0.017469245940446854,0.9212387204170227,0.004613966215401888,200.0
7,-161.44528198242188,2453.0,0.014971215277910233,0.17952874302864075,0.20000000298023224,-6.580522537231445,0.9881644248962402,9.999999747378752e-05,-0.011427794583141804,-0.02030244469642639,0.9012249112129211,0.004745804239064455,200.0
8,-131.96627807617188,2445.0,0.013501117005944252,0.18597562611103058,0.20000000298023224,-6.4584059715271,0.9903534054756165,9.999999747378752e-05,-0.029765624552965164,-0.021633027121424675,0.8795172572135925,0.0042948354966938496,200.0
9,-122.68668365478516,2432.0,0.013993656262755394,0.18708749115467072,0.20000000298023224,-6.330746173858643,0.9914769530296326,9.999999747378752e-05,-0.017604632303118706,-0.02162882126867771,0.857472836971283,0.003568606451153755,200.0
10,-120.81766510009766,2427.0,0.01382605079561472,0.18349312245845795,0.20000000298023224,-6.194293975830078,0.991533637046814,9.999999747378752e-05,-0.028637750074267387,-0.02028784342110157,0.8345880508422852,0.00271985842846334,200.0
11,-105.484619140625,2414.0,0.013452237471938133,0.17815499007701874,0.20000000298023224,-6.049967288970947,0.9916088581085205,9.999999747378752e-05,0.0001653259969316423,-0.018388578668236732,0.8106175661087036,0.0018669979181140661,200.0
