,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward,eval/success_rate,rollout/success rate
0,47.0,-2.9671456813812256,0.190368190407753,0.9902357459068298,-0.03333607688546181,9.999999747378752e-05,50.0,-2027.914306640625,0.0,0.0
1,66.0,-3.722426652908325,0.10667816549539566,0.9706224799156189,-0.10082724690437317,9.999999747378752e-05,50.0,-3525.356689453125,0.0,0.0
2,65.0,-4.7906622886657715,0.1477966010570526,0.9514132142066956,-0.17009414732456207,9.999999747378752e-05,50.0,-4129.72412109375,0.0,0.0
3,73.0,-5.5747504234313965,0.8653022646903992,0.9325826168060303,-0.23013785481452942,9.999999747378752e-05,50.0,-2624.708251953125,0.0,0.0
4,72.0,-6.368200778961182,0.890044093132019,0.9141498804092407,-0.2981831431388855,9.999999747378752e-05,50.0,-2023.8453369140625,0.0,0.0
5,77.0,-7.073561191558838,1.755486249923706,0.8961076140403748,-0.3721145689487457,9.999999747378752e-05,50.0,-2427.4462890625,0.0,0.0
6,81.0,-8.023733139038086,1.0732238292694092,0.8784316182136536,-0.429614394903183,9.999999747378752e-05,50.0,-2624.967041015625,0.0,0.0
7,80.0,-8.602250099182129,0.24268126487731934,0.8611050844192505,-0.48586493730545044,9.999999747378752e-05,50.0,-2228.08935546875,0.0,0.0
8,82.0,-9.157536506652832,5.068652153015137,0.8441346883773804,-0.577353298664093,9.999999747378752e-05,50.0,-4224.24853515625,0.0,0.0
9,81.0,-9.985818862915039,1.3180255889892578,0.8275032639503479,-0.6131533980369568,9.999999747378752e-05,50.0,-720.6864013671875,0.0,0.0
10,83.0,-10.59524917602539,1.9364831447601318,0.8111773133277893,-0.6942547559738159,9.999999747378752e-05,50.0,-2026.654052734375,0.0,0.0
11,85.0,-11.135481834411621,2.0657825469970703,0.7951779365539551,-0.7575648427009583,9.999999747378752e-05,50.0,-4027.524658203125,0.0,0.02083333395421505
12,83.0,-11.353721618652344,0.44332295656204224,0.7795526385307312,-0.815150260925293,9.999999747378752e-05,50.0,-970.9638671875,0.10000000149011612,0.01923076994717121
13,85.0,-12.059449195861816,2.6849470138549805,0.7641737461090088,-0.8878814578056335,9.999999747378752e-05,50.0,-2231.132080078125,0.0,0.0357142873108387
14,84.0,-12.688590049743652,0.31633317470550537,0.7491310238838196,-0.9239069223403931,9.999999747378752e-05,50.0,-1331.527099609375,0.0,0.03333333507180214
