index,iter,rep,reward,reward_samples,seed,success_rate,success_rate_full,total_samples,ts
0,0.0,1.0,1.1926241386464975,"[-1.21632019179806, -1.1249764175913004, -1.2093367683558933, -1.2138310297724626, -1.0987089111341473, -1.1431110305173318, -1.108923913234622, 98.4670746600532, -1.2201417798812322, -1.1494688568703253]",5.0,0.0,0.0,20.0,2021-09-14 19:49:24.616921
1,1.0,1.0,1.1777419552685822,"[-1.202683833145366, -1.2717288684114803, -1.3041332895666722, -1.1635173070575597, -1.1669087892346726, -1.1779510532199364, -1.254629016653257, -1.1846487726983093, -1.184691974270793, -1.1893042760899752]",5.0,0.0,0.0,30.0,2021-09-14 19:49:25.417693
2,2.0,1.0,1.3266112242454309,"[-1.3999807287236532, 98.67619773615785, -1.122951461175249, -1.1690629285919756, -1.2424918563024019, -1.342272479772953, -1.1498153560561524, -1.2704739930907003, -1.2641848731365068, -1.2823998457881245]",5.0,0.0,0.0,40.0,2021-09-14 19:49:26.222777
3,3.0,1.0,1.3337100411894396,"[-1.1482979033818408, -1.228312722988487, -1.2131682771485865, -1.335165815420469, -1.2614766823150747, -1.2257006118994438, -1.320371288681275, -1.3240594779663166, -1.3653714785634854, -1.179171725552553]",5.0,0.0,0.0,50.0,2021-09-14 19:49:27.027072
4,4.0,1.0,1.447213624715599,"[-1.4496652167984758, 98.67809281080234, -1.3246150316738496, -1.3754743426375184, -1.338831424952369, -1.346284894229793, -1.3457521462015563, 98.66510486946649, -1.5096877307002567, 98.66960943042578]",5.0,0.0,0.0,60.0,2021-09-14 19:49:27.832595
5,5.0,1.0,1.3699454758410499,"[98.44846227279585, 98.65520507677927, -1.376001518732622, -1.3298462837222533, -1.2516310844097913, -1.3838755356560168, 98.67728783157243, -1.362720606175079, -1.337170551528516, -1.5366218415206503]",5.0,0.0,0.0,70.0,2021-09-14 19:49:28.638117
6,6.0,1.0,1.6588296642345017,"[-1.6318700315786394, 98.50253543629447, 98.63317753984339, -1.6200258241391416, 98.603510669857, -1.593892836319813, -1.5188948700700442, -1.4552427089897475, -1.464121890087797, -1.1179014541459293]",5.0,0.0,0.0,80.0,2021-09-14 19:49:29.438025
7,7.0,1.0,1.5299460568600958,"[-1.597429445989091, -1.471612800212976, -1.453397526279148, -1.4990096967303577, -1.440370223337513, -1.6616795392424417, -1.405896923610701, -1.340186149030785, 98.27403853443855, -1.4409300937487315]",5.0,0.0,0.0,90.0,2021-09-14 19:49:30.243345
8,8.0,1.0,1.6298194609792689,"[-1.4156201001871145, -1.3221869296721842, -1.4163535331724264, -1.326146321004546, -1.2309398626850554, -1.5743862546173875, -1.3725570004379186, -1.5020324443195572, -1.4016467535989916, -1.5273114839380981]",5.0,0.0,0.0,100.0,2021-09-14 19:49:31.047360
9,9.0,1.0,1.864903756409112,"[-1.4994635618998218, -1.4202369505456076, -1.9621717654478363, -1.4013554483389619, -1.494266123242413, -1.8797946836410266, -1.6629388670352463, -1.5227521283344494, 98.52384502925777, -1.4892330242073832]",5.0,0.0,0.0,110.0,2021-09-14 19:49:31.860801
10,10.0,1.0,2.36527467772841,"[-2.125179960130142, -1.8708772157692954, -1.7504368081915194, -1.4541348163640087, -2.2786943738039485, -1.5475662923659568, -1.9885680493040168, -1.4071014962357113, -1.5695912287090015, -1.6083625952106664]",5.0,0.0,0.0,120.0,2021-09-14 19:49:32.659998
11,11.0,1.0,4.233384727811041,"[98.50390296016876, 98.14705931815153, -1.7669072074400523, -1.5742043679181186, -1.5405353752747588, -2.123873389029307, -1.7653540295013235, -1.3842908541649819, -1.5440615484800773, -1.4583179358039122]",5.0,0.0,0.0,130.0,2021-09-14 19:49:33.464839
12,12.0,1.0,3.2861260147820426,"[-1.7042488717639963, -2.126560658233953, -1.8259476919972026, -4.1446070112091915, -1.930006864299432, 98.41739349844718, -1.5465690476053446, -2.038441131591332, 97.56093400606969, -1.8220899689321295]",5.0,0.0,0.0,140.0,2021-09-14 19:49:34.269352
13,13.0,1.0,2.320885488666517,"[-2.4502844505162167, 98.60365041364969, -1.8750476444411164, 98.63798099302413, -1.937566209436341, -1.7180906973868912, -1.51682987420659, 98.68894356975805, -1.4065686709922725, -1.6563418451191405]",5.0,0.0,0.0,150.0,2021-09-14 19:49:35.077741
14,14.0,1.0,4.903198746963341,"[-1.5325989582473503, -1.614151432473123, -1.3819186325299282, -3.364757110136422, 98.6353916000676, -1.7996376463090975, -1.7320163051115052, -1.5525820018068877, -5.331079601368914, -2.007505189417717]",5.0,0.0,0.0,160.0,2021-09-14 19:49:35.928252
15,15.0,1.0,7.499312301682024,"[-3.858326874258668, -1.338107907134941, -3.210062554662465, -2.0867357007500704, 98.6312805047094, -1.9878348326872723, -4.090310346863624, -7.074341685856474, -2.701215263823137, -3.118470765812128]",5.0,0.0,0.0,170.0,2021-09-14 19:49:36.758769
16,16.0,1.0,5.716885682111419,"[-14.689974312553389, 98.67462315287561, -7.394097541869746, -3.2154679378469866, -3.248905928755094, -1.5483652445863638, -7.561398706456934, -4.961593029902743, -5.171759830185116, -1.6219603739116493]",5.0,0.0,0.1,180.0,2021-09-14 19:49:37.566179
17,17.0,1.0,4.291709376034645,"[-14.727804020078825, -6.261441607380731, -14.671990614884958, -4.509781543761502, 98.41564659437516, -6.710168731388573, -5.7709408834773095, 98.69226718450122, -2.57678534140584, -7.39478309774738]",5.0,0.0,0.2,190.0,2021-09-14 19:49:38.379320
18,18.0,1.0,3.4386031243971167,"[-2.121725972282879, -1.8622321720722508, 98.56049853323034, -3.225362492068666, -14.908167214614913, -3.4822657814879325, -1.2535975431041404, -3.201728858562902, -7.526274805406451, -6.409813872620343]",5.0,0.0,0.1,200.0,2021-09-14 19:49:39.195497
19,19.0,1.0,5.065612618546478,"[-3.263720469630489, 97.88409295349844, -3.163306924694478, -15.064874336279804, -1.5685757466802461, -3.3979245646533567, 98.4929236548725, -1.8818272367459312, -2.4741464120221894, 97.50640373358813]",5.0,0.0,0.1,210.0,2021-09-14 19:49:40.043521
20,20.0,1.0,14.837945548110278,"[92.40468322215364, -4.140279325487053, -15.150225087560765, -1.6941667105683713, -7.111489899537535, -3.533818157395029, -8.01325131153074, -3.346147095481575, -4.216612761230526, -2.252484135773172]",5.0,1.0,0.1,220.0,2021-09-14 19:49:40.856716
21,21.0,1.0,4.871864754768675,"[-2.232768584473724, -1.4614816401009691, 97.58777133629586, -2.1065288385639844, -2.9540543372132477, -6.777669963740257, -4.007163759126022, -3.192138975665151, -1.3440379609409603, -16.02332532585308]",5.0,0.0,0.1,230.0,2021-09-14 19:49:41.661336
22,22.0,1.0,14.64638252018925,"[-2.7606479433300235, -4.768873090396502, -4.19081902014293, -3.1138439584665116, -7.700599757952677, -6.204425422632498, -3.434925476797546, -2.1204885389871646, -7.3053818344105395, -1.9829961997956465]",5.0,1.0,0.0,240.0,2021-09-14 19:49:42.470587
23,23.0,1.0,7.696600869350806,"[-1.3141624041731264, -3.3817248857601148, -3.606726799244687, -4.091451545219109, -3.7659580309376537, -1.5186653298593429, -1.453294681958139, -7.152159501840006, -1.3798884171422785, -14.945326956705301]",5.0,0.0,0.1,250.0,2021-09-14 19:49:43.305713
24,24.0,1.0,4.773822936066186,"[-1.3329005752854035, -1.3673896521117224, -1.3125300670306905, 98.67719394333172, -3.2052282911322028, -5.7625829216400435, -1.9760807788524697, -7.30942897246974, -5.309097659638649, 98.5660175623875]",5.0,0.0,0.0,260.0,2021-09-14 19:49:44.113832
25,25.0,1.0,7.661179676569162,"[-1.8712359032177606, -15.03039274028578, -3.4803429094086136, -6.388327301335473, -1.7023147910915954, -7.58307051099468, -5.411767669575605, -1.7505057883313286, -1.478831061247889, -6.048043155279118]",5.0,0.0,0.1,270.0,2021-09-14 19:49:44.928759
26,26.0,1.0,5.70042690214477,"[-1.480544348186757, -3.1196958161199184, -5.527737101462707, -5.5975893222163755, -3.84129669354844, -3.8963936003970376, -3.3381376686292024, -3.2748958894072455, -3.5212817102946383, -2.21861852251703]",5.0,0.0,0.0,280.0,2021-09-14 19:49:45.733937
27,27.0,1.0,6.836211009699281,"[-3.7523090080176256, -3.4993639200073066, -5.062065823021827, -3.802167735047811, -4.705946571441496, -2.4506433332694533, -2.8549831849243246, -7.121994605748498, -4.043904649345816, -7.047787395784527]",5.0,0.0,0.0,290.0,2021-09-14 19:49:46.537603
28,28.0,1.0,15.949735350995198,"[-1.5663872730077706, -7.502217286637692, -3.6834099442951054, -7.238697470756001, -14.750454855594857, -6.669885378053779, -3.222320330657941, -5.853096647787058, -7.678988408385671, -6.7525900352985095]",5.0,1.0,0.1,300.0,2021-09-14 19:49:47.382162
29,29.0,1.0,14.786637994876651,"[-7.535412396055589, -7.3761605350110555, -3.870590048940053, -7.527223868345755, -3.8690490103519375, -2.348881971984695, -4.670654254868959, -6.421028962177384, -14.607234469066718, -6.001480922891939]",5.0,1.0,0.1,310.0,2021-09-14 19:49:48.195174
30,30.0,1.0,7.908692449811425,"[-6.676812455679604, -14.616014450330074, -5.248502598119211, -7.388988860699734, -5.108900368768779, -7.409219657521552, -4.539172375339295, -5.951373605442928, -6.3202719133774, -4.580921330946096]",5.0,0.0,0.1,320.0,2021-09-14 19:49:49.007426
31,31.0,1.0,14.709912689547092,"[-6.250892434148195, -6.525356317841357, -5.15220213802807, -6.246844630834056, -7.208104101899058, -7.528816146674065, -5.875459751493383, -7.375480903641994, -7.3435016185150115, -6.097053912370748]",5.0,1.0,0.0,330.0,2021-09-14 19:49:49.818584
32,32.0,1.0,14.551014894355342,"[-7.931286884954332, -4.1790171690249425, -15.043040873114133, -7.324507563998707, -7.0299214094640154, -7.42097314847102, -5.058106057288742, -14.566401677684853, -7.5961765273778745, -14.94683294471109]",5.0,1.0,0.3,340.0,2021-09-14 19:49:50.636787
33,33.0,1.0,14.472107686933988,"[-5.57235653684038, -7.689350373440101, -7.102665601362068, -14.990988691571653, -6.039922387383772, -3.140077337810868, -6.174781528701615, -4.157737011520442, -6.664420155017204, -7.6782753533473675]",5.0,1.0,0.1,350.0,2021-09-14 19:49:51.449033
