index,iter,rep,reward,reward_samples,seed,success_rate,success_rate_full,total_samples,ts
0,0.0,4.0,-1.1121725298361833,"[1.1530525338881046, 1.1752476633773614, 1.1407189692167086, 1.12804544323489, 1.1744261690138018, 1.1418335280740155, 1.0837669068596132, 1.18545449347462, 1.13862042723693, 1.1403415856735626]",20.0,0.0,0.0,20.0,2021-09-14 18:58:02.420779
1,1.0,4.0,-1.04195156768381,"[1.135365554789569, 1.06246057791231, 1.0267723343163138, 1.041035722825373, 1.1415629488412167, 1.1656973708763023, 1.1487862236724986, 1.1184670473346339, 1.157870356890641, 1.1761363038326689]",20.0,0.0,0.0,30.0,2021-09-14 18:58:03.212643
2,2.0,4.0,-0.940688203529763,"[0.9388760578595304, 1.1069939243936495, 1.0098612654925905, 1.1659678030316438, 1.0964629181509025, 0.9472140771823431, 0.9903933411426795, 0.9846673834036394, 0.958688546337425, 1.0865883295365404]",20.0,0.0,0.0,40.0,2021-09-14 18:58:04.056074
3,3.0,4.0,-0.9093099416341492,"[0.9849434701661077, 0.9702673691520948, 0.9411458364889329, 0.9378914063264763, 0.9029118634110166, 0.8519445336584573, 100.97803886006918, 0.8986554568816268, 1.0093088110361794, 1.074832556003871]",20.0,0.0,0.0,50.0,2021-09-14 18:58:04.853663
4,4.0,4.0,-0.8983321697438355,"[1.0502301279264774, 0.9061798461129172, 1.175679008713708, 0.965600679146037, 101.00877707880397, 0.9238055922179769, 0.9452027963776813, 101.040312416598, 0.8929344134511674, 0.6228111653559345]",20.0,0.0,0.0,60.0,2021-09-14 18:58:05.655362
5,5.0,4.0,-0.7512401375249343,"[0.5238629034351723, 0.9152892489584494, 0.9628827403043408, 1.0838450687214463, 0.8504050277330324, 0.9935393154659995, 101.0333205900142, 0.9956346103042947, 0.9911885702662278, 0.9425534721969351]",20.0,0.0,0.0,70.0,2021-09-14 18:58:06.455291
6,6.0,4.0,-0.6670117007603572,"[0.8527722367907995, 0.3996873383334104, 0.8963301431495747, 0.8742350376161281, 0.5560853195983011, 0.8054109123027458, 0.594730472539483, 1.0687088579036175, 0.8990855955235455, 0.9578238467697837]",20.0,0.0,0.0,80.0,2021-09-14 18:58:07.273996
7,7.0,4.0,-0.3580687088508491,"[0.7498479956322199, 0.8663687455155281, 0.9086184756029615, 0.6959511687726269, 0.6621705537813949, 0.34243573012558504, 0.8779529868215467, 0.8722685313313764, 0.27286267067487996, 0.6462393089274421]",20.0,0.0,0.0,90.0,2021-09-14 18:58:08.118002
8,8.0,4.0,-0.3764194980821632,"[100.78087753338224, 0.27915461811426323, 0.5083297317092643, 0.43204916250575487, 0.25822800011651553, 0.8310906165033766, 0.4800874417706997, 0.5212940741899916, 0.9140201122513973, 0.8957406742940988]",20.0,0.0,0.0,100.0,2021-09-14 18:58:08.964566
9,9.0,4.0,-0.16387347674990646,"[0.7515501263569636, 0.2314277834429555, 100.63155886925492, 0.7201266843940031, 0.8883527552530784, 0.16283348996269592, 0.28300053840293027, 0.2699963532178631, 0.39258075488573557, 0.3477302298103384]",20.0,0.0,0.0,110.0,2021-09-14 18:58:09.802572
