,iteration/success_rate,iteration/reward,iteration/dist_entrance,iteration/dist_bottom,algorithm_params/mean[0],algorithm_params/covariance_matrix_mean[0],algorithm_params/covariance_matrix_variance[0],algorithm_params/mean[1],algorithm_params/covariance_matrix_mean[1],algorithm_params/covariance_matrix_variance[1],algorithm_params/mean[2],algorithm_params/covariance_matrix_mean[2],algorithm_params/covariance_matrix_variance[2],algorithm_params/mean[3],algorithm_params/covariance_matrix_mean[3],algorithm_params/covariance_matrix_variance[3],algorithm_params/mean[4],algorithm_params/covariance_matrix_mean[4],algorithm_params/covariance_matrix_variance[4],algorithm_params/mean[5],algorithm_params/covariance_matrix_mean[5],algorithm_params/covariance_matrix_variance[5],algorithm_params/mean[6],algorithm_params/covariance_matrix_mean[6],algorithm_params/covariance_matrix_variance[6],algorithm_params/mean[7],algorithm_params/covariance_matrix_mean[7],algorithm_params/covariance_matrix_variance[7],algorithm_params/mean[8],algorithm_params/covariance_matrix_mean[8],algorithm_params/covariance_matrix_variance[8],algorithm_params/mean[9],algorithm_params/covariance_matrix_mean[9],algorithm_params/covariance_matrix_variance[9],iteration/success_rate_full
0,0.0,-58.452571868896484,0.38458728790283203,0.35004714131355286,1.4955270290374756,0.10015180706977844,0.08920279890298843,1.6224584579467773,0.09216317534446716,0.09410780668258667,0.2808662950992584,0.10915202647447586,0.0917668342590332,0.09081953763961792,0.10534259676933289,0.0804520770907402,-0.7281613349914551,0.10902225971221924,0.09753092378377914,0.41402536630630493,0.09548715502023697,0.08789392560720444,-0.8302769660949707,0.12553605437278748,0.08816950768232346,0.2836504578590393,0.09714624285697937,0.08871566504240036,0.9140879511833191,0.10827337205410004,0.0914032980799675,0.1437322348356247,0.1020406186580658,0.08363378793001175,0.0
1,0.0,-56.761287689208984,0.35510680079460144,0.3361263871192932,3.1933748722076416,0.10694672167301178,0.11104608327150345,2.5385661125183105,0.09753242135047913,0.10230126231908798,0.23510491847991943,0.10816892981529236,0.09162163734436035,-0.30879876017570496,0.10772164911031723,0.08071116358041763,-1.2268251180648804,0.1138845682144165,0.09733384102582932,0.4850797951221466,0.09266848117113113,0.08221114426851273,-0.6571344137191772,0.12983819842338562,0.09010141342878342,1.3720364570617676,0.10554447025060654,0.0934939906001091,0.6893643736839294,0.10340537130832672,0.0949288159608841,-0.7184159159660339,0.0890900045633316,0.08008916676044464,0.0
2,0.0,-55.91969680786133,0.34104669094085693,0.3279264569282532,4.089963436126709,0.11828829348087311,0.10873767733573914,2.5044283866882324,0.10610056668519974,0.10334862023591995,-0.18893447518348694,0.10459279268980026,0.09051673114299774,-0.047625888139009476,0.11224842071533203,0.07881477475166321,-1.1531051397323608,0.11788257956504822,0.09351765364408493,0.16076838970184326,0.08772965520620346,0.08003845065832138,-0.5058572292327881,0.1314738243818283,0.08823902904987335,1.568711757659912,0.10880527645349503,0.08671493828296661,1.869681715965271,0.11498620361089706,0.09925295412540436,-0.4849768579006195,0.09348083287477493,0.07539194822311401,0.0
3,0.0,-54.63680648803711,0.32095107436180115,0.3127034604549408,4.49679708480835,0.11583579331636429,0.09288719296455383,1.9534848928451538,0.10635380446910858,0.09662771970033646,-1.0627288818359375,0.1149236410856247,0.09920316189527512,-1.2677221298217773,0.12822939455509186,0.0882757157087326,-1.8981722593307495,0.1308276355266571,0.08636084198951721,0.8594545722007751,0.06582711637020111,0.07690881937742233,-1.6429545879364014,0.13974767923355103,0.09573058038949966,1.9125478267669678,0.10498503595590591,0.08670231699943542,2.140369415283203,0.11101239174604416,0.10789796710014343,-1.2995365858078003,0.10724058747291565,0.07453391700983047,0.0
4,0.0,-53.96791458129883,0.320717453956604,0.2811489403247833,5.482752323150635,0.09479019790887833,0.11136136949062347,1.6075778007507324,0.10387453436851501,0.09522713720798492,-0.7239546179771423,0.12753814458847046,0.09413114190101624,-1.7100211381912231,0.12335757166147232,0.09364128112792969,-2.8659539222717285,0.1301557570695877,0.09566588699817657,1.7422505617141724,0.053959205746650696,0.08629640191793442,-1.2935115098953247,0.13690461218357086,0.09791018068790436,1.9659174680709839,0.1002693623304367,0.08041446655988693,0.7923223972320557,0.09966523945331573,0.11664394289255142,-1.8355810642242432,0.12299137562513351,0.076411172747612,0.0
5,0.0,-53.70992660522461,0.29917141795158386,0.2593108117580414,5.176816940307617,0.07979223132133484,0.11393620818853378,1.4223178625106812,0.11383868753910065,0.08860711753368378,-2.2032766342163086,0.1504715532064438,0.10154420137405396,-2.9518940448760986,0.14252568781375885,0.10901409387588501,-2.731546640396118,0.13900208473205566,0.09829292446374893,1.8995752334594727,0.04357060790061951,0.07542454451322556,-1.7123481035232544,0.14914748072624207,0.09417637437582016,2.058960437774658,0.0856819674372673,0.07842296361923218,0.8567748069763184,0.0979439988732338,0.11370766162872314,-2.31618332862854,0.13634715974330902,0.0799243152141571,0.0
6,0.0,-53.83512496948242,0.2551707923412323,0.2135247439146042,5.206602573394775,0.08039655536413193,0.1101439893245697,2.3063712120056152,0.1175747662782669,0.08421322703361511,-2.55401873588562,0.15135544538497925,0.11018668860197067,-3.633000373840332,0.14408713579177856,0.11811207234859467,-2.512115001678467,0.1396833062171936,0.09456688910722733,3.3255860805511475,0.03374497592449188,0.08677632361650467,-1.2550828456878662,0.14890864491462708,0.09562297910451889,1.7651511430740356,0.09109224379062653,0.07433000206947327,1.53937566280365,0.09673157334327698,0.1099301129579544,-2.5745537281036377,0.13776110112667084,0.08149620145559311,0.0
7,0.0,-54.46982192993164,0.1340826004743576,0.09385049343109131,5.3486857414245605,0.08411391824483871,0.10816358029842377,2.0340516567230225,0.10258456319570541,0.08649527281522751,-3.0464696884155273,0.14181381464004517,0.12240687012672424,-4.933949947357178,0.13600203394889832,0.15603294968605042,-2.6478681564331055,0.11199211329221725,0.09084759652614594,4.243257522583008,0.02134893275797367,0.10967042297124863,-0.1850953996181488,0.12897072732448578,0.10032328218221664,2.2342519760131836,0.058539874851703644,0.06616098433732986,1.529136300086975,0.086414635181427,0.10483186691999435,-3.5726280212402344,0.11315833777189255,0.09001772850751877,0.0
8,0.0,-51.23527145385742,0.0534607395529747,0.10778786242008209,6.5763044357299805,0.08208546042442322,0.11338673532009125,0.9229350090026855,0.10870636254549026,0.0944197028875351,-3.157017469406128,0.14414644241333008,0.11930371075868607,-5.37374210357666,0.14207695424556732,0.1713571697473526,-3.3013248443603516,0.11813892424106598,0.09271005541086197,3.3466744422912598,0.023628057911992073,0.10935035347938538,-0.239801824092865,0.1273617297410965,0.10011651366949081,2.4967567920684814,0.0599033460021019,0.06535203009843826,2.563753366470337,0.07495909929275513,0.10477372258901596,-3.2511072158813477,0.11160933971405029,0.08260093629360199,0.0
9,0.0,-51.6015510559082,0.06134771928191185,0.11080506443977356,6.440845489501953,0.08773345500230789,0.12343713641166687,-0.136445090174675,0.10928178578615189,0.09790055453777313,-2.2095913887023926,0.1472170352935791,0.10571147501468658,-4.380555152893066,0.14228010177612305,0.16686159372329712,-3.52559757232666,0.11396263539791107,0.09479837864637375,3.2442822456359863,0.018448524177074432,0.10859347134828568,1.2813667058944702,0.12260254472494125,0.11307120323181152,2.093419313430786,0.05438201501965523,0.06302301585674286,3.248577356338501,0.08153121173381805,0.10793217271566391,-3.1076622009277344,0.10428859293460846,0.07944431900978088,0.10000000149011612
10,1.0,628.557861328125,0.02473447658121586,0.019887283444404602,6.08703088760376,0.08587495237588882,0.11883819103240967,-0.35405752062797546,0.10405348241329193,0.10457414388656616,-1.0943503379821777,0.1554335057735443,0.10541325807571411,-3.5544092655181885,0.14255689084529877,0.1634099930524826,-4.345954895019531,0.10114990174770355,0.09560080617666245,4.204423427581787,0.03199656307697296,0.10470868647098541,0.9479933381080627,0.12757736444473267,0.11031602323055267,2.1124069690704346,0.05433279648423195,0.05488410219550133,4.352606773376465,0.08607443422079086,0.11557476222515106,-2.6105504035949707,0.09754112362861633,0.07571195811033249,0.20000000298023224
11,0.0,-23.379236221313477,0.08420403301715851,0.09004440158605576,6.1143364906311035,0.08638286590576172,0.11652574688196182,-0.08190606534481049,0.09810274839401245,0.1084270253777504,-2.005411148071289,0.1523733139038086,0.1087494045495987,-3.7181575298309326,0.13497868180274963,0.1602897047996521,-4.562986850738525,0.09492287784814835,0.09745319932699203,4.770397186279297,0.03292551636695862,0.10910993069410324,1.6723297834396362,0.12419749796390533,0.11206575483083725,3.202962875366211,0.05999771133065224,0.04681696370244026,4.775533676147461,0.07989183068275452,0.11553169786930084,-2.772810220718384,0.09217900037765503,0.07335124909877777,0.0
12,0.0,-52.43911361694336,0.06558725237846375,0.1145431399345398,5.261307716369629,0.08935555070638657,0.10997810959815979,-0.1444033831357956,0.08308283239603043,0.08968676626682281,-2.525407075881958,0.15021011233329773,0.11129509657621384,-5.062529563903809,0.13190127909183502,0.1725108027458191,-3.0638303756713867,0.08432379364967346,0.09401481598615646,4.596948623657227,0.040616780519485474,0.10521869361400604,2.087341785430908,0.12434491515159607,0.1145457997918129,2.4640731811523438,0.050717901438474655,0.045141398906707764,6.22066593170166,0.08725205808877945,0.13334199786186218,-3.541071653366089,0.07873699814081192,0.07093162089586258,0.10000000149011612
13,1.0,589.1367797851562,0.00998239777982235,0.013309301808476448,5.7773308753967285,0.08612393587827682,0.10555204749107361,0.9253824353218079,0.08129894733428955,0.08289103955030441,-2.563897132873535,0.13496872782707214,0.10452194511890411,-5.188852787017822,0.11425910890102386,0.1580352932214737,-3.2040600776672363,0.0929013267159462,0.08662868291139603,5.106449604034424,0.050053298473358154,0.10420022159814835,3.096738815307617,0.1250779628753662,0.11361531913280487,2.553217887878418,0.03755771741271019,0.042958442121744156,6.634073257446289,0.10125058889389038,0.13650895655155182,-2.8572897911071777,0.08757954835891724,0.06727348268032074,0.10000000149011612
14,0.0,-51.8862190246582,0.09885308891534805,0.14967414736747742,6.984907627105713,0.09309697896242142,0.11184696853160858,0.972367525100708,0.08101805299520493,0.07417836785316467,-3.195909261703491,0.1276390254497528,0.10811485350131989,-5.206040859222412,0.1060686707496643,0.16305424273014069,-2.31726336479187,0.10002802312374115,0.08970416337251663,4.994174480438232,0.04996111989021301,0.0991581380367279,0.943933367729187,0.11533341556787491,0.12145079672336578,1.979085922241211,0.037567224353551865,0.03838130086660385,8.803512573242188,0.12145086377859116,0.16557249426841736,-2.8269455432891846,0.08707311749458313,0.05833175405859947,0.10000000149011612
15,0.0,-51.73451232910156,0.12063119560480118,0.16956692934036255,6.836430072784424,0.08770966529846191,0.10496828705072403,2.055912971496582,0.09846805781126022,0.06996068358421326,-0.8508124351501465,0.1299017369747162,0.12069103121757507,-5.653121471405029,0.08401226252317429,0.14675727486610413,-3.2685070037841797,0.08958146721124649,0.08856800198554993,2.798919916152954,0.03673013672232628,0.11224416643381119,1.313158392906189,0.10580164939165115,0.11973123252391815,2.0929019451141357,0.037216007709503174,0.039311498403549194,9.656787872314453,0.14220409095287323,0.18856266140937805,-2.2821950912475586,0.07958127558231354,0.05777793377637863,0.10000000149011612
