,rollout/ep_rew_mean,rollout/success rate,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward,eval/success_rate,rollout/ep_len_mean
0,-22.468311309814453,0.0,70.0,-5.970028877258301,0.19941268861293793,0.971697211265564,-0.14481224119663239,9.999999747378752e-05,100.0,-25.646026611328125,0.0,100.0
1,-22.67268943786621,0.0,70.0,-8.514060974121094,0.32147762179374695,0.9387442469596863,-0.3190859258174896,9.999999747378752e-05,100.0,-21.007429122924805,0.0,100.0
2,-21.119749069213867,0.0,58.0,-11.700374603271484,0.7936201691627502,0.8965470790863037,-0.5502794981002808,9.999999747378752e-05,100.0,-24.212833404541016,0.0,100.0
3,-22.262866973876953,0.0,60.0,-13.8626708984375,0.886674702167511,0.8661602139472961,-0.7234295606613159,9.999999747378752e-05,100.0,-20.092439651489258,0.0,100.0
4,-21.962142944335938,0.0,56.0,-16.553739547729492,1.2499390840530396,0.8272621631622314,-0.9547659158706665,9.999999747378752e-05,100.0,-27.417774200439453,0.0,100.0
5,-21.855266571044922,0.0,58.0,-18.252609252929688,1.4716776609420776,0.7992150783538818,-1.1295862197875977,9.999999747378752e-05,100.0,-25.358631134033203,0.0,100.0
6,-22.5245361328125,0.0,57.0,-20.541282653808594,1.3959579467773438,0.7632679343223572,-1.3618091344833374,9.999999747378752e-05,100.0,-17.635326385498047,0.0,100.0
7,-22.552303314208984,0.0,56.0,-22.068477630615234,1.6441962718963623,0.7373671531677246,-1.5357109308242798,9.999999747378752e-05,100.0,-19.939380645751953,0.0,100.0
8,-22.083423614501953,0.0,56.0,-23.900217056274414,1.8160603046417236,0.7042075991630554,-1.7674145698547363,9.999999747378752e-05,100.0,-20.235031127929688,0.0,100.0
9,-22.88414192199707,0.0,55.0,-25.037839889526367,2.19311261177063,0.680331289768219,-1.942258358001709,9.999999747378752e-05,100.0,-19.13780975341797,0.0,100.0
10,-23.098756790161133,0.0,55.0,-26.497034072875977,2.4617390632629395,0.6497302651405334,-2.1754846572875977,9.999999747378752e-05,100.0,-20.9797420501709,0.0,100.0
11,-23.521244049072266,0.0,56.0,-27.51434326171875,3.432863712310791,0.6276865005493164,-2.3479888439178467,9.999999747378752e-05,100.0,-20.175382614135742,0.0,100.0
12,-23.82439422607422,0.0,55.0,-28.516958236694336,3.1209425926208496,0.5994667410850525,-2.579528331756592,9.999999747378752e-05,100.0,-20.14474868774414,0.0,100.0
13,-23.218521118164062,0.0,55.0,-29.19308090209961,3.5531842708587646,0.579139769077301,-2.751002311706543,9.999999747378752e-05,100.0,-20.948095321655273,0.0,100.0
14,-23.298954010009766,0.0,54.0,-29.955469131469727,3.563917636871338,0.553153932094574,-2.972414016723633,9.999999747378752e-05,100.0,-17.060134887695312,0.0,100.0
15,-23.068111419677734,0.0,55.0,-30.33916664123535,3.6272058486938477,0.5344409942626953,-3.150461196899414,9.999999747378752e-05,100.0,-15.610949516296387,0.0,100.0
16,-23.075441360473633,0.0,55.0,-30.867843627929688,3.427048444747925,0.5104597210884094,-3.370311737060547,9.999999747378752e-05,100.0,-16.87958335876465,0.0,100.0
17,-22.745098114013672,0.0,55.0,-31.1812686920166,4.040268421173096,0.4932350218296051,-3.5335946083068848,9.999999747378752e-05,100.0,-21.145137786865234,0.0,100.0
18,-22.789779663085938,0.0,55.0,-31.487783432006836,3.8000035285949707,0.47117358446121216,-3.7490334510803223,9.999999747378752e-05,100.0,-24.130157470703125,0.0,100.0
19,-22.75838851928711,0.0,54.0,-31.5556583404541,4.438023090362549,0.4553205072879791,-3.881115198135376,9.999999747378752e-05,100.0,-22.12095069885254,0.0,100.0
20,-22.85382080078125,0.0,54.0,-31.748470306396484,4.44765567779541,0.4350825250148773,-4.086238861083984,9.999999747378752e-05,100.0,-21.014373779296875,0.0,100.0
21,-23.019119262695312,0.0,55.0,-31.87530517578125,4.691349029541016,0.42050570249557495,-4.229151248931885,9.999999747378752e-05,100.0,-20.079666137695312,0.0,100.0
22,-23.13646125793457,0.0,55.0,-31.931760787963867,5.222553253173828,0.40641194581985474,-4.383908748626709,9.999999747378752e-05,100.0,-19.97727394104004,0.0,100.0
