,eval/mean_reward,time/fps,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_ep_length
0,75.76802062988281,90.0,-0.11137602478265762,6.09749840805307e-05,9.999999747378752e-05,500.0
1,79.25775146484375,87.0,-0.2468748688697815,0.00015153546701185405,9.999999747378752e-05,500.0
2,73.44078063964844,86.0,-0.35562649369239807,0.00026351268752478063,9.999999747378752e-05,500.0
3,88.8885726928711,86.0,-0.46653491258621216,0.000301235297229141,9.999999747378752e-05,500.0
4,91.65153503417969,86.0,-0.5866264700889587,0.00047363704652525485,9.999999747378752e-05,500.0
5,84.11842346191406,85.0,-0.6844630241394043,0.0007655780646018684,9.999999747378752e-05,500.0
6,104.7295150756836,85.0,-0.7807825803756714,0.0008192506502382457,9.999999747378752e-05,500.0
7,80.83644104003906,85.0,-0.8551349639892578,0.0007436057785525918,9.999999747378752e-05,500.0
8,138.60813903808594,85.0,-0.955082356929779,0.0006237688357941806,9.999999747378752e-05,500.0
9,101.23936462402344,85.0,-1.0497097969055176,0.000708769541233778,9.999999747378752e-05,500.0
10,126.72712707519531,85.0,-1.1368660926818848,0.0008040377870202065,9.999999747378752e-05,500.0
11,179.07070922851562,85.0,-1.2441542148590088,0.0012743037659674883,9.999999747378752e-05,500.0
12,226.72103881835938,85.0,-1.3520628213882446,0.0026250190567225218,9.999999747378752e-05,500.0
13,242.4697723388672,84.0,-1.450804352760315,0.0027312433812767267,9.999999747378752e-05,500.0
14,210.6420440673828,82.0,-1.5626977682113647,0.0032374009024351835,9.999999747378752e-05,500.0
15,243.7436065673828,82.0,-1.6535924673080444,0.0027399559039622545,9.999999747378752e-05,500.0
16,306.056884765625,82.0,-1.7702378034591675,0.003247810062021017,9.999999747378752e-05,500.0
17,231.24609375,82.0,-1.8630033731460571,0.003343497170135379,9.999999747378752e-05,500.0
18,277.06878662109375,82.0,-1.9525479078292847,0.004712177440524101,9.999999747378752e-05,500.0
19,337.8624267578125,82.0,-2.035743236541748,0.003477417165413499,9.999999747378752e-05,500.0
20,447.21209716796875,82.0,-2.111971616744995,0.0034978697076439857,9.999999747378752e-05,500.0
21,253.0393524169922,82.0,-2.174558162689209,0.0039009496103972197,9.999999747378752e-05,500.0
22,271.54486083984375,82.0,-2.2124011516571045,0.004459331277757883,9.999999747378752e-05,500.0
23,261.75750732421875,82.0,-2.2523882389068604,0.004864183720201254,9.999999747378752e-05,500.0
24,233.1380615234375,82.0,-2.2846200466156006,0.004871346056461334,9.999999747378752e-05,500.0
25,276.41925048828125,82.0,-2.324659824371338,0.006764773279428482,9.999999747378752e-05,500.0
26,320.93609619140625,82.0,-2.36706280708313,0.005182369612157345,9.999999747378752e-05,500.0
27,460.2977600097656,82.0,-2.409383535385132,0.00736074335873127,9.999999747378752e-05,500.0
28,534.1612548828125,82.0,-2.4639978408813477,0.008461416698992252,9.999999747378752e-05,500.0
29,693.097900390625,82.0,-2.538482427597046,0.007695388048887253,9.999999747378752e-05,500.0
30,669.1639404296875,82.0,-2.599560022354126,0.007750743068754673,9.999999747378752e-05,500.0
31,764.3948974609375,82.0,-2.675814151763916,0.008425590582191944,9.999999747378752e-05,500.0
32,468.0682067871094,82.0,-2.741986036300659,0.008815331384539604,9.999999747378752e-05,500.0
33,444.28302001953125,82.0,-2.810608386993408,0.007366933859884739,9.999999747378752e-05,500.0
34,488.820556640625,82.0,-2.847752094268799,0.008263126946985722,9.999999747378752e-05,500.0
35,494.27471923828125,82.0,-2.8951969146728516,0.009273708797991276,9.999999747378752e-05,500.0
36,419.19281005859375,82.0,-2.9204583168029785,0.008298296481370926,9.999999747378752e-05,500.0
37,435.01318359375,82.0,-2.928785800933838,0.009000870399177074,9.999999747378752e-05,500.0
38,402.5140686035156,82.0,-2.9485929012298584,0.008465539664030075,9.999999747378752e-05,500.0
39,442.05242919921875,82.0,-2.9479165077209473,0.009047292172908783,9.999999747378752e-05,500.0
40,449.3937072753906,82.0,-2.962355375289917,0.008932189084589481,9.999999747378752e-05,500.0
41,386.54815673828125,82.0,-2.9788947105407715,0.007847127504646778,9.999999747378752e-05,500.0
42,735.5283813476562,82.0,-2.978355884552002,0.00894729420542717,9.999999747378752e-05,500.0
43,442.14093017578125,82.0,-3.0057554244995117,0.007500534877181053,9.999999747378752e-05,500.0
44,465.1123962402344,82.0,-3.003162384033203,0.008090886287391186,9.999999747378752e-05,500.0
45,502.73590087890625,82.0,-3.008787155151367,0.007792589254677296,9.999999747378752e-05,500.0
46,744.3046875,82.0,-3.0312185287475586,0.007573897950351238,9.999999747378752e-05,500.0
47,711.1478881835938,82.0,-3.052664041519165,0.00794012937694788,9.999999747378752e-05,500.0
48,731.1790771484375,82.0,-3.0662851333618164,0.008547497913241386,9.999999747378752e-05,500.0
49,635.1739501953125,82.0,-3.0743117332458496,0.00864766351878643,9.999999747378752e-05,500.0
50,689.1544189453125,82.0,-3.0778377056121826,0.008680795319378376,9.999999747378752e-05,500.0
51,676.3160400390625,82.0,-3.080564260482788,0.01023185346275568,9.999999747378752e-05,500.0
52,682.0775146484375,82.0,-3.061948299407959,0.009789691306650639,9.999999747378752e-05,500.0
53,747.2400512695312,82.0,-3.068997859954834,0.008891807869076729,9.999999747378752e-05,500.0
54,761.6188354492188,82.0,-3.0673444271087646,0.010089713148772717,9.999999747378752e-05,500.0
55,710.1377563476562,82.0,-3.0599074363708496,0.009439024142920971,9.999999747378752e-05,500.0
56,811.1627197265625,82.0,-3.045259952545166,0.010346795432269573,9.999999747378752e-05,500.0
57,796.907958984375,82.0,-3.020455837249756,0.008677964098751545,9.999999747378752e-05,500.0
58,836.9310302734375,82.0,-3.0184881687164307,0.011862761341035366,9.999999747378752e-05,500.0
59,799.2452392578125,82.0,-3.0208170413970947,0.009438477456569672,9.999999747378752e-05,500.0
60,655.07763671875,82.0,-2.9930307865142822,0.01215727161616087,9.999999747378752e-05,500.0
61,728.3468017578125,82.0,-2.986856460571289,0.011549865826964378,9.999999747378752e-05,500.0
62,839.4622192382812,82.0,-2.9695324897766113,0.010074622929096222,9.999999747378752e-05,500.0
63,773.0230712890625,82.0,-2.9511187076568604,0.01144707016646862,9.999999747378752e-05,500.0
64,764.2925415039062,82.0,-2.9451818466186523,0.012730001471936703,9.999999747378752e-05,500.0
65,757.3204345703125,82.0,-2.9436750411987305,0.01232017483562231,9.999999747378752e-05,500.0
66,696.4234619140625,82.0,-2.9589953422546387,0.012871678918600082,9.999999747378752e-05,500.0
67,833.2249755859375,82.0,-2.9765076637268066,0.01251573022454977,9.999999747378752e-05,500.0
68,782.3003540039062,82.0,-2.9698452949523926,0.014025252312421799,9.999999747378752e-05,500.0
69,250.8017578125,82.0,-2.9801785945892334,0.01450054720044136,9.999999747378752e-05,500.0
70,320.754638671875,83.0,-2.9906134605407715,0.012391355820000172,9.999999747378752e-05,500.0
71,383.5757751464844,83.0,-2.9880270957946777,0.0146414153277874,9.999999747378752e-05,500.0
72,379.0591735839844,83.0,-2.9884192943573,0.013674817979335785,9.999999747378752e-05,500.0
73,431.2364196777344,83.0,-3.011751890182495,0.014601257629692554,9.999999747378752e-05,500.0
74,359.2240905761719,83.0,-3.0055148601531982,0.015277081169188023,9.999999747378752e-05,500.0
75,413.0050354003906,83.0,-3.0187935829162598,0.016248753294348717,9.999999747378752e-05,500.0
76,903.3590698242188,83.0,-3.020564317703247,0.015659457072615623,9.999999747378752e-05,500.0
77,591.6723022460938,83.0,-3.024111032485962,0.019244519993662834,9.999999747378752e-05,500.0
