index,iter,rep,reward,reward_samples,seed,success_rate,success_rate_full,total_samples,ts
0,0.0,1.0,-57.53066773926285,"[58.799424495907374, 58.019857788997626, 57.824110412398745, 59.333811673102275, 57.27370991745115, 59.25029089905846, 59.24554713804359, 57.273827198003914, 59.158718663773016, 59.35538127072391]",5.0,0.0,0.0,20.0,2021-09-14 18:03:10.175281
1,1.0,1.0,-57.03098025908626,"[58.087834681250314, 58.27745499328735, 58.465351809351404, 57.297322259278694, 58.774892916231934, 57.229482808455366, 58.61514931385231, 56.52296668781178, 58.190658862344954, 57.45892755325853]",5.0,0.0,0.0,30.0,2021-09-14 18:03:10.984386
2,2.0,1.0,-55.81534810936933,"[57.48812950430515, 55.285094342772574, 57.45745172685173, 58.6250361160186, 56.517934871913894, 56.16582618902001, 56.98941233232429, 57.89148390059134, 57.621911411838525, 56.055258077373146]",5.0,0.0,0.0,40.0,2021-09-14 18:03:11.784293
3,3.0,1.0,-54.753718990451915,"[55.2362913795527, 56.08927411176623, 55.84659170550754, 55.28369077199898, 55.84637968451581, 58.329608112594954, 55.88419526510348, 54.61010704314883, 55.372010518350834, 55.49466076766133]",5.0,0.0,0.0,50.0,2021-09-14 18:03:12.627093
4,4.0,1.0,-54.24443075405645,"[54.51439431981149, 54.831703316718944, 54.28560971713319, 57.11817642415804, 56.22417482236126, 56.344692182588005, 55.50137835917056, 54.503992766929976, 55.275556960003364, 54.70955904122353]",5.0,0.0,0.0,60.0,2021-09-14 18:03:13.429497
5,5.0,1.0,618.160796627678,"[54.633996677519335, 54.498529930497156, 55.17094019708605, 54.659293087777705, 57.59155384840678, -622.950534216305, 58.13849387474915, 54.381835996259625, 55.56591353201798, 52.11216125987334]",5.0,1.0,0.1,70.0,2021-09-14 18:03:14.229931
6,6.0,1.0,-50.1172133584973,"[53.98206909624713, 1306.1179591666553, 50.08556616789684, 1337.0969518572783, 53.57683825211491, 54.085589969470284, 51.77021489050063, 54.55946004854242, 53.94589435297023, 54.29542207535116]",5.0,0.0,0.0,80.0,2021-09-14 18:03:15.022059
7,7.0,1.0,-50.700986701636594,"[54.15487947369437, 53.740268815442654, 53.64756197959648, 54.72177173732653, 1341.1889952745246, -623.0484826586334, 53.96095738889794, 43.43661967450048, 50.668662266898764, 1355.3603091782854]",5.0,0.0,0.1,90.0,2021-09-14 18:03:15.823951
8,8.0,1.0,-50.75527543424149,"[54.46445272417066, 52.0129479753915, 1075.0944657168077, 53.888193704662456, 54.48242257943849, 50.46669263557151, 53.96612770317254, 1119.7305673058995, 1331.2259369798408, 440.76548621257405]",5.0,0.0,0.1,100.0,2021-09-14 18:03:16.620559
9,9.0,1.0,-50.750528515550236,"[1393.8404947058743, 51.28626832873269, 1070.4795998375698, 50.675733464687475, 54.100327660322456, 50.598110255528496, 1344.9022671569096, 54.49440015052315, 1294.1015880970556, 50.89037547521244]",5.0,0.0,0.0,110.0,2021-09-14 18:03:17.429484
10,10.0,1.0,-50.813125357956665,"[54.439101568410564, -623.0367688148779, 52.5330864089437, 51.59871557714154, 1104.7367315085166, 1294.3078256955193, -622.7254710766811, 51.41886373956649, 50.664248645960065, 50.670477557594396]",5.0,0.0,0.2,120.0,2021-09-14 18:03:18.238722
11,11.0,1.0,-50.58908923932453,"[1342.49592405751, 53.91885358255052, 1312.3376807441523, 50.3087878904459, 50.66382355243125, 50.89197036694934, 54.34563727650533, 22.75333463150645, 51.51095883143939, 54.44391730361278]",5.0,0.0,0.0,130.0,2021-09-14 18:03:19.045718
12,12.0,1.0,-50.48486520535614,"[53.46564131563054, 51.55840850373805, 56.10435586625193, 42.848031271892424, 54.35765581447701, 55.47107347044137, -607.5575246123198, 50.223854272265385, 53.79432809121728, 54.214247286007584]",5.0,0.0,0.1,140.0,2021-09-14 18:03:19.843594
13,13.0,1.0,592.7904940982953,"[50.61720592870516, 1285.4502386964937, 51.0721374856563, -613.188553996306, 54.31576286443224, 23.278145139996575, 51.264177702187446, 54.678314239676425, 54.169059048551624, 53.19624700547565]",5.0,1.0,0.1,150.0,2021-09-14 18:03:20.653990
14,14.0,1.0,-50.2709552792909,"[49.41859376409295, 54.70426235760379, 56.00337311725899, 54.08176513453688, 51.877829359911814, 1308.8778515693323, 55.28453258272789, 53.67659508670984, 51.890001101566156, 54.68852255358553]",5.0,0.0,0.0,160.0,2021-09-14 18:03:21.455572
15,15.0,1.0,-50.48146848977001,"[54.16555363245938, 53.809057416106256, 50.97061227141317, -618.0997567580729, 52.1623743640914, 54.26519624450892, -617.6037623743932, -578.1400978551851, 1064.474374310982, 55.21022810935986]",5.0,0.0,0.3,170.0,2021-09-14 18:03:22.265766
