,iteration/dist_entrance,iteration/dist_bottom,iteration/success_rate_full,iteration/success_rate,iteration/reward
0,0.21761080622673035,0.16249141097068787,0.0,0.0,101.25263214111328
1,0.17880366742610931,0.12808871269226074,0.0,0.0,103.82588958740234
2,0.17442670464515686,0.12259358912706375,0.0,0.0,103.56793212890625
3,0.19894737005233765,0.1501135528087616,0.0,0.0,102.10022735595703
4,0.1648578643798828,0.11507217586040497,0.0,0.0,102.01358795166016
5,0.0975775271654129,0.10919726639986038,0.0,0.0,104.36941528320312
6,0.10450077801942825,0.08335088193416595,0.0,0.0,104.8817367553711
7,0.18435926735401154,0.1292956918478012,0.0,0.0,102.91248321533203
8,0.1685953587293625,0.11821307241916656,0.0,0.0,105.51927947998047
9,0.2029905468225479,0.147415429353714,0.0,0.0,102.71006774902344
10,0.16970351338386536,0.12242913246154785,0.0,0.0,105.77946472167969
11,0.1591205894947052,0.14154793322086334,0.0,0.0,103.52925109863281
12,0.12968090176582336,0.09333683550357819,0.0,0.0,106.68993377685547
13,0.1889353096485138,0.13899299502372742,0.0,0.0,101.5010986328125
14,0.0973188579082489,0.06796135753393173,0.0,0.0,105.12482452392578
15,0.1667027473449707,0.14274297654628754,0.0,0.0,103.49589538574219
16,0.1416558474302292,0.09522470086812973,0.0,0.0,105.38652038574219
17,0.12807726860046387,0.07294667512178421,0.0,0.0,106.96175384521484
18,0.15807370841503143,0.12210289388895035,0.0,0.0,105.74609375
19,0.1984691470861435,0.15172028541564941,0.0,0.0,102.70535278320312
20,0.14776252210140228,0.11246269941329956,0.0,0.0,106.00550079345703
21,0.16488267481327057,0.11726276576519012,0.0,0.0,106.2801513671875
22,0.1663457155227661,0.1131506860256195,0.0,0.0,102.10697174072266
23,0.17136795818805695,0.13116654753684998,0.0,0.0,103.06044006347656
24,0.2259688377380371,0.1747250258922577,0.0,0.0,102.3784408569336
25,0.045208755880594254,0.08415810763835907,0.0,0.0,106.47821807861328
26,0.20419396460056305,0.16464698314666748,0.0,0.0,101.69613647460938
27,0.22009418904781342,0.17521469295024872,0.0,0.0,101.05938720703125
28,0.12062446027994156,0.1078873798251152,0.0,0.0,105.66761779785156
29,0.22927461564540863,0.1753452718257904,0.0,0.0,100.774169921875
30,0.20932774245738983,0.16819529235363007,0.0,0.0,102.82495880126953
31,0.15252114832401276,0.10103568434715271,0.0,0.0,105.50607299804688
32,0.1205492690205574,0.08174189180135727,0.0,0.0,102.79601287841797
33,0.16946420073509216,0.11672300845384598,0.0,0.0,103.75749206542969
34,0.20275580883026123,0.16135217249393463,0.0,0.0,103.5801773071289
35,0.20871660113334656,0.15890565514564514,0.0,0.0,103.01297760009766
36,0.12845273315906525,0.09557541459798813,0.0,0.0,107.56871032714844
37,0.1334775686264038,0.0800696462392807,0.0,0.0,108.45112609863281
38,0.14463524520397186,0.10379911214113235,0.0,0.0,106.27684020996094
39,0.1827840656042099,0.132221519947052,0.0,0.0,102.34471893310547
40,0.11675979197025299,0.06114884093403816,0.0,0.0,107.40625762939453
41,0.1836734265089035,0.13656575977802277,0.0,0.0,103.39199829101562
42,0.19430087506771088,0.14778926968574524,0.0,0.0,103.11651611328125
43,0.18408164381980896,0.13382939994335175,0.0,0.0,102.90631103515625
44,0.18052175641059875,0.13874375820159912,0.0,0.0,102.48556518554688
45,0.23369663953781128,0.18151411414146423,0.0,0.0,102.05526733398438
46,0.14790396392345428,0.10432639718055725,0.0,0.0,107.1620101928711
47,0.17740866541862488,0.15098609030246735,0.0,0.0,103.70873260498047
48,0.1679859757423401,0.14256395399570465,0.0,0.0,103.47132110595703
49,0.15015657246112823,0.10252521187067032,0.0,0.0,103.7122573852539
50,0.14447171986103058,0.0916605219244957,0.0,0.0,108.33600616455078
51,0.1574179083108902,0.11125171929597855,0.0,0.0,105.34180450439453
52,0.15745481848716736,0.10207457840442657,0.0,0.0,102.85965728759766
53,0.009502691216766834,0.01401501428335905,0.0,1.0,1113.3868408203125
54,0.1798328161239624,0.1388917714357376,0.0,0.0,104.72517395019531
55,0.20653566718101501,0.15127858519554138,0.0,0.0,102.87952423095703
56,0.1111019104719162,0.07684104889631271,0.0,0.0,106.06268310546875
57,0.1955719292163849,0.14848770201206207,0.0,0.0,104.270751953125
58,0.1674271523952484,0.11238016188144684,0.0,0.0,103.63819122314453
59,0.11451413482427597,0.07565080374479294,0.0,0.0,106.11835479736328
60,0.2223159819841385,0.16646656394004822,0.10000000149011612,0.0,102.26525115966797
61,0.15813718736171722,0.106523297727108,0.0,0.0,103.0018081665039
62,0.17948348820209503,0.13084930181503296,0.0,0.0,103.32587432861328
63,0.1578487604856491,0.14919589459896088,0.0,0.0,101.8178939819336
64,0.1351078599691391,0.08385809510946274,0.0,0.0,107.58277893066406
65,0.12766045331954956,0.08077274262905121,0.0,0.0,105.02450561523438
66,0.15477818250656128,0.0988992303609848,0.0,0.0,103.90401458740234
67,0.10179504752159119,0.0673891231417656,0.0,0.0,106.840576171875
68,0.21152634918689728,0.17720572650432587,0.0,0.0,102.84362030029297
69,0.17310760915279388,0.11870855838060379,0.0,0.0,103.92704010009766
70,0.13179729878902435,0.0791054293513298,0.0,0.0,108.63500213623047
71,0.16816164553165436,0.1123158410191536,0.0,0.0,103.4045181274414
72,0.12233465909957886,0.08205261826515198,0.0,0.0,103.77186584472656
73,0.16507503390312195,0.12576089799404144,0.0,0.0,103.92562103271484
74,0.11406765133142471,0.07841890305280685,0.0,0.0,105.2348403930664
75,0.1754477471113205,0.12444062530994415,0.0,0.0,104.37628173828125
76,0.10760167241096497,0.10027805715799332,0.0,0.0,105.79293060302734
77,0.18184253573417664,0.13297882676124573,0.0,0.0,104.81558990478516
