,iteration/dist_entrance,iteration/dist_bottom,iteration/success_rate_full,iteration/success_rate,iteration/reward
0,0.10086705535650253,0.06816115230321884,0.0,0.0,5.037276744842529
1,0.19819606840610504,0.14575384557247162,0.0,0.0,3.3492653369903564
2,0.1279710829257965,0.09823974221944809,0.0,0.0,4.229107856750488
3,0.16619586944580078,0.1175166592001915,0.0,0.0,4.281502723693848
4,0.11019051820039749,0.08760138601064682,0.0,0.0,6.057356834411621
5,0.12882503867149353,0.11256026476621628,0.0,0.0,5.220468521118164
6,0.2508229613304138,0.19501079618930817,0.0,0.0,2.8128199577331543
7,0.17840230464935303,0.12683571875095367,0.0,0.0,3.8954951763153076
8,0.11719220131635666,0.06579475104808807,0.0,0.0,5.6087565422058105
9,0.23602743446826935,0.19101619720458984,0.0,0.0,2.66511869430542
10,0.22342480719089508,0.1686631292104721,0.0,0.0,3.3236920833587646
11,0.17307022213935852,0.15490490198135376,0.0,0.0,4.074643611907959
12,0.21567390859127045,0.16213974356651306,0.0,0.0,3.164919853210449
13,0.1978294551372528,0.15794995427131653,0.0,0.0,3.466143846511841
14,0.180974543094635,0.13607780635356903,0.0,0.0,3.8551859855651855
15,0.21764960885047913,0.16939324140548706,0.0,0.0,3.1303489208221436
16,0.19144213199615479,0.13566409051418304,0.0,0.0,3.208928108215332
17,0.19856590032577515,0.1453777551651001,0.0,0.0,3.3598837852478027
18,0.19607692956924438,0.14105314016342163,0.0,0.0,3.2849366664886475
19,0.13586130738258362,0.08071369677782059,0.0,0.0,4.5356574058532715
20,0.1758480817079544,0.1216176301240921,0.0,0.0,3.8615574836730957
21,0.10730952769517899,0.07896209508180618,0.0,0.0,4.851630687713623
22,0.22727489471435547,0.17440800368785858,0.0,0.0,2.8440585136413574
23,0.11345037072896957,0.0714060366153717,0.0,0.0,5.839848518371582
24,0.2307114452123642,0.18198883533477783,0.0,0.0,2.4833853244781494
25,0.18405017256736755,0.129290372133255,0.0,0.0,3.664517402648926
26,0.22649751603603363,0.18065792322158813,0.0,0.0,2.844115972518921
27,0.07569966465234756,0.0672256126999855,0.0,0.0,7.439117908477783
28,0.13412116467952728,0.12549439072608948,0.0,0.0,3.74067759513855
29,0.15537239611148834,0.12967918813228607,0.0,0.0,4.260000228881836
30,0.1015540212392807,0.06048464775085449,0.10000000149011612,0.0,6.358566761016846
31,0.21595294773578644,0.16059398651123047,0.0,0.0,3.1542060375213623
32,0.1687195599079132,0.12718835473060608,0.10000000149011612,0.0,3.694448947906494
33,0.12249740958213806,0.07437517493963242,0.0,0.0,4.924537658691406
34,0.1451142430305481,0.09761303663253784,0.0,0.0,4.789287090301514
35,0.17936484515666962,0.127232164144516,0.0,0.0,4.017555236816406
36,0.12410204112529755,0.0856984332203865,0.0,0.0,5.59482479095459
37,0.1857185959815979,0.15388600528240204,0.0,0.0,3.164144515991211
38,0.12746880948543549,0.0718526616692543,0.0,0.0,4.9574384689331055
