,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,rollout/success rate
0,114.0,-5.596431732177734,0.42326629161834717,0.9902389049530029,-0.06611883640289307,9.999999747378752e-05,0.0
