,rollout/ep_rew_mean,rollout/success rate,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward,eval/success_rate,rollout/ep_len_mean
0,-31.795696258544922,0.0,190.0,-4.920915126800537,0.16761137545108795,0.985129177570343,-0.07556919753551483,9.999999747378752e-05,100.0,-22.976625442504883,0.0,100.0
1,-29.16203498840332,0.0,141.0,-7.742927074432373,0.3655335009098053,0.9464747309684753,-0.27737516164779663,9.999999747378752e-05,100.0,-27.9332332611084,0.0,100.0
2,-29.032621383666992,0.0,111.0,-10.442886352539062,0.587934136390686,0.9093602895736694,-0.47813478112220764,9.999999747378752e-05,100.0,-28.048433303833008,0.0,100.0
3,-26.57341766357422,0.0,111.0,-12.932842254638672,0.9040418267250061,0.873737096786499,-0.6787160634994507,9.999999747378752e-05,100.0,-20.094058990478516,0.0,100.0
4,-27.441402435302734,0.0,101.0,-15.222368240356445,1.1865566968917847,0.8395119309425354,-0.8792357444763184,9.999999747378752e-05,100.0,-26.401933670043945,0.0,100.0
5,-26.38805389404297,0.0,103.0,-17.329509735107422,1.5839494466781616,0.8066104650497437,-1.0791537761688232,9.999999747378752e-05,100.0,-19.32110595703125,0.0,100.0
6,-26.422691345214844,0.0,104.0,-19.272619247436523,1.7309046983718872,0.775009274482727,-1.2795839309692383,9.999999747378752e-05,100.0,-14.765210151672363,0.0,100.0
7,-26.005313873291016,0.0,99.0,-20.999500274658203,2.061997175216675,0.744646430015564,-1.482807993888855,9.999999747378752e-05,100.0,-17.33994483947754,0.0,100.0
8,-25.8681640625,0.0,100.0,-22.699472427368164,2.5900683403015137,0.715446412563324,-1.6841107606887817,9.999999747378752e-05,100.0,-15.964604377746582,0.0,100.0
9,-25.23606300354004,0.0,97.0,-24.112571716308594,2.6394598484039307,0.6873792409896851,-1.8859343528747559,9.999999747378752e-05,100.0,-21.268657684326172,0.0,100.0
10,-24.783170700073242,0.0,98.0,-25.495807647705078,2.8596575260162354,0.6604270935058594,-2.087118625640869,9.999999747378752e-05,100.0,-16.86056900024414,0.0,100.0
