,rollout/ep_rew_mean,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,rollout/ep_len_mean
0,-72.2496109008789,69.0,-16.356962203979492,0.1673472821712494,0.9231762886047363,-0.6712307333946228,9.999999747378752e-05,225.0
