index,dist_bottom,dist_entrance,iter,rep,reward,reward_samples,seed,success_rate,success_rate_full,total_samples,ts
0,0.13329289589177196,0.18756928940949077,0.0,19.0,3.5960295254512933,"[-4.253747499094455, 94.3532722050044, -2.6154779386375093, -2.503630612102456, -2.8294033709527397, -2.493733971956097, -4.688923207606107, -3.214545023847116, 93.83653679440327, -2.6490994105089114]",19.0,0.0,0.0,20.0,2021-09-04 15:55:13.866040
1,0.1709060816150436,0.21716787048726682,1.0,19.0,3.1200320090841944,"[-2.747363254273074, -3.265628706101612, 96.68248384397677, -3.304295360723571, -2.8926235256529074, -2.909342408688078, 95.00900210903534, 94.37555322802261, -3.5729024339021818, -2.728365239659505]",19.0,0.0,0.0,30.0,2021-09-04 15:55:14.671055
2,0.1645956148002024,0.20802929653892555,2.0,19.0,3.0673583520687404,"[-4.136763663858963, -4.055484706657383, -3.102828136294261, -2.244647636050248, -3.2086512559060267, -6.310850151057004, -3.5006542485457954, -3.601090731377981, -2.68427079960345, -2.961736587380457]",19.0,0.0,0.0,40.0,2021-09-04 15:55:15.477576
3,0.1531928553736676,0.17595709753665448,3.0,19.0,3.401574114240693,"[-3.736708964119325, -4.3087316226281605, -2.937951329921799, -5.113816128931239, -2.9595225543926538, -3.4255384151430714, 96.94784434950479, -3.325555430358854, -4.932076611262962, -3.4873100017908563]",19.0,0.0,0.0,50.0,2021-09-04 15:55:16.280686
4,0.06313202226247525,0.10420561802406252,4.0,19.0,5.498568142741375,"[-3.2077668021809433, -4.080882583909781, -3.3071441836344437, -3.0988595972637936, 96.28543465011614, 96.52497883027732, 96.74811996379388, -4.4234706828859665, -3.0832329979821482, -4.176470910836586]",19.0,0.0,0.0,60.0,2021-09-04 15:55:17.085572
5,0.13454077143072538,0.18162821831186815,5.0,19.0,-96.26573622619848,"[96.48628343983374, -3.1085150319005774, -4.015570280517681, -3.788949788880007, -3.265689498869101, -4.942749759763356, -4.842280881913589, 95.83746156450177, -5.1367859879948705, 94.73785769353123]",19.0,0.0,0.0,70.0,2021-09-04 15:55:17.891680
6,0.149341044996475,0.1940635729150234,6.0,19.0,3.5475472128104513,"[94.33960519946294, 94.5296045162259, 96.20653004707376, -3.6175672142592576, -4.249977089056609, -3.0445630622617674, -3.178995647452478, -3.4812761918086466, -3.4787386632697492, -3.2716596790769596]",19.0,0.0,0.0,80.0,2021-09-04 15:55:18.696304
7,0.11937604043419667,0.1752640949362638,7.0,19.0,4.252347790267051,"[-2.5344355856980028, -5.252535877119071, -2.6697869773855536, -4.70971409269514, -5.529674120621678, 95.68140640582371, -2.8101755256350422, -3.5798988718099616, -3.013309080104259, -3.5053752243622127]",19.0,0.0,0.0,90.0,2021-09-04 15:55:19.503157
8,0.19190408813078005,0.245582720534865,8.0,19.0,2.442961745583658,"[-2.536316285787605, -2.200497284253361, -3.5551295472949715, -2.64141595512685, -3.835298940341585, 96.62830279480795, -2.6997140617297735, -3.1682835302460264, 95.03246739402286, -2.532125957961281]",19.0,0.0,0.0,100.0,2021-09-04 15:55:20.322434
9,0.06410909696725459,0.09031491664846242,9.0,19.0,5.710148620826374,"[-3.5385622781948665, -3.148621930112988, -5.029089389973377, -2.542627926181235, -2.386934714509234, -2.886640539706185, -4.251501774726832, -3.6354206148057897, -3.9182525231729914, -2.499080674796529]",19.0,0.0,0.0,110.0,2021-09-04 15:55:21.130640
10,0.14388040933180898,0.19593235453336094,10.0,19.0,3.5981539171309507,"[-3.843102207884247, -2.351467779825451, -2.203295542659333, -3.228576664297213, -2.991127612875349, -3.386519606501843, -2.9341887748588587, -3.052813879848273, -2.688308654473185, -3.0647041719740145]",19.0,0.0,0.0,120.0,2021-09-04 15:55:21.938152
