,rollout/ep_rew_mean,time/fps,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward,rollout/ep_len_mean
0,-423.6275329589844,270.0,3.377537965774536,0.26730674505233765,9.999999747378752e-05,200.0,-528.2548217773438,200.0
1,-549.9537353515625,188.0,8.126148223876953,0.5251352787017822,9.999999747378752e-05,200.0,-693.4129638671875,200.0
2,-543.1100463867188,180.0,11.182343482971191,0.6094853281974792,9.999999747378752e-05,200.0,-534.494384765625,200.0
3,-529.4263916015625,181.0,19.114200592041016,1.6164002418518066,9.999999747378752e-05,200.0,-534.0062255859375,200.0
4,-537.3341674804688,177.0,28.006763458251953,3.174064874649048,9.999999747378752e-05,200.0,-624.2421875,200.0
5,-537.3814697265625,176.0,31.638641357421875,4.441053867340088,9.999999747378752e-05,200.0,-534.2389526367188,200.0
6,-536.6380615234375,181.0,39.555572509765625,8.419699668884277,9.999999747378752e-05,200.0,-531.2017822265625,200.0
7,-541.0054931640625,182.0,51.19019317626953,11.49415397644043,9.999999747378752e-05,200.0,-511.9600524902344,200.0
8,-553.24755859375,184.0,59.64054870605469,11.290560722351074,9.999999747378752e-05,200.0,-583.8319702148438,200.0
9,-558.2456665039062,185.0,64.20164489746094,13.333895683288574,9.999999747378752e-05,200.0,-549.6384887695312,200.0
10,-562.063720703125,185.0,68.81131744384766,12.78790283203125,9.999999747378752e-05,200.0,-660.7288208007812,200.0
11,-549.10498046875,184.0,78.45278930664062,19.858715057373047,9.999999747378752e-05,200.0,-657.2061157226562,200.0
12,-542.4674072265625,185.0,87.46724700927734,21.824708938598633,9.999999747378752e-05,200.0,-679.6610107421875,200.0
13,-543.801513671875,184.0,91.71500396728516,24.249731063842773,9.999999747378752e-05,200.0,-664.4581298828125,200.0
14,-548.5455932617188,183.0,95.86641693115234,21.187929153442383,9.999999747378752e-05,200.0,-387.4917297363281,200.0
15,-552.0880126953125,182.0,100.37551879882812,26.249216079711914,9.999999747378752e-05,200.0,-340.9028625488281,200.0
16,-556.0162353515625,183.0,108.64889526367188,31.339767456054688,9.999999747378752e-05,200.0,-553.0096435546875,200.0
17,-553.5113525390625,182.0,112.92037200927734,31.47940444946289,9.999999747378752e-05,200.0,-597.9371948242188,200.0
